branch_id,Re_left,Re_right,real_left,real_right,Re_cross_linear,imag_cross_linear,period_cross_linear
12,409.7000000000004,409.8000000000004,-2.5405413734594373e-5,2.420131831111505e-5,409.7512136411473,0.5044288167752919,12.45603958026561
