      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.218355      0.300034     0.0430877     0.0589945      0.105512     0.0053369  -2.87006e-15             0      0.783864      0.391932     -0.391932      0.783864
     300      0.218337       0.30001     0.0430831     0.0589916       0.10551    0.00533616             0             0      0.783748      0.391874     -0.391874      0.783748
  299.98      0.218319      0.299985     0.0430786     0.0589886      0.105507    0.00533542  -3.13886e-15             0      0.783631      0.391816     -0.391816      0.783631
 291.105      0.205339      0.282176     0.0393393     0.0561905      0.102737    0.00470496  -2.94014e-15             0      0.701874      0.350937     -0.350937      0.701874
  290.69      0.203537      0.279727     0.0387751      0.055714      0.102215    0.00460756   -3.0133e-15             0      0.691106      0.345553     -0.345553      0.691106
 290.409      0.201227      0.276594     0.0380408     0.0550771      0.101504    0.00448059  -3.25611e-15             0      0.677491      0.338745     -0.338745      0.677491
 290.624       0.19674      0.270526     0.0365871     0.0537639      0.100002    0.00422917  -3.13117e-15             0      0.651632      0.325816     -0.325816      0.651632
  292.46      0.190641      0.262309     0.0345695     0.0518349     0.0977257    0.00388191  -3.30868e-15             0      0.617668      0.308834     -0.308834      0.617668
 296.849      0.183642      0.252919     0.0322144     0.0494298     0.0947969    0.00348108  -3.28242e-15             0       0.58032       0.29016      -0.29016       0.58032
  303.53      0.177116      0.244198     0.0299853      0.046995      0.091752    0.00310765   -3.4567e-15             0      0.547048      0.273524     -0.273524      0.547048
 310.239       0.17241       0.23793     0.0283593     0.0451171     0.0893594    0.00283981  -2.57513e-15             0      0.523994      0.261997     -0.261997      0.523994
 317.671      0.168272      0.232431     0.0269192     0.0433818     0.0871186    0.00260662  -3.14679e-15             0      0.504363      0.252182     -0.252182      0.504363
 325.504      0.164645       0.22762     0.0256529     0.0418011     0.0850539     0.0024054  -3.30108e-15             0      0.487651      0.243825     -0.243825      0.487651
