                     %Lz                     obs                       s                guesserr                   error     directory
               6.5984213               1.5961099                       0                       0           7.8635441e-15  ./initial-2/
               6.6009213                1.597299                       0                       0           7.4328955e-14  ./initial-1/
               6.6034213               1.5985005                       0                       0           8.9116965e-15  ./initial-0/
               6.7219883               1.6825254             0.056428686           1.3687928e-05           1.3688038e-14   search-0/
               6.7487428               1.7251818               0.0834398           1.6985155e-05           9.7171522e-15   search-1/
               6.7544714               1.7411007             0.093443668           1.1717849e-05           4.6837901e-16   search-2/
               6.7526046                1.843842               0.1577662           1.0465102e-05           4.8258863e-16   search-3/
               6.7242797               1.9207744                0.206121           1.7998739e-05           5.4048381e-15   search-4/
               6.6928859               1.9858102              0.24711395           1.6840685e-05           1.2413019e-15   search-5/
               6.6547189               2.0638366              0.29630394           1.8930391e-05           4.3947194e-16   search-6/
               6.6247676               2.1384192              0.34321683           1.9289359e-05           8.0241755e-16   search-7/
               6.6081612               2.2044903              0.38465753           1.6480316e-05           8.6026368e-15   search-8/
               6.6041884               2.2394694               0.4065647           6.3874853e-06           2.6251953e-14   search-10/
               6.6036945               2.2678044               0.4243042           8.6489207e-06           2.1692456e-15   search-11/
               6.6069668               2.3055628              0.44794827             7.04188e-06           9.7492657e-15   search-12/
               6.6147736               2.3444997              0.47235365           9.9517659e-06           4.6009953e-14   search-13/
               6.6270796               2.3885641              0.50000337           1.5361769e-05            7.415167e-16   search-14/
               6.6390882               2.4446631              0.53517162            1.931983e-05           1.7418697e-16   search-15/
               6.6395195               2.4512803               0.5393149           1.4106336e-06           5.6157514e-14   search-19/
               6.6395949               2.4533755              0.54062665           1.1721914e-07           8.0292596e-15   search-23/
                6.639641               2.4555444              0.54198456           1.5168958e-08           5.3224316e-16   search-25/
               6.6396353               2.4597511              0.54461817           4.0103042e-08           8.2528909e-16   search-26/
               6.6392477               2.4680187              0.54979452           2.6778002e-07           5.3292693e-16   search-27/
               6.6369758               2.4843516               0.5600256           2.1466428e-06           1.1884447e-15   search-28/
               6.6308817               2.5063373              0.57382085           7.4731607e-06           2.5750836e-15   search-29/
               6.6213069               2.5297357               0.5885412           1.2568897e-05           3.0185473e-14   search-30/
               6.6085606               2.5557948              0.60496958           1.7363555e-05            2.553067e-16   search-31/
               6.5961638               2.5810314              0.62088032           1.7421639e-05           6.6770127e-16   search-32/
               6.5854039               2.6073858              0.63746003           1.6883658e-05            1.675948e-15   search-33/
               6.5815225               2.6206357              0.64577601           5.6731299e-06           6.0609426e-16   search-35/
               6.5794741               2.6306969              0.65208252           2.0874407e-06           4.4447512e-14   search-37/
               6.5782565               2.6417148              0.65898281            1.328877e-06           5.4225595e-16   search-39/
               6.5787182               2.6582979              0.66936505           5.5379782e-06           3.8173537e-15   search-40/
               6.5828307               2.6764685              0.68075793           8.3061914e-06           6.2153116e-14   search-41/
               6.5907836                 2.69378              0.69166269           9.9210281e-06           3.8700927e-14   search-42/
               6.6026651               2.7102739              0.70214449           1.0913205e-05           1.5986758e-14   search-43/
               6.6187001               2.7258772              0.71221054           1.2647527e-05           1.1029313e-14   search-44/
               6.6392661               2.7403508              0.72179255           1.5851584e-05           2.3394768e-14   search-45/
               6.6614024               2.7517526               0.7296792           1.6650995e-05           1.9485988e-14   search-46/
               6.6844982               2.7604669              0.73616041           1.6709778e-05           2.5807181e-14   search-47/
               6.7079732               2.7667828              0.74147853           1.6893923e-05           1.7210996e-14   search-48/
               6.7308628               2.7709028               0.7458003            1.743428e-05           2.9120588e-14   search-49/
               6.7518415               2.7730672              0.74925525           1.8328007e-05           2.7996262e-16   search-50/
               6.7670137               2.7735493              0.75157349           1.6574326e-05           3.1795133e-15   search-51/
               6.7716848               2.7733641              0.75229057           6.2601534e-06           4.8161726e-15   search-53/
                6.772851               2.7732267              0.75248706           1.5255678e-06           9.2371855e-16   search-56/
               6.7733271               2.7731124              0.75258866           5.3815623e-07           1.3850601e-15   search-59/
               6.7734326               2.7730564              0.75262717           1.2658667e-07            6.025836e-16   search-63/
               6.7734526               2.7730348              0.75264102            1.793471e-08           1.2872387e-14   search-67/
                6.773459               2.7730222              0.75264899           2.0499774e-09           3.4523834e-16   search-70/
               6.7734606                2.772999               0.7526635           1.9980078e-09           8.0672417e-15   search-71/
               6.7734254                2.772953              0.75269282           3.3342215e-09           1.9035251e-14   search-72/
               6.7731998               2.7728614              0.75275956           5.9179091e-08           4.2535863e-16   search-73/
               6.7721423               2.7726896              0.75295253           1.4679757e-06           5.3299153e-16   search-74/
               6.7698333                2.772517              0.75331864            7.036813e-06           5.1207064e-14   search-75/
               6.7668326               2.7724077              0.75377835              8.7765e-06           5.7347241e-15   search-76/
                6.762612               2.7723508              0.75441874           6.8839194e-06           6.3673597e-16   search-77/
               6.7564468               2.7723814              0.75535291           6.4695631e-06           3.4196437e-16   search-78/
               6.7479697               2.7725604              0.75664203           6.8723246e-06           3.5154191e-16   search-79/
