                     %Re                     obs                       s                guesserr                   error     directory
                  300.02                1.903421                       0                       0           4.3472872e-15  ./initial-2/
                     300               1.9049903                       0                       0           5.6652434e-16  ./initial-1/
                  299.98               1.9066371                       0                       0           1.2980597e-14  ./initial-0/
                301.0255               2.0329505             0.067265148           1.2999814e-05           1.6630054e-15   search-0/
                303.4167               2.1041307              0.10547092           1.8612808e-05           3.1475228e-16   search-1/
               306.47071               2.1690723              0.14104872           1.7597563e-05           9.5513883e-14   search-2/
               310.32255               2.2354812              0.17819847            1.273782e-05           3.2718711e-14   search-3/
               314.85161               2.3023946              0.21643074            1.154414e-05           2.0641112e-14   search-4/
               319.95376               2.3692671              0.25543744           1.0457508e-05           1.5877512e-14   search-5/
               326.42849               2.4457992              0.30104223           1.1977467e-05           3.3581608e-15   search-6/
               333.45248               2.5215948              0.34720778           1.1661093e-05           5.5035273e-15   search-7/
               340.94898               2.5964853              0.39379013           1.0514392e-05           4.2434194e-15   search-8/
               350.15557               2.6820501              0.44818912           1.1884346e-05           8.9095606e-15   search-9/
               359.84931               2.7661608               0.5029026           1.1508171e-05           1.2404713e-14   search-10/
               369.97822               2.8487589              0.55785651           1.0402065e-05           2.7189176e-15   search-11/
               382.21797               2.9426131              0.62182419           1.1888364e-05           9.4704326e-15   search-12/
               394.94124               3.0343655              0.68599956           1.1725854e-05           3.4413405e-15   search-13/
               408.10902               3.1240204              0.75035404           1.0852816e-05           4.5381841e-15   search-14/
               423.53357               3.2231624              0.82351161           1.2203731e-05            1.108986e-14   search-15/
               439.44285               3.3196905              0.89685904           1.2114853e-05           6.1522675e-15   search-16/
               455.79739               3.4136255              0.97036668           1.1301347e-05           2.7973605e-15   search-17/
                472.5629               3.5048941               1.0439773           1.0020645e-05           2.8044817e-15   search-18/
               492.71381               3.6082231               1.1303132           1.1738726e-05           4.0145808e-15   search-19/
               513.39059               3.7070356               1.2165736            1.132215e-05           5.5489034e-15   search-20/
               534.61063               3.8006419               1.3026997           1.0128345e-05           4.8472112e-15   search-21/
               559.88973               3.9017159               1.4022761            1.190335e-05            1.555064e-14   search-22/
               585.96795               3.9945438               1.5019299           1.2497058e-05           5.3715049e-15   search-23/
               612.82596               4.0792172               1.6018832           1.1997767e-05           6.5976146e-15   search-24/
                640.3864               4.1563723               1.7022831           1.0493391e-05           7.5094584e-15   search-25/
               668.41736               4.2267822               1.8027643           8.7866968e-06           6.3420552e-15   search-26/
               696.75919               4.2917822               1.9032101           7.1889548e-06           2.2026237e-14   search-27/
               725.29386               4.3532259               2.0036456           6.4690352e-06           8.8061136e-14   search-28/
               753.89922               4.4134623                2.104103           9.5983928e-06           2.5283854e-16   search-29/
               782.56906                4.472912               2.2046355           1.9926167e-05           4.0697778e-16   search-30/
               800.16827               4.5073971               2.2660291           1.7112408e-05           6.4813608e-16   search-31/
