                     %Lz                     obs                       s                guesserr                   error     directory
               3.1187927               1.4222357                       0                       0            5.206101e-14  ./initial-2/
               3.1087927                1.425675                       0                       0           2.7751999e-14  ./initial-1/
               3.0987927               1.4292562                       0                       0           6.5818662e-14  ./initial-0/
               3.0064679               1.4715843             0.046074826           1.2367753e-05           2.2022275e-14   search-0/
               2.9613922               1.5024512             0.072132192           1.6909233e-05           2.2287718e-14   search-1/
               2.9256694                1.537375             0.099189765           1.7604113e-05           7.6428049e-15   search-2/
               2.9012382               1.5732976              0.12558375           1.3867354e-05           5.0099226e-14   search-3/
               2.8870934               1.6061436              0.14906766           1.1603292e-05           1.8451688e-16   search-4/
               2.8795376               1.6361636              0.17026414           1.1328435e-05           8.6640417e-15   search-5/
               2.8775668               1.7108011              0.22262036           1.2519474e-05           7.0891849e-15   search-6/
               2.8861633               1.7592164              0.25669232           1.8250092e-05           2.2318377e-15   search-7/
                2.902549               1.8121853              0.29421791           1.9253397e-05            1.906984e-16   search-8/
               2.9261862               1.8672189              0.33356136            1.726028e-05           5.4580424e-14   search-9/
               2.9564338               1.9231692              0.37399425           1.7039467e-05           1.9829132e-14   search-10/
               2.9927187               1.9791479              0.41495696            1.593728e-05           5.6218218e-15   search-11/
               3.0346812               2.0344703              0.45604194           1.4719617e-05           6.8458889e-15   search-12/
               3.0822212               2.0885863              0.49696471           1.3796058e-05           5.9882667e-15   search-13/
               3.1354932               2.1410169              0.53753702           1.3363794e-05           6.4909949e-15   search-14/
               3.1948778               2.1913043              0.57765002           1.3433143e-05           1.0572103e-14   search-15/
               3.2609398               2.2389927              0.61727887           1.3869583e-05           7.6764151e-15   search-16/
               3.3343512               2.2836632              0.65651375           1.4455614e-05           1.3755629e-15   search-17/
               3.4157287               2.3250416              0.69559816            1.498118e-05           2.2968196e-15   search-18/
                3.505338               2.3631542              0.73491106           1.5467037e-05           1.0772672e-14   search-19/
