                     %Lz                     obs                       s                guesserr                   error     directory
                  3.6767               1.3536682                       0                       0           1.6735025e-14  ./initial-2/
                  3.6667               1.3549999                       0                       0            9.107869e-16  ./initial-1/
                  3.6567               1.3563599                       0                       0           3.1636512e-14  ./initial-0/
               3.4602166               1.3905058             0.062121648           1.3207646e-05           7.2397646e-15   search-0/
               3.3673267               1.4140956             0.092860411           1.7901458e-05           4.8907465e-14   search-1/
               3.2931941               1.4391815               0.1202741           1.7347996e-05            4.580881e-14   search-2/
               3.2272728               1.4697054              0.14909563           1.7314335e-05           9.8013576e-15   search-3/
               3.1794019               1.5011299              0.17570944           1.6436318e-05           7.5375113e-15   search-4/
               3.1440139               1.5352638              0.20268603           1.5941879e-05           2.4724453e-15   search-5/
               3.1218504                1.568598              0.22801863           1.4060888e-05           5.5588039e-14   search-6/
