id,cx,cz,norm,shear
1.0,0.0,-0.026563393508569604,0.1237025159185025,1.0430346761488796
2.0,0.0,0.026563427843063942,0.12370266856799336,1.0430348075306604
3.0,0.0,-0.04034957031479874,0.3824208818713347,2.6615689152061073
4.0,0.0,-0.0051584827150808095,0.3774180763350175,1.846650370994933
5.0,0.0,-0.023720144311907818,0.32232761490182044,2.0245795195972667
6.0,0.0,0.030408141567362025,0.13979699320769082,1.0578102133062461
7.0,0.0,0.040712601163922675,0.3331356288813109,1.9635512975327403
8.0,0.0,0.040349570882540625,0.38242088443992045,2.6615690313800044
9.0,0.0,-0.04071260547548189,0.3331356228123455,1.9635511339880107
10.0,0.0,0.023720153347403825,0.3223276160511642,2.0245795082094284
