                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               2.0553484                       0                       0           6.9907484e-15  ./initial-2/
                     300               2.0538332                       0                       0           1.1003899e-15  ./initial-1/
                  299.98               2.0522713                       0                       0           6.0273455e-15  ./initial-0/
               300.25317               1.9474254             0.051820425            1.378083e-05           2.0242833e-15   search-0/
               302.02187               1.8905919             0.080113438           1.6439577e-05           4.0606405e-16   search-1/
               304.94391               1.8389258               0.1070892           1.1220263e-05           4.1957898e-16   search-2/
               312.02932                1.765207              0.15005592           1.2549613e-05           4.2601584e-16   search-3/
                322.1018               1.7015807              0.19573951           1.5589687e-05           6.7190097e-15   search-4/
               329.70309               1.6674072              0.22605202           1.7321295e-05           3.7122985e-15   search-5/
               338.03663               1.6376356              0.25738517            1.519784e-05           8.9154244e-15   search-6/
               346.85435               1.6119958              0.28931885           1.1882337e-05           7.5234069e-15   search-7/
               355.99961               1.5898899               0.3216474           1.0033673e-05           6.5321612e-15   search-8/
               367.29784               1.5671315               0.3609045           1.1350057e-05           4.7191405e-15   search-9/
               378.80774               1.5477554              0.40041371           1.0231827e-05           8.7111475e-16   search-10/
               392.70916               1.5281278              0.44772697            1.147351e-05           3.2304451e-15   search-11/
               408.50468               1.5095428              0.50115065           1.2292878e-05           1.4025323e-14   search-12/
               424.40496               1.4938139              0.55470201           1.0575805e-05           5.4112911e-15   search-13/
                443.5852               1.4778213              0.61910857             1.13731e-05            3.036069e-15   search-14/
               465.38317               1.4626219              0.69214436            1.219744e-05           1.5025853e-15   search-15/
               487.23209               1.4497838              0.76524186           1.0463528e-05           4.5672772e-15   search-16/
               513.63444               1.4366912              0.85348027           1.1304053e-05           8.6797279e-15   search-17/
                543.5928               1.4242661              0.95352455           1.2122239e-05            7.062337e-15   search-18/
               573.57613               1.4137944                1.053599           1.0370243e-05           4.3752814e-15   search-19/
               603.55311               1.4048405               1.1536173           7.8894036e-06           1.7610681e-15   search-20/
               633.53504               1.3970837               1.2536284           5.8660638e-06           2.4574967e-15   search-21/
               663.52076               1.3902929               1.3536354           4.4694321e-06           5.5964624e-16   search-22/
               693.50935               1.3842946               1.4536401            3.475389e-06           8.8972544e-16   search-23/
               723.50016               1.3789557               1.5536432           2.7488657e-06           5.9960632e-16   search-24/
               753.49268               1.3741722               1.6536454           2.2062261e-06           5.1200241e-16   search-25/
               783.48655               1.3698615                1.753647           1.7933448e-06           3.2441328e-16   search-26/
               813.48147               1.3659571               1.8536481           1.4741052e-06           3.1818836e-16   search-27/
               843.47723               1.3624046                1.953649           1.2237681e-06           3.4865848e-16   search-28/
               873.47368               1.3591596               2.0536496           1.0249988e-06           3.2010969e-16   search-29/
               903.47068               1.3561846               2.1536501           8.6540802e-07           3.0526351e-16   search-30/
               933.46813               1.3534484               2.2536505           7.3598393e-07           4.1745178e-16   search-31/
               963.46595               1.3509247               2.3536508           6.3006865e-07            1.982347e-16   search-32/
               993.46408               1.3485907                2.453651           5.4267391e-07           2.8484446e-16   search-33/
               1023.4625               1.3464271               2.5536512           4.7001476e-07           2.7149071e-16   search-34/
