                     %Lz                     obs                       s                guesserr                   error     directory
               2.5804835                1.489053                       0                       0            1.782052e-14  ./initial-2/
               2.5779835               1.4906139                       0                       0           1.3207078e-16  ./initial-1/
               2.5754835                1.492201                       0                       0           7.9925186e-15  ./initial-0/
               2.5055001                1.551782             0.049757853           1.3307376e-05           3.3752763e-15   search-0/
               2.4769949               1.5911491             0.078389117           1.6873242e-05           1.3640622e-14   search-1/
               2.4581371               1.6289929              0.10480999           1.4056152e-05           6.0373424e-14   search-2/
               2.4453203               1.6675807              0.13117026           1.2073226e-05           2.4543603e-16   search-3/
               2.4379508               1.7035539              0.15547212            1.187124e-05           5.5052091e-16   search-4/
               2.4347409               1.7315814              0.17431592           1.0692738e-05           3.5605165e-15   search-5/
               2.4348396               1.8050442              0.22359952           1.1863317e-05            7.228404e-16   search-6/
                 2.44166               1.8613019              0.26143348           1.6461219e-05           4.5871275e-16   search-7/
               2.4543387               1.9223729              0.30269798            1.858929e-05           8.7453663e-14   search-8/
               2.4724844               1.9862994              0.34615779           1.7366852e-05           3.0959066e-16   search-9/
                2.495547               2.0520554              0.39116906           1.6966477e-05           4.4329695e-14   search-10/
               2.5229534                2.118765              0.43716753           1.5708914e-05           1.9232118e-14   search-11/
               2.5542394               2.1856855              0.48367347            1.415876e-05            7.797438e-15   search-12/
               2.5891223               2.2522042              0.53030488           1.2661962e-05           4.5197169e-15   search-13/
               2.6275225               2.3178314               0.5767833           1.1454203e-05           2.6397734e-15   search-14/
               2.6695484               2.3821791               0.6229274           1.0703401e-05           1.5996716e-15   search-15/
               2.7154622               2.4449352              0.66864038           1.0520044e-05           4.6181294e-15   search-16/
               2.7656364               2.5058404              0.71389809           1.0941366e-05           1.4729027e-15   search-17/
               2.8205046               2.5646735              0.75873991           1.1935443e-05           8.6392409e-16   search-18/
               2.8805042               2.6212415              0.80325771           1.3450194e-05            2.021053e-15   search-19/
               2.9460116               2.6753598              0.84757264           1.5476493e-05            6.912348e-15   search-20/
               3.0172869                2.726796              0.89178923           1.8080144e-05           9.4396454e-15   search-21/
               3.0842842               2.7691659               0.9303034           1.6698229e-05            1.278803e-14   search-22/
               3.1558567               2.8086998              0.96869864           1.7668614e-05           1.0177786e-14   search-23/
               3.2234185                2.840783               1.0026114            1.632477e-05           8.8482931e-15   search-24/
               3.2950558               2.8691758               1.0363011           1.8019405e-05           1.4829338e-14   search-25/
                3.360876               2.8901317               1.0654475           1.6780248e-05            2.272603e-14   search-26/
               3.4302622               2.9073041               1.0947243           1.8308822e-05           1.5262058e-14   search-27/
               3.5029269                2.921028               1.1243765           1.9450971e-05           1.5635441e-14   search-28/
               3.5779958               2.9323184               1.1544647           1.8344329e-05           3.9383239e-14   search-29/
               3.6544101               2.9422707               1.1848484           1.7485818e-05           1.9944666e-14   search-30/
               3.7314353                 2.95154               1.2153668           1.8666649e-05           2.5310487e-14   search-31/
               3.8087337               2.9603388               1.2459264           1.7730101e-05           9.6937835e-15   search-32/
               3.8862013               2.9686528               1.2764893           1.4729009e-05           5.5423394e-15   search-33/
               3.9638296               2.9763956                1.307046           1.1508072e-05           3.9807674e-15   search-34/
               4.0541388                2.984529               1.3424994           1.1834175e-05            2.192928e-15   search-35/
               4.1447072               2.9915616               1.3779463           1.0782728e-05           1.5542786e-15   search-36/
               4.2479019               2.9978867               1.4181998           1.2157448e-05           2.0973713e-15   search-37/
               4.3514636               3.0020024               1.4584661           1.1904083e-05            5.124351e-15   search-38/
               4.4553593               3.0034563               1.4987791           1.1287869e-05           3.4003423e-15   search-39/
               4.5594694               3.0019269               1.5391764           1.0592977e-05           3.8147458e-15   search-40/
               4.6635764               2.9973041               1.5796784           1.0261254e-05           5.3671705e-15   search-41/
               4.7674101               2.9896869               1.6202784           1.0313456e-05           7.3009558e-15   search-42/
               4.8707181               2.9793124               1.6609515           1.1155509e-05           1.5593246e-14   search-43/
               4.9733129                2.966455               1.7016721           1.3849325e-05           5.2226624e-14   search-44/
               5.0627603               2.9532366                1.737484           1.6517516e-05           9.2183652e-14   search-45/
               5.1339914               2.9411384               1.7662819           1.8529376e-05            8.839728e-14   search-46/
               5.1814781               2.9317491               1.7857493           1.6516189e-05           1.8709639e-16   search-47/
                5.219034               2.9224126               1.8016066           1.8717105e-05           9.6711982e-16   search-48/
               5.2412035               2.9143021                1.811783           1.7309461e-05           1.0261409e-15   search-49/
               5.2543197                2.905099               1.8197832           1.7108667e-05           2.3597787e-14   search-50/
               5.2573094               2.8998794               1.8234719           6.5115515e-06           1.1600648e-14   search-52/
                5.257817               2.8979429               1.8247859           9.6498275e-07           2.5761981e-14   search-55/
               5.2579542               2.8927509               1.8282694           6.5225175e-07           1.9380625e-14   search-56/
                 5.25425               2.8816424                1.835859            5.904147e-06            2.297586e-15   search-57/
