                     %Lx                     obs                       s                guesserr                   error     directory
               7.8586571               2.0588394                       0                       0           3.2328857e-14  ./initial-2/
               7.8561571               2.0563558                       0                       0           8.5317879e-16  ./initial-1/
               7.8536571                2.053874                       0                       0           1.4812831e-14  ./initial-0/
               7.7371445               1.9324479             0.062131293            1.300814e-05           2.6109625e-16   search-0/
               7.6796362                1.847983              0.10385349           1.7834559e-05           7.7876864e-15   search-1/
               7.6644259               1.8003283              0.12710858           5.9914951e-06            4.681439e-16   search-3/
               7.6632684               1.7888394              0.13269753           4.4708474e-07           2.4434368e-14   search-7/
               7.6638578                1.769735              0.14198827           6.3496321e-07           3.8924245e-16   search-8/
               7.6744525               1.7341786              0.15933177           1.5351631e-06           1.2115526e-14   search-9/
               7.7171648               1.6822287              0.18517322           6.1404087e-06           7.9520946e-14   search-10/
                7.797488               1.6324635              0.21144504           9.3535491e-06           3.1965241e-14   search-11/
               7.9150156               1.5872813              0.23802638            1.016271e-05           4.3695484e-15   search-12/
               8.0690136               1.5466468              0.26586019           1.1402962e-05           4.9991753e-15   search-13/
               8.2546563               1.5108999              0.29519578           1.2739696e-05           2.3495442e-14   search-14/
               8.4642477               1.4801095              0.32578905           1.2394447e-05           1.3796542e-14   search-15/
               8.6901643               1.4538987              0.35724395           1.0405689e-05           3.9930481e-15   search-16/
               8.9776971               1.4273656              0.39605145           1.1234371e-05           1.4538442e-14   search-17/
               9.3193571               1.4025332              0.44118637           1.1989504e-05           8.4799979e-15   search-18/
               9.7158952               1.3799448              0.49284265           1.2141676e-05           1.5901843e-14   search-19/
               10.180037               1.3594307              0.55275902           1.1893883e-05           1.6588296e-14   search-20/
               10.726352               1.3410682               0.6228697           1.1733444e-05           2.3333629e-14   search-21/
               11.370716               1.3251279              0.70525546           1.1646206e-05           1.8540976e-14   search-22/
               12.132931               1.3119677              0.80248764           1.1563394e-05           2.1027078e-14   search-23/
                 12.9188               1.3030656              0.90261347           8.9190965e-06           6.0248979e-15   search-24/
               13.704663               1.2976673               1.0026795           6.0127544e-06           5.1237156e-15   search-25/
               14.490473               1.2949502               1.1027128           4.0230632e-06           3.2258965e-15   search-26/
               15.276222               1.2943461               1.2027302           2.9207492e-06           3.6897767e-15   search-27/
               16.061899               1.2954484               1.3027395           2.3392346e-06           7.8130781e-16   search-28/
               16.847496               1.2979573               1.4027445           2.0465616e-06           9.2953754e-16   search-29/
               17.633006               1.3016463               1.5027472           1.9155564e-06           8.6540845e-16   search-30/
               18.418427                1.306341               1.6027485           1.8761974e-06           1.1343111e-15   search-31/
                19.20376               1.3119049               1.7027491           1.8919399e-06             1.19909e-15   search-32/
               19.989005               1.3182322               1.8027492           1.9465512e-06           4.3314632e-16   search-33/
               20.774164               1.3252429               1.9027493           2.0375192e-06           4.6129294e-16   search-34/
               21.559238               1.3328846               2.0027494           2.1739125e-06           1.0066689e-15   search-35/
               22.344226               1.3411375                 2.10275           2.3775251e-06           6.6341932e-16   search-36/
               23.129118               1.3500296               2.2027515           2.6882484e-06           9.5976309e-16   search-37/
               23.913897               1.3596718                2.302755           3.1794808e-06             1.65226e-15   search-38/
               24.698519               1.3703528               2.4027635           4.0059019e-06           3.1921459e-15   search-39/
               25.482879                 1.38293               2.5027907           5.5865579e-06           6.3661794e-15   search-40/
               25.874798               1.3909442               2.5528296            2.994865e-06           1.5349554e-14   search-42/
               26.144608               1.3991286               2.5874033            2.016244e-06           5.7768387e-16   search-44/
               26.186884                1.401358               2.5928926           3.2922962e-07            3.573913e-14   search-48/
               26.207964               1.4030514               2.5956995           1.0550579e-07           2.8464102e-14   search-51/
               26.218368               1.4046742               2.5972411            5.441327e-08           2.4645135e-15   search-54/
                26.21961               1.4052436               2.5975599           1.0120608e-08           8.7310966e-15   search-59/
               26.219744               1.4054614               2.5976672           1.1115764e-09           1.6299485e-15   search-64/
                26.21958               1.4057912               2.5978289           3.5820284e-09           3.2811957e-14   search-65/
                26.21794               1.4064446               2.5982091           2.0190634e-09           3.1104946e-15   search-66/
               26.209369                1.407742               2.5994694            7.256729e-08           1.1266347e-16   search-67/
               26.177786               1.4099621                2.603632           6.8101094e-07           4.7682684e-15   search-68/
                26.09954               1.3973268               2.6153347           2.2426103e-06           1.2205161e-14   search-69/
               26.065675               1.3961615               2.6196824            1.893071e-05           1.8890859e-14   search-70/
                25.86077               1.4185765               2.6479507           1.0581261e-05           3.6902981e-15   search-71/
               25.814813               1.4194429               2.6538156           1.7534856e-05           1.6416201e-15   search-72/
               25.628075               1.4226926               2.6776378           1.0709071e-05           3.1674359e-14   search-73/
               24.842941               1.4350604               2.7777573           9.7391888e-06           4.3275701e-16   search-74/
               24.057302               1.4483132               2.8779676           1.1851304e-05           4.3900433e-16   search-75/
               23.273521               1.4638361               2.9780194           6.0236634e-06           2.1654785e-14   search-76/
               22.490756                1.482696               3.0780776           4.1084836e-06           8.0486139e-15   search-77/
               21.709516                1.506527               3.1781938            6.531111e-06           1.9791181e-14   search-78/
               20.930252               1.5397742               3.2786943           1.3123028e-05           7.4240156e-16   search-79/
