                     %Lz                     obs                       s                guesserr                   error     directory
               8.3071025               2.3658475                       0                       0           2.1672466e-14  ./initial-2/
               8.3171025               2.3902899                       0                       0           1.3009961e-14  ./initial-1/
               8.3271025               2.4360185                       0                       0           1.7965867e-14  ./initial-0/
               8.3271844               2.4380047              0.01999972           1.8133571e-06           1.7901966e-14   search-3/
               8.3272003               2.4387816             0.020324744           4.6617835e-08           1.9357037e-16   search-7/
               8.3272049               2.4400958             0.020874534           1.3011816e-08           4.3327795e-16   search-8/
               8.3271301               2.4425861             0.021916418           4.0640455e-08           1.2576297e-15   search-9/
               8.3266522               2.4472332             0.023861455           2.7187929e-07           8.6662698e-15   search-10/
               8.3243752               2.4556497             0.027393181           1.7632363e-06           6.6124711e-16   search-11/
               8.3169645               2.4677229             0.032522102           6.2454096e-06           3.7139032e-16   search-12/
               8.3028623               2.4804714             0.038118605            8.785829e-06           9.8175274e-17   search-13/
               8.2820371               2.4934555             0.044099921            9.776922e-06           8.1507155e-15   search-14/
               8.2552672               2.5067836              0.05053815           1.1618344e-05           7.6002366e-14   search-15/
               8.2239835               2.5204684             0.057388363           1.2319977e-05           6.1636412e-14   search-16/
                8.189812               2.5344354             0.064531471           1.1288474e-05           2.5149544e-14   search-17/
               8.1492518               2.5505422             0.072849446           1.2207692e-05           3.8957747e-14   search-18/
               8.1078649               2.5670198             0.081351364           1.2039116e-05            2.572499e-14   search-19/
