      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02       0.26177      0.356776     0.0527411     0.0835258      0.137079    0.00975818             0             0       1.10739      0.553697     -0.553697       1.10739
     300      0.261748      0.356744     0.0527382     0.0835245      0.137078    0.00975765             0             0       1.10725      0.553623     -0.553623       1.10725
  299.98      0.261726      0.356712     0.0527353     0.0835231      0.137077    0.00975712             0             0        1.1071      0.553549     -0.553549        1.1071
 293.306       0.25272      0.343874     0.0513906     0.0827293      0.136044    0.00948514             0             0       1.04804       0.52402      -0.52402       1.04804
 290.667      0.247205      0.336119     0.0503353     0.0819175      0.134825    0.00924412             0             0       1.01136       0.50568      -0.50568       1.01136
  289.84      0.244626      0.332521     0.0497849     0.0814548      0.134103    0.00911342             0             0      0.994076      0.497038     -0.497038      0.994076
 289.436      0.242813      0.330001     0.0493809     0.0811024      0.133542    0.00901606             0             0      0.981955      0.490977     -0.490977      0.981955
 289.202      0.240946      0.327411     0.0489533     0.0807193      0.132919    0.00891203             0             0      0.969569      0.484785     -0.484785      0.969569
 289.178      0.240463      0.326742     0.0488412     0.0806173       0.13275    0.00888462             0             0      0.966394      0.483197     -0.483197      0.966394
 289.174      0.239866      0.325915     0.0487024     0.0804902      0.132537    0.00885059             0             0        0.9625       0.48125      -0.48125        0.9625
 289.247      0.238818      0.324465     0.0484584     0.0802649      0.132153    0.00879068             0             0       0.95577      0.477885     -0.477885       0.95577
   289.7      0.237136      0.322134     0.0480747     0.0799079      0.131504    0.00869644             0             0       0.94552       0.47276      -0.47276       0.94552
 290.579      0.236015      0.320567     0.0478504     0.0797068      0.131053    0.00864283             0             0      0.939895      0.469948     -0.469948      0.939895
 291.941      0.235519      0.319837     0.0478277     0.0797178      0.130865    0.00864242             0             0      0.939789      0.469894     -0.469894      0.939789
 293.884      0.235639      0.319919     0.0480336      0.079977      0.130973    0.00870354             0             0      0.945693      0.472846     -0.472846      0.945693
 295.172      0.235894       0.32021     0.0482232     0.0801987      0.131128     0.0087573             0             0      0.950898      0.475449     -0.475449      0.950898
 297.353      0.236353      0.320748      0.048546     0.0805546       0.13139    0.00884576             0             0      0.959732      0.479866     -0.479866      0.959732
  301.32      0.236722      0.321159     0.0489186     0.0808603      0.131521    0.00893141             0             0       0.97075      0.485375     -0.485375       0.97075
 305.629      0.234985      0.318927     0.0484144     0.0798585      0.130218    0.00872133             0             0      0.961496      0.480748     -0.480748      0.961496
 305.999      0.234331      0.318094     0.0481712     0.0794833      0.129782    0.00863806             0             0      0.955969      0.477984     -0.477984      0.955969
 306.103      0.233944      0.317601     0.0480241     0.0792649      0.129531    0.00858923             0             0      0.952541      0.476271     -0.476271      0.952541
 306.077      0.233141      0.316575     0.0477137     0.0788223       0.12903    0.00848956             0             0      0.945121      0.472561     -0.472561      0.945121
 305.167      0.231656      0.314669     0.0471217     0.0780489      0.128167    0.00831208             0             0      0.930319       0.46516      -0.46516      0.930319
 303.069      0.230194       0.31278     0.0465132     0.0773578      0.127412     0.0081477             0             0      0.914249      0.457124     -0.457124      0.914249
 299.972      0.228871      0.311054     0.0459384     0.0768058      0.126826    0.00800947             0             0      0.898241       0.44912      -0.44912      0.898241
 296.751      0.227855      0.309713     0.0454957     0.0764466      0.126468    0.00791394             0             0      0.885118      0.442559     -0.442559      0.885118
 293.311      0.226881      0.308406     0.0451102      0.076162      0.126226    0.00783558             0             0       0.87271      0.436355     -0.436355       0.87271
 289.775      0.225402      0.306402     0.0446484     0.0757375      0.125861    0.00772965             0             0       0.85735      0.428675     -0.428675       0.85735
 286.407      0.222187       0.30202     0.0438384     0.0748099      0.124873    0.00751832             0             0      0.831672      0.415836     -0.415836      0.831672
 284.821      0.219727      0.298646      0.043285     0.0741452      0.124104     0.0073711             0             0      0.814341      0.407171     -0.407171      0.814341
 283.326      0.216773      0.294578     0.0426619     0.0733844      0.123194     0.0072053             0             0      0.794845      0.397423     -0.397423      0.794845
 281.777      0.212959       0.28931     0.0418994     0.0724365      0.122031    0.00700261             0             0      0.771081      0.385541     -0.385541      0.771081
 280.461      0.208925       0.28373     0.0411232     0.0714505        0.1208    0.00679628             0             0      0.747186      0.373593     -0.373593      0.747186
 279.345       0.20457      0.277705     0.0403015     0.0703802      0.119452    0.00657759             0             0       0.72247      0.361235     -0.361235       0.72247
 278.447      0.199561      0.270782     0.0393585     0.0691159      0.117852     0.0063261             0             0       0.69519      0.347595     -0.347595       0.69519
 278.177      0.197146      0.267451     0.0388992     0.0684856      0.117054    0.00620342             0             0       0.68244       0.34122      -0.34122       0.68244
 278.053       0.19532      0.264934     0.0385476     0.0679967      0.116436    0.00610947             0             0       0.67296       0.33648      -0.33648       0.67296
  278.02      0.194408       0.26368     0.0383705     0.0677482      0.116122    0.00606211             0             0      0.668284      0.334142     -0.334142      0.668284
 278.009      0.193115      0.261902     0.0381167     0.0673898      0.115669    0.00599427             0             0      0.661711      0.330856     -0.330856      0.661711
