      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.307111      0.412205     0.0797955       0.11115      0.140536     0.0187217             0             0        1.5083      0.754148     -0.754148        1.5083
     300      0.307106      0.412197     0.0797945       0.11115      0.140537     0.0187216             0             0       1.50822       0.75411      -0.75411       1.50822
  299.98        0.3071      0.412189     0.0797936      0.111151      0.140538     0.0187215             0             0       1.50815      0.754073     -0.754073       1.50815
 295.303      0.306463      0.411106     0.0798749      0.111582      0.141087     0.0188305             0             0       1.49638      0.748188     -0.748188       1.49638
 292.803      0.309411      0.414591     0.0815391      0.113734      0.142931     0.0195841             0             0       1.51991      0.759954     -0.759954       1.51991
 292.039      0.312652      0.418508     0.0832075       0.11589      0.144658     0.0203539             0             0        1.5491      0.774552     -0.774552        1.5491
 292.348      0.311201      0.416756     0.0824602      0.114918      0.143887     0.0200059             0             0       1.53588      0.767939     -0.767939       1.53588
 292.808      0.309394      0.414571     0.0815306      0.113723      0.142922     0.0195802             0             0       1.51976      0.759881     -0.759881       1.51976
 293.814      0.307178      0.411901     0.0803548      0.112239      0.141686     0.0190544             0             0        1.5009      0.750451     -0.750451        1.5009
 295.302      0.306463      0.411106      0.079875      0.111582      0.141087     0.0188306             0             0       1.49638      0.748188     -0.748188       1.49638
  297.95      0.306627      0.411475     0.0797311       0.11123      0.140686     0.0187291             0             0       1.50126       0.75063      -0.75063       1.50126
 300.724      0.307308      0.412493     0.0798337      0.111141        0.1405     0.0187257             0             0       1.51099      0.755495     -0.755495       1.51099
 304.812      0.308612      0.414367      0.080139      0.111178      0.140372     0.0187829             0             0       1.52818      0.764092     -0.764092       1.52818
 310.912      0.310737      0.417378     0.0806957      0.111348      0.140293     0.0189103             0             0       1.55585      0.777927     -0.777927       1.55585
 318.238      0.313219      0.420894     0.0813537      0.111547      0.140218     0.0190611             0             0       1.58908       0.79454      -0.79454       1.58908
 327.309      0.315967      0.424816     0.0820481      0.111666      0.140052     0.0192013             0             0       1.62808      0.814042     -0.814042       1.62808
 336.496      0.318326      0.428234     0.0825898       0.11161      0.139773      0.019278             0             0       1.66444      0.832221     -0.832221       1.66444
 345.831      0.320317      0.431179     0.0829821      0.111378      0.139381     0.0192912             0             0       1.69816      0.849079     -0.849079       1.69816
 356.517      0.322183      0.434013     0.0832589      0.110928      0.138824      0.019237             0             0       1.73319      0.866596     -0.866596       1.73319
 367.362      0.323741      0.436457     0.0833835      0.110317      0.138172     0.0191226             0             0       1.76558       0.88279      -0.88279       1.76558
  378.33      0.325091      0.438636     0.0833946      0.109602      0.137455     0.0189673             0             0       1.79606      0.898028     -0.898028       1.79606
 389.382      0.326325      0.440659     0.0833481      0.108851       0.13671     0.0187954             0             0       1.82555      0.912776     -0.912776       1.82555
  402.65      0.327747      0.442987     0.0832949      0.107986      0.135834      0.018599             0             0       1.86074      0.930369     -0.930369       1.86074
 417.721      0.329395      0.445627     0.0833212      0.107125      0.134913     0.0184182             0             0       1.90182       0.95091      -0.95091       1.90182
 432.752       0.33116      0.448366      0.083499      0.106441      0.134108     0.0183018             0             0       1.94498      0.972489     -0.972489       1.94498
 447.703      0.333056      0.451227     0.0838208      0.105924      0.133416     0.0182458             0             0        1.9901       0.99505      -0.99505        1.9901
 462.572      0.334952      0.454068      0.084163      0.105474      0.132765     0.0182082             0             0       2.03525       1.01763      -1.01763       2.03525
  477.43      0.336699      0.456715     0.0843938      0.104982      0.132077     0.0181435             0             0       2.07839       1.03919      -1.03919       2.07839
 492.363      0.338186      0.459039      0.084429      0.104374      0.131302     0.0180223             0             0       2.11817       1.05909      -1.05909       2.11817
 498.372      0.338612      0.459763     0.0843172       0.10404      0.130927     0.0179337             0             0       2.13185       1.06593      -1.06593       2.13185
 501.661      0.338622       0.45989     0.0840916      0.103725      0.130626     0.0178303             0             0       2.13632       1.06816      -1.06816       2.13632
 502.076      0.338541      0.459808     0.0840031      0.103636      0.130552      0.017797             0             0        2.1358        1.0679       -1.0679        2.1358
 502.283      0.338386      0.459628      0.083874      0.103522      0.130465     0.0177516             0             0       2.13401       1.06701      -1.06701       2.13401
 502.286      0.338366      0.459605     0.0838596       0.10351      0.130456     0.0177468             0             0       2.13376       1.06688      -1.06688       2.13376
  502.28      0.338325      0.459555     0.0838296      0.103486      0.130439     0.0177367             0             0       2.13321        1.0666       -1.0666       2.13321
 502.224      0.338229      0.459438     0.0837637      0.103434      0.130403     0.0177149             0             0       2.13189       1.06594      -1.06594       2.13189
 501.934      0.337995      0.459145     0.0836131      0.103321      0.130328     0.0176664             0             0       2.12847       1.06424      -1.06424       2.12847
