Top 50 Triads by Net Flux (Re=200.0):
 1) (  1,  7,  4) flux= 9.006860e-04 ijkl(i,j,k)=[[1, 0, 0, 1], [2, 0, 1, 1], [1, 0, 1, 0]]
 2) (  4,  7,  1) flux=-9.006860e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [2, 0, 1, 1], [1, 0, 0, 1]]
 3) (  4,  7,  2) flux=-2.233155e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [2, 0, 1, 1], [1, 0, 0, 3]]
 4) (  2,  7,  4) flux= 2.233155e-04 ijkl(i,j,k)=[[1, 0, 0, 3], [2, 0, 1, 1], [1, 0, 1, 0]]
 5) (  4, 40, 24) flux=-1.849440e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [3, 1, 0, 0], [5, -1, -1, 0]]
 6) ( 24, 40,  4) flux= 1.849440e-04 ijkl(i,j,k)=[[5, -1, -1, 0], [3, 1, 0, 0], [1, 0, 1, 0]]
 7) (  1,  8,  4) flux= 1.749382e-04 ijkl(i,j,k)=[[1, 0, 0, 1], [2, 0, 1, 3], [1, 0, 1, 0]]
 8) (  4,  8,  1) flux=-1.749382e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [2, 0, 1, 3], [1, 0, 0, 1]]
 9) (  4, 22, 43) flux=-8.729422e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, -1, 0, 3], [5, 1, -1, 1]]
10) ( 43, 22,  4) flux= 8.729422e-05 ijkl(i,j,k)=[[5, 1, -1, 1], [3, -1, 0, 3], [1, 0, 1, 0]]
11) ( 24,  1, 43) flux= 8.176552e-05 ijkl(i,j,k)=[[5, -1, -1, 0], [1, 0, 0, 1], [5, 1, -1, 1]]
12) ( 43,  1, 24) flux=-8.176552e-05 ijkl(i,j,k)=[[5, 1, -1, 1], [1, 0, 0, 1], [5, -1, -1, 0]]
13) (  1, 46, 24) flux= 7.027753e-05 ijkl(i,j,k)=[[1, 0, 0, 1], [6, 1, -1, 1], [5, -1, -1, 0]]
14) ( 24, 46,  1) flux=-7.027753e-05 ijkl(i,j,k)=[[5, -1, -1, 0], [6, 1, -1, 1], [1, 0, 0, 1]]
15) (  4, 22, 48) flux=-7.017406e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, -1, 0, 3], [6, 1, -1, 5]]
16) ( 48, 22,  4) flux= 7.017406e-05 ijkl(i,j,k)=[[6, 1, -1, 5], [3, -1, 0, 3], [1, 0, 1, 0]]
17) (  4, 41, 24) flux=-6.536747e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, 1, 0, 2], [5, -1, -1, 0]]
18) ( 24, 41,  4) flux= 6.536747e-05 ijkl(i,j,k)=[[5, -1, -1, 0], [3, 1, 0, 2], [1, 0, 1, 0]]
19) (  4,  8,  2) flux=-6.396483e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [2, 0, 1, 3], [1, 0, 0, 3]]
20) (  2,  8,  4) flux= 6.396483e-05 ijkl(i,j,k)=[[1, 0, 0, 3], [2, 0, 1, 3], [1, 0, 1, 0]]
21) (  6,  7,  1) flux= 5.906981e-05 ijkl(i,j,k)=[[1, 0, 1, 4], [2, 0, 1, 1], [1, 0, 0, 1]]
22) (  1,  7,  6) flux=-5.906981e-05 ijkl(i,j,k)=[[1, 0, 0, 1], [2, 0, 1, 1], [1, 0, 1, 4]]
23) ( 28, 42,  4) flux= 5.744920e-05 ijkl(i,j,k)=[[6, -1, -1, 4], [3, 1, 0, 4], [1, 0, 1, 0]]
24) (  4, 42, 28) flux=-5.744920e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, 1, 0, 4], [6, -1, -1, 4]]
25) (  4, 21, 43) flux=-5.365378e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, -1, 0, 1], [5, 1, -1, 1]]
