                     %Lx                     obs                       s                guesserr                   error     directory
                 12.4826               1.5859998                       0                       0           3.8017798e-15  ./initial-2/
                 12.4776               1.5866486                       0                       0           4.8513021e-14  ./initial-1/
                 12.4726               1.5873019                       0                       0           4.2050829e-15  ./initial-0/
               12.089125               1.6598705             0.055678044           1.3996006e-05           3.8565941e-14   search-0/
               11.968353               1.7061613             0.086416909           1.7910414e-05           3.8111161e-14   search-1/
               11.914289               1.7432229              0.11017382           1.6090326e-05           5.4931776e-15   search-2/
                11.89778               1.7616438              0.12185894           1.2545336e-05           1.8045637e-16   search-3/
                11.89355                1.883391              0.19859197           1.0917926e-05           2.1895825e-14   search-4/
               11.933617               1.9542108              0.24334218           1.7259903e-05             2.86811e-14   search-5/
               11.977523               2.0211917              0.28570385           1.6855594e-05            1.609799e-15   search-6/
               12.019567               2.0978305              0.33412359           1.7188263e-05           6.9593574e-15   search-7/
               12.031431               2.1296898              0.35422572           5.7534694e-06           3.0676807e-16   search-9/
               12.037458               2.1533242              0.36912932           2.1702331e-06           3.4161598e-14   search-11/
                12.04095               2.1776374              0.38445548           1.3379906e-06           3.6611105e-16   search-13/
               12.040269               2.2178657              0.40980982           5.4172584e-06           4.2376798e-16   search-14/
                12.03031               2.2606462              0.43678442            9.071687e-06            1.523905e-14   search-15/
               12.010832                2.303717              0.46397503           1.2859227e-05           3.7712878e-14   search-16/
               11.981877               2.3497872               0.4931038           1.8069713e-05           5.7257559e-16   search-17/
               11.954219               2.3929697              0.52041008           1.9660348e-05           7.5494119e-15   search-18/
                11.94608               2.4096571              0.53094771           6.2826889e-06           6.0929693e-16   search-20/
               11.941885               2.4216493              0.53851339           2.5059816e-06           2.7783596e-16   search-22/
               11.939453               2.4333047              0.54586187           1.5503761e-06           3.5583926e-16   search-24/
               11.938992               2.4477066              0.55493886           5.8583821e-06           5.1330029e-16   search-25/
               11.942618               2.4656243              0.56623544            7.510677e-06           7.9364069e-14   search-26/
               11.950899               2.4836012              0.57758494           1.0395895e-05           9.3403404e-15   search-27/
                11.96383               2.5018803              0.58915203            1.316622e-05           3.6782801e-15   search-28/
               11.981295               2.5203057              0.60084889           1.5155513e-05           1.3886391e-14   search-29/
               12.003173               2.5388369              0.61265922           1.5694982e-05           1.9078467e-14   search-30/
               12.029316               2.5578553              0.62482745           1.5165421e-05           2.1192459e-14   search-31/
               12.059113               2.5780479              0.63777613           1.5304036e-05           4.4086535e-14   search-32/
                12.09095               2.6002859               0.6520222           1.7282605e-05           3.1742713e-16   search-33/
               12.117679               2.6220545              0.66590829           1.6911186e-05           2.4411411e-16   search-34/
               12.137589               2.6446972                0.680268           1.6661818e-05           2.8159085e-15   search-35/
               12.143567               2.6562677              0.68757611            5.770176e-06            4.429856e-16   search-37/
               12.145917                 2.66702              0.69435548           2.2556129e-06           5.5366166e-15   search-39/
