                     %Lz                     obs                       s                guesserr                   error     directory
               8.3171025               1.7810555                       0                       0           1.9112142e-16  ./initial-2/
               8.3271025               1.7879798                       0                       0           5.1014948e-14  ./initial-1/
               8.3371025               1.7952855                       0                       0           2.4851081e-16  ./initial-0/
               8.4178354               1.8776832             0.051351874           1.2348789e-05           6.8866147e-16   search-0/
                8.442714               1.9194168             0.074883562           1.8832807e-05           5.6191617e-15   search-1/
               8.4590149               1.9547851             0.094761288           1.1221584e-05           1.1958093e-15   search-2/
               8.4769841               2.0013419              0.12088935           1.2258568e-05           5.6610207e-16   search-3/
               8.4929476               2.0449907              0.14537687            1.194811e-05           5.0696006e-16   search-4/
               8.5104822               2.0893083              0.17025254           1.1864318e-05           2.2567627e-16   search-5/
               8.5293452                2.130647              0.19348361           1.0213151e-05           2.5365964e-14   search-6/
               8.5534276               2.1756412              0.21881405           1.2360274e-05           2.1735201e-14   search-7/
               8.5811768               2.2201879              0.24395049           1.4936598e-05           1.5910467e-14   search-8/
               8.6127625               2.2652314              0.26942684            1.969312e-05           9.5550607e-14   search-9/
               8.6398863                2.302153              0.29033205           1.9043009e-05           3.3147384e-16   search-10/
               8.6621778               2.3344158              0.30857381           1.8807749e-05           7.5579712e-16   search-11/
               8.6781741               2.3618744              0.32405086           1.9976845e-05           5.0519682e-16   search-12/
               8.6869277               2.3797857              0.33412348           1.6922618e-05           3.2770158e-16   search-13/
               8.6943748               2.3962725              0.34338763           1.9221196e-05           4.1761471e-16   search-14/
               8.7012432                2.411945              0.35219182           1.9380283e-05           3.9541083e-16   search-15/
               8.7070744               2.4308013              0.36276124           1.6629734e-05           2.8981501e-15   search-16/
