physical_id,case,group,direction,step,Re,input
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,1,300.02,1.871934
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,2,300.0,1.8717549
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,3,299.98,1.8715755
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,4,296.82928,1.8344393
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,5,295.8995,1.8059895
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,6,295.81315,1.7931316
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,7,295.92686,1.8080113
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,8,296.00102,1.8122792
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,9,296.57209,1.8294503
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,10,297.574,1.8458455
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,11,299.00653,1.8623147
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,12,300.81356,1.8787527
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,13,302.9125,1.894655
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,14,305.65811,1.9121586
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,15,308.67558,1.9285544
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,16,312.50042,1.9467257
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,17,316.54299,1.9642388
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,18,321.41498,1.9850163
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,19,326.31376,2.0121491
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,20,326.87564,2.0209124
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,21,326.88285,2.0216233
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,22,326.88247,2.022468
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,23,326.8526,2.0240948
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,24,326.67759,2.0271875
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,25,325.86658,2.0327828
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,26,323.77449,2.0392024
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,27,320.98663,2.0437457
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,28,317.97517,2.0467244
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,29,314.02515,2.0493488
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,30,312.03882,2.0512853
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,31,311.79113,2.0519127
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,32,311.66874,2.0526253
re300_lx10_lz6_020,re300_lx10_lz6,G,minus,33,311.66193,2.0527355
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,1,299.98,1.8715755
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,2,300.0,1.8717549
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,3,300.02,1.871934
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,4,304.22036,1.9033751
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,5,307.21567,1.9209156
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,6,310.49215,1.9374609
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,7,314.59073,1.9559147
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,8,318.87448,1.9740698
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,9,323.81618,1.9963001
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,10,325.86978,2.0084731
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,11,326.83991,2.0194379
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,12,326.86374,2.0202834
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,13,326.8821,2.0215013
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,14,326.8638,2.0236886
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,15,326.63021,2.0277181
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,16,325.37771,2.0347816
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,17,323.06699,2.0406099
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,18,320.20578,2.0446556
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,19,317.19177,2.0473111
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,20,312.51722,2.0505911
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,21,311.81041,2.0518463
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,22,311.70213,2.0523291
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,23,311.67601,2.0525403
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,24,311.66453,2.0526877
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,25,311.66009,2.0527774
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,26,311.65721,2.0528835
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,27,311.65853,2.0530886
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,28,311.68799,2.0535187
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,29,311.85716,2.054465
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,30,312.41323,2.056151
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,31,313.1916,2.0578403
re300_lx10_lz6_020,re300_lx10_lz6,G,plus,32,314.28579,2.0597931
