0,0,0,0,0,0,0,0,0,0
606,0,150,39,92,0,0,0,0,0
546,959,291,695,605,517,645,517,292,276
461,1495,967,547,732,883,750,684,551,389
331,1175,785,1234,882,772,701,552,500,406
0,1045,677,1079,897,773,777,772,436,387
0,820,771,614,856,720,717,760,689,410
0,292,703,479,1019,660,654,707,657,575
0,280,555,502,615,621,595,634,632,573
0,255,488,320,344,535,548,565,578,543
