                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.3024951                       0                       0           5.1802229e-16  ./initial-2/
                     300               1.3025623                       0                       0           4.8107127e-15  ./initial-1/
                   299.9               1.3026295                       0                       0            7.014717e-16  ./initial-0/
               270.36413               1.3261745              0.10043583           1.3595566e-05           7.9597425e-15   search-0/
               256.06847               1.3409087              0.14941223           1.8148967e-05           2.1061476e-14   search-1/
                243.7416               1.3559835              0.19210052           1.6957266e-05           2.4608921e-14   search-2/
               231.53896               1.3736528               0.2349783           1.6583931e-05            1.659124e-14   search-3/
               221.12972               1.3914925              0.27228097           1.6843477e-05           1.0892379e-14   search-4/
                212.1008               1.4096791              0.30545832           1.6461475e-05            6.446323e-15   search-5/
                203.2876               1.4307843              0.33900767           1.9577962e-05           2.7208381e-14   search-6/
               196.36576               1.4507769              0.36671935           1.8230212e-05           9.6460287e-15   search-7/
               190.62055               1.4710091              0.39137719           1.6824873e-05           6.6042859e-15   search-8/
               185.26507               1.4951195              0.41709291           1.9609334e-05           2.3176581e-14   search-9/
               181.37542               1.5190621              0.43958676           1.8071155e-05           3.8033485e-14   search-10/
               178.22749               1.5489624              0.46482631           1.9791132e-05           2.1652366e-16   search-11/
               176.52455                1.582828              0.49143802           1.6468175e-05            9.496176e-16   search-12/
               176.48053               1.6242712              0.52325503           1.5647149e-05           3.5538195e-15   search-13/
               177.64916                1.657457              0.54902844           1.6827327e-05           2.6401304e-16   search-14/
               179.47715               1.6885262              0.57364682            1.762198e-05           7.4478633e-14   search-15/
               182.00054               1.7211447              0.60006352           1.6723831e-05           2.1130955e-14   search-16/
               185.10561               1.7545619              0.62772767           1.5868723e-05           8.5194343e-15   search-17/
               188.68387               1.7883218              0.65625853           1.4406506e-05            1.544179e-14   search-18/
               192.64383               1.8221348              0.68538063            1.245345e-05           9.1225077e-15   search-19/
                196.9145               1.8558315              0.71490834           1.0559528e-05             9.11663e-15   search-20/
               202.20833                1.894797              0.74963962           1.1822032e-05           3.1376965e-15   search-21/
               207.79463               1.9334361              0.78466374           1.1293232e-05           1.4322487e-15   search-22/
                213.6298               1.9717177              0.81990672           1.0056359e-05           1.9228678e-15   search-23/
               220.78942               2.0163998              0.86169513           1.1644074e-05           4.8168781e-15   search-24/
               228.21022               2.0605588              0.90366165           1.1344027e-05            2.724389e-15   search-25/
               235.86217               2.1041966              0.94576783           1.0169038e-05           2.3651406e-15   search-26/
               245.14153               2.1549403               0.9955109           1.1663404e-05           4.8602266e-15   search-27/
               254.68036               2.2049726               1.0453744           1.1181459e-05           2.3658236e-15   search-28/
               265.70529               2.2604483               1.1016277           1.2284029e-05           1.4446528e-14   search-29/
               277.00985               2.3149579               1.1579409           1.1442489e-05           9.5578947e-15   search-30/
               288.58244               2.3684195               1.2142669           1.0756623e-05           1.0582165e-14   search-31/
               300.42053                2.420755               1.2705826           1.1170872e-05           9.4509976e-15   search-32/
               312.52619               2.4719268                  1.3269           1.2883584e-05           8.2081885e-15   search-33/
               324.89908               2.5219634               1.3832615           1.4326119e-05           1.4263364e-14   search-34/
               337.52982               2.5709711               1.4397255           1.4217312e-05           4.4764029e-14   search-35/
               350.39611               2.6190713               1.4963204           1.3291894e-05           5.0492029e-14   search-36/
               363.46894               2.6661701               1.5529447           1.3499706e-05           4.2248223e-14   search-37/
               376.74162               2.7115249               1.6092456           1.5567242e-05           6.9048916e-14   search-38/
               388.69729                2.748555               1.6581985           1.6404255e-05           1.9534127e-16   search-39/
               399.13104               2.7749218               1.6984396            1.724335e-05           1.9321627e-16   search-40/
               407.53812               2.7849565               1.7275028           1.9385057e-05           1.6706122e-14   search-41/
               409.70738               2.7804845               1.7355073           7.0745583e-06           1.1516273e-14   search-43/
               410.23983               2.7767187               1.7388997           1.6105529e-06           5.2936186e-16   search-46/
               410.61377               2.7654442               1.7476446           1.8491611e-06           7.6326254e-16   search-47/
               409.42682               2.7404275               1.7672537           9.2637088e-06           4.4600102e-15   search-48/
               407.14055               2.7144095               1.7886326           1.7929659e-05           8.0691459e-14   search-49/
