                     %Re                     obs                       s                guesserr                   error     directory
                  400.02               2.1723346                       0                       0           4.7748097e-16  ./initial-2/
                     400               2.1722808                       0                       0           1.4578978e-15  ./initial-1/
                  399.98               2.1722272                       0                       0           5.7491306e-16  ./initial-0/
               394.40458               2.1609772             0.014925346           1.3855363e-05           1.8254212e-14   search-0/
               391.46046               2.1588092             0.022352992           1.8218577e-05           4.2464953e-14   search-1/
               388.41036               2.1601726             0.030004036           1.9135691e-05           5.7691986e-14   search-2/
               385.34256                2.165794              0.03809833           1.4259576e-05           2.0350458e-16   search-3/
               382.43825               2.1751695             0.046545035            1.455604e-05           4.4896818e-16   search-4/
               380.21928               2.1854357             0.053832632           1.7546168e-05           8.8946378e-14   search-5/
               378.26598               2.1998633             0.062076288            1.694909e-05            1.467468e-15   search-6/
               377.64854               2.2095368             0.066789372           5.9107556e-06           1.2486658e-14   search-8/
