                     %Lz                     obs                       s                guesserr                   error     directory
               8.3146025               2.3832616                       0                       0           2.0479171e-14  ./initial-2/
               8.3171025               2.3902899                       0                       0           1.2970401e-14  ./initial-1/
               8.3196025               2.3982553                       0                       0           1.2032522e-14  ./initial-0/
               8.3250583               2.4207247            0.0090456388           1.1491293e-05           1.6665246e-14   search-0/
               8.3271808               2.4378739             0.014873699           1.7611485e-05           4.1263537e-14   search-1/
               8.3248942               2.4542646             0.020908797           1.9782482e-05           3.6914149e-14   search-2/
               8.3147126               2.4702333             0.027166975           1.8571462e-05            6.413119e-14   search-3/
                8.294711               2.4860145             0.033726472           1.8615407e-05           2.7522729e-14   search-4/
               8.2658426               2.5017801             0.040631568           1.9816198e-05           2.7675389e-14   search-5/
               8.2307181               2.5176224             0.047809255           1.9948225e-05            4.425857e-14   search-6/
               8.1918536               2.5336163             0.055156435           1.7068002e-05           1.8095544e-14   search-7/
               8.1509664               2.5498639             0.062612345           1.3919603e-05           9.9855747e-15   search-8/
               8.1091755               2.5664924             0.070152597           1.2439864e-05           1.0358656e-14   search-9/
               8.0673744               2.5836705             0.077771225           1.2619433e-05           1.0804248e-14   search-10/
               8.0265778               2.6016253              0.08547268           1.4192165e-05           8.0992366e-15   search-11/
               7.9883804               2.6206103               0.0932738           1.7720266e-05           2.3060403e-14   search-12/
               7.9609387               2.6371277             0.099821959            1.780146e-05           3.2296325e-14   search-13/
               7.9432315               2.6513922              0.10547944           1.7344896e-05           2.0015269e-14   search-14/
               7.9345935               2.6632932              0.11056259           1.6737301e-05           5.1963781e-14   search-15/
               7.9345479               2.6734816              0.11591912           1.8644937e-05           5.4923711e-14   search-16/
               7.9433965               2.6805884              0.12170376           1.9875124e-05           6.6358453e-14   search-17/
               7.9556592               2.6835644              0.12695879           1.7432401e-05           3.1753728e-14   search-18/
               7.9685117               2.6837505              0.13248836           1.9368787e-05           4.8779953e-14   search-19/
               7.9760301               2.6818952              0.13748601           1.6739836e-05            8.330148e-14   search-20/
               7.9747557                2.678601              0.14269645           1.8447669e-05           3.3625175e-16   search-21/
               7.9621453               2.6752828              0.14746168           1.7103913e-05           2.4334256e-16   search-22/
               7.9368483               2.6723002              0.15272234           1.9405625e-05           4.0452707e-14   search-23/
               7.9076937               2.6705498              0.15745868           1.8199922e-05           4.4913301e-14   search-24/
               7.8733665               2.6695898              0.16245308           1.6584496e-05           4.3414291e-14   search-25/
               7.8359481               2.6693908              0.16758451           1.2332975e-05           3.2267958e-14   search-26/
               7.7899697               2.6700003               0.1736678           1.1756374e-05           2.4990827e-14   search-27/
               7.7352083               2.6716598              0.18074361           1.1980925e-05           2.0177059e-14   search-28/
               7.6717924               2.6745891              0.18881189           1.2215789e-05           1.7010859e-14   search-29/
