label,Re,T,closure,relative_closure,I_span,D_span,E_span,I_mean,D_mean,E_mean,span_class
refined,285.91486006421275,86.72275925408482,1.316252535009263e-11,5.3316062172108696e-11,0.183812372978436,0.19575337351297328,0.0117091555556606,1.6981651288844493,1.6715064625966047,0.03972097418769425,medium
