iteration,T,closure,residual,relative_closure,I_span,D_span,E_span,span_class,step_norm,accepted,stopped
0,86.7226346466274,4.309238572486449e-7,4.309238572486449e-7,1.7454979216548757e-6,0.1838106741377834,0.19574937846902074,0.011709160178137806,medium,0.00012460818351896734,true,
1,86.72275925408482,1.2997120478842102e-11,1.2997120478842102e-11,5.264607399243915e-11,0.18381108557529835,0.19574933544166706,0.0117091555556606,medium,0.0,false,converged
