label,Re,T,closure,relative_closure,I_span,D_span,E_span,I_mean,D_mean,E_mean,span_class
initial,285.91486006421275,86.7226346466274,4.3092366645238125e-7,1.7454971488165284e-6,0.18381197043107234,0.19575341054271966,0.011709160178137806,1.6981652786467736,1.6715065672829297,0.03972098011799325,medium
