                     %Lz                     obs                       s                guesserr                   error     directory
               5.3540384               1.8481425                       0                       0           2.8052379e-15  ./initial-2/
               5.3590384               1.8346752                       0                       0           5.3959896e-14  ./initial-1/
               5.3640384               1.8190613                       0                       0           6.9313568e-15  ./initial-0/
               5.3698094               1.7950495             0.021693448           4.5316061e-07            3.861101e-15   search-2/
               5.3718331               1.7820113             0.028809998           2.3216485e-07              2.4325e-15   search-5/
               5.3730809               1.7666604             0.037180332           1.8332199e-07           4.5889621e-16   search-7/
               5.3719043               1.7397986             0.051823152           9.3524107e-07           3.3119307e-16   search-8/
               5.3567259               1.6918027             0.078136487           4.8393687e-06           2.2555933e-16   search-9/
               5.3195703               1.6437359              0.10523744           8.7701463e-06           8.6643546e-14   search-10/
               5.2583592               1.5988636              0.13223098           9.6333669e-06           4.8137663e-16   search-11/
               5.1720232               1.5574061               0.1599826           9.8790971e-06           8.1478756e-15   search-12/
               5.0619571                 1.51979              0.18900314            1.139368e-05           3.3900246e-15   search-13/
               4.9316666               1.4863084              0.21940259           1.2510623e-05           5.2365644e-15   search-14/
               4.7860332               1.4571067              0.25089597           1.1918825e-05           1.7784539e-14   search-15/
               4.6295574               1.4320619              0.28312788           1.0097494e-05           1.7984735e-14   search-16/
               4.4315137               1.4070554              0.32251636           1.1375847e-05           1.6868056e-14   search-17/
               4.2259632               1.3871913              0.36237105           1.0507844e-05           8.7833289e-15   search-18/
               3.9836521               1.3703716               0.4085065           1.2028835e-05           1.1033669e-14   search-19/
               3.7366543               1.3599332              0.45494628           1.2561954e-05           4.1876546e-15   search-20/
               3.4865582               1.3564713              0.50165252           1.5251774e-05           3.6502264e-15   search-21/
               3.2726485               1.3602481              0.54162125           1.7031753e-05           1.0817724e-14   search-22/
               3.0977334               1.3695717              0.57465377           1.7897048e-05           8.3974394e-15   search-23/
               2.9557287               1.3832022              0.60217374           1.7922766e-05           3.3338752e-14   search-24/
               2.8402966               1.4004538              0.62567644           1.7640469e-05           2.3201385e-14   search-25/
               2.7460475                1.421055              0.64654233           1.7094451e-05           3.1373274e-15   search-26/
               2.6595415               1.4485004              0.66855021           1.9981045e-05           3.2656525e-14   search-27/
               2.5957909               1.4776424              0.68839496           1.6941874e-05           3.7889263e-15   search-28/
               2.5455564                1.509989              0.70836267           1.3516929e-05           7.6976906e-15   search-29/
               2.5092759               1.5424113              0.72728704           1.1037621e-05           3.5473261e-14   search-30/
               2.4816525                  1.5763              0.74646395           1.2349197e-05            6.965167e-14   search-31/
                2.463231               1.6070223              0.76355853           1.0057264e-05           4.3825689e-14   search-32/
               2.4482896               1.6413805              0.78249206            1.076596e-05           1.3384557e-16   search-33/
               2.4378447               1.6766723              0.80182651           1.1288001e-05           1.7601653e-16   search-34/
               2.4316576               1.7101206              0.82009421           1.1094409e-05           2.1198861e-15   search-35/
               2.4289808               1.7357516              0.83407349           1.0016115e-05           3.8462425e-16   search-36/
                2.429384               1.8085955              0.87377753           1.1663993e-05           2.6381236e-16   search-37/
               2.4375313               1.8719688              0.90835292            1.977928e-05           5.5651732e-16   search-38/
               2.4499005               1.9293794               0.9397299           1.7780744e-05           6.3028146e-14   search-39/
