direction,step,Re,period,closure,relative_closure,I_min,I_max,I_span,I_mean,D_min,D_max,D_span,D_mean,E_min,E_max,E_span,E_mean,amplitude_ID,distance_from_Hopf,span_class
natural,1,350.2765055228893,39.30536651854257,2.452727368992974e-9,9.62398767231938e-9,1.7029950520465444,1.7139803612645228,0.010985309217978356,1.7085008587975938,1.6851246271268732,1.7104700688250611,0.025345441698187976,1.6977384273560763,0.03760574050924903,0.038027243406752856,0.0004215028975038254,0.03781540653542414,0.027623693335447487,0.5,tiny
natural,2,350.2710850559238,39.305844198967385,1.2830980887829454e-9,5.0345992941885605e-9,1.7030278086172066,1.7139536454198712,0.010925836802664568,1.7085040658428279,1.6851951279744972,1.7104030149663836,0.025207886991886364,1.6977410071953896,0.03760706762676677,0.03802629179631131,0.0004192241695445409,0.037815612306870056,0.027473832576365702,0.4945795330344822,tiny
natural,3,350.29194908927724,39.30400532394946,1.0862476854875497e-9,4.262228592330891e-9,1.7029026853705533,1.714055513689729,0.011152828319175745,1.7084917128088493,1.6849259483751884,1.7106589023874255,0.025732954012237075,1.697731060592169,0.037601995761951924,0.03802991692557632,0.00042792116362439653,0.03781481951204628,0.028045864253271224,0.515443566387944,tiny
natural,4,350.32273005867546,39.30128902009391,1.0583006847282133e-9,4.1526104308692314e-9,1.7027222632704493,1.7142015835281437,0.011479320257694381,1.7084734193162634,1.6845383896977035,1.711026801430458,0.026488411732754402,1.6977163315639179,0.03759467250424565,0.03803510283204491,0.0004404303277992655,0.03781364754315641,0.028868854319190323,0.5462245357861661,tiny
natural,5,350.3639543437875,39.297644904622715,4.3583488363857115e-8,1.7101724525828824e-7,1.7024876684199988,1.71439014971638,0.011902481296381273,1.7084488123409394,1.6840354762208487,1.711503411421484,0.027467935200635285,1.6976965619518358,0.037585133617159136,0.03804177840109038,0.0004566447839312454,0.037812075638833306,0.029935873549923425,0.5874488208982029,tiny
natural,6,350.4309505706094,39.29170683805766,4.96601063114228e-9,1.948656587186268e-8,1.7021219702616242,1.7146805154716174,0.012558545209993222,1.7084085061953467,1.6832541814827948,1.712241474121142,0.028987292638347206,1.6976640910855547,0.03757023034583921,0.038052004451024905,0.00048177410518569774,0.03780950678849468,0.031590824495296446,0.6544450477201167,tiny
natural,7,350.52979094229954,39.28291145586322,3.3794036766657286e-8,1.3261196155632043e-7,1.7016099807642413,1.7150789508865656,0.013468970122324286,1.7083484904087622,1.6821692410478466,1.713262377001933,0.03109313595408647,1.697615835902237,0.037549370431018095,0.03806594353207549,0.0005165731010573979,0.03780569961189347,0.033885044778122535,0.753285419410247,tiny
natural,8,350.67561137879034,39.26985909837983,1.0666733546006926e-7,4.1859809595346335e-7,1.7009066402502258,1.7156134880780094,0.014706847827783642,1.7082588131714693,1.6806881255514414,1.714648071997193,0.03395994644575162,1.697543792632508,0.03752058194146125,0.03808446156863031,0.000563879627169063,0.037800041321366974,0.03700769292495687,0.8991058559010412,tiny
natural,9,350.85171603519274,39.25397388203826,1.4168708780152693e-9,5.560649916534125e-9,1.7001219593173373,1.716191995103641,0.016070035786303727,1.708148803601709,1.67904800804991,1.716170875200589,0.03712286715067914,1.697455304603045,0.03748827960775616,0.03810430159460724,0.0006160219868510813,0.03779313683864612,0.040451864180282904,1.0752105123034426,tiny
natural,10,351.1639244758828,39.22548304057,1.982676145006088e-9,7.782203114616334e-9,1.6988578113559887,1.7170853540894035,0.01822754273341487,1.7079498206326067,1.6764316192743254,1.718575403240378,0.04214378396605256,1.6972955460316212,0.03743581753264025,0.03813449087023382,0.000698673337593575,0.037780740953964276,0.04591668368987219,1.387418952993528,tiny
