label,t,I,D,E
natural step 2 Re 350.271,0.0,1.7137192106902683,1.7016513235265676,0.0379245316404459
natural step 2 Re 350.271,0.3930584419896739,1.7136093546525322,1.700888073134115,0.037913139366471685
natural step 2 Re 350.271,0.7861168839793478,1.713479947515867,1.7001133657504393,0.03790139590710723
natural step 2 Re 350.271,1.1791753259690216,1.7133317432893609,1.6993303088472518,0.03788934791801147
natural step 2 Re 350.271,1.5722337679586955,1.713165552274721,1.6985420234122914,0.037877042637789876
natural step 2 Re 350.271,1.9652922099483692,1.7129822342762457,1.6977516312303838,0.03786452771322276
natural step 2 Re 350.271,2.3583506519380433,1.712782692022159,1.6969622421725123,0.0378518510280332
natural step 2 Re 350.271,2.751409093927717,1.7125678647316116,1.6961769424202777,0.03783906054789325
natural step 2 Re 350.271,3.144467535917391,1.7123387222784556,1.6953987824815546,0.03782620416370639
natural step 2 Re 350.271,3.5375259779070647,1.7120962594537394,1.694630766485844,0.037813329556086094
natural step 2 Re 350.271,3.9305844198967383,1.711841490816976,1.6938758408028338,0.03780048404903998
natural step 2 Re 350.271,4.3236428618864124,1.7115754462828783,1.6931368850554929,0.037787714498666955
natural step 2 Re 350.271,4.7167013038760865,1.7112991662847175,1.6924167008397295,0.0377750671506684
natural step 2 Re 350.271,5.10975974586576,1.7110136989145026,1.6917180045772193,0.037762587547950276
natural step 2 Re 350.271,5.502818187855434,1.7107200962398037,1.691043417409408,0.03775032040681543
natural step 2 Re 350.271,5.895876629845108,1.7104194110487776,1.690395457530932,0.037738309509166804
natural step 2 Re 350.271,6.288935071834782,1.7101126964127982,1.6897765340342203,0.037726597627172884
natural step 2 Re 350.271,6.681993513824455,1.7098010016958454,1.6891889373977973,0.037715226389992175
natural step 2 Re 350.271,7.075051955814129,1.7094853719137402,1.6886348349495819,0.03770423621216228
natural step 2 Re 350.271,7.4681103978038035,1.709166848495408,1.6881162649692538,0.037693666211919725
natural step 2 Re 350.271,7.861168839793477,1.7088464650110053,1.6876351287934956,0.03768355407952741
natural step 2 Re 350.271,8.254227281783152,1.7085252490828964,1.6871931881859497,0.037673936027233255
