      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.281621      0.396171     0.0200038     0.0356243     0.0389062    0.00166924             0             0      0.692664      0.346332     -0.346332      0.692642
     300      0.281618      0.396166     0.0200036      0.035625     0.0389011    0.00166929             0             0      0.692635      0.346318     -0.346318      0.692614
  299.98      0.281614      0.396161     0.0200035     0.0356257     0.0388961    0.00166933             0             0      0.692607      0.346304     -0.346304      0.692586
 285.694      0.280294      0.394191     0.0202006     0.0365384     0.0357255    0.00174312             0             0      0.680237      0.340118     -0.340118      0.680235
 279.748      0.280296       0.39412      0.020467     0.0371854     0.0348899    0.00180166             0             0      0.679391      0.339696     -0.339696      0.679391
 278.008      0.280517      0.394394     0.0206397     0.0375128     0.0351743    0.00183321             0             0      0.681021       0.34051      -0.34051      0.681021
 275.349      0.280859      0.394817     0.0209094     0.0380241      0.035618    0.00188303             0             0      0.683558      0.341779     -0.341779      0.683558
 253.163      0.284004      0.398652     0.0234798     0.0429068     0.0398319    0.00239229             0             0      0.707467      0.353733     -0.353733      0.707467
 240.631      0.286091      0.401143      0.025255     0.0462813     0.0427202    0.00277977             0             0      0.723881      0.361941     -0.361941      0.723881
 229.657      0.288203      0.403627     0.0270778     0.0497402     0.0456606    0.00320729             0             0      0.740865      0.370432     -0.370432      0.740865
 218.787      0.290689      0.406513     0.0292213     0.0537911     0.0490774    0.00374737             0             0      0.761233      0.380617     -0.380617      0.761233
 209.569      0.293271      0.409484     0.0314123     0.0579021     0.0525139    0.00433939             0             0      0.782733      0.391367     -0.391367      0.782733
 201.619      0.296063       0.41268     0.0337109     0.0621711     0.0560473    0.00500168             0             0      0.806279       0.40314      -0.40314      0.806279
 193.998      0.299589      0.416719     0.0364847     0.0672456      0.060197    0.00585311             0             0      0.836391      0.418196     -0.418196      0.836391
 188.186      0.303364      0.421067     0.0392782     0.0722495     0.0642302    0.00676277             0             0      0.869024      0.434512     -0.434512      0.869024
 183.221      0.308468      0.427019      0.042763     0.0783049     0.0690236    0.00796034             0             0      0.913791      0.456895     -0.456895      0.913791
 180.426      0.314903      0.434685     0.0466977     0.0848249     0.0740613    0.00937595             0             0        0.9714        0.4857       -0.4857        0.9714
 180.227      0.319589      0.440404     0.0492606     0.0888413     0.0770898     0.0103194             0             0       1.01431      0.507156     -0.507156       1.01431
 181.543       0.32498      0.447133     0.0519096     0.0927459     0.0799693     0.0112964             0             0       1.06483      0.532416     -0.532416       1.06483
 183.976       0.32984      0.453346     0.0540332     0.0956409     0.0820549     0.0120668             0             0        1.1116      0.555798     -0.555798        1.1116
  187.56      0.334749      0.459768     0.0559256       0.09798     0.0837017     0.0127278             0             0       1.16015      0.580076     -0.580076       1.16015
 192.138      0.339532      0.466171     0.0575207     0.0996958     0.0848804     0.0132479             0             0       1.20888      0.604441     -0.604441       1.20888
 197.555      0.344094      0.472422     0.0588031      0.100805     0.0856211     0.0136194             0             0        1.2568      0.628401     -0.628401        1.2568
 203.682      0.348392      0.478442     0.0597823      0.101359     0.0859757     0.0138475             0             0       1.30333      0.651663     -0.651663       1.30333
 210.419      0.352413      0.484196     0.0604794      0.101422     0.0860005     0.0139442             0             0       1.34812      0.674062     -0.674062       1.34812
  218.67      0.356632      0.490366      0.060961      0.100987     0.0856991     0.0139146             0             0       1.39649      0.698246     -0.698246       1.39649
 227.513      0.360529      0.496188     0.0611554      0.100101     0.0851157     0.0137603             0             0       1.44239      0.721193     -0.721193       1.44239
 236.868      0.364135      0.501682     0.0611019     0.0988496     0.0843124     0.0135047             0             0       1.48583      0.742914     -0.742914       1.48583
  248.27         0.368      0.507678     0.0607782     0.0970397     0.0831761     0.0131107             0             0       1.53328      0.766638     -0.766638       1.53328
 260.171      0.371574      0.513316      0.060224      0.094945     0.0818872     0.0126415             0             0       1.57778      0.788892     -0.788892       1.57778
 274.055      0.375314      0.519294     0.0593822     0.0923568     0.0803244      0.012056             0             0        1.6247      0.812352     -0.812352        1.6247
 288.358      0.378815      0.524941      0.058362     0.0896221     0.0787008     0.0114382             0             0       1.66864      0.834322     -0.834322       1.66864
 305.154      0.382593       0.53107     0.0570306     0.0864123     0.0768211     0.0107196             0             0       1.71579      0.857894     -0.857894       1.71579
 322.294      0.386169       0.53688     0.0555787     0.0832124     0.0749633     0.0100133             0             0       1.75994      0.879968     -0.879968       1.75994
 339.705       0.38957      0.542395     0.0540542     0.0800976     0.0731591    0.00933748             0             0       1.80144      0.900718     -0.900718       1.80144
 359.732      0.393223      0.548295     0.0522847     0.0767312     0.0712015    0.00862136             0             0       1.84558      0.922789     -0.922789       1.84558
 379.995      0.396624      0.553767     0.0505003     0.0735701     0.0693431    0.00796284             0             0       1.88638      0.943191     -0.943191       1.88638
 400.481      0.399693      0.558713     0.0486772     0.0705698     0.0675392    0.00734956             0             0       1.92276      0.961379     -0.961379       1.92276
 421.225       0.40228      0.562943      0.046724     0.0676063     0.0656775    0.00675374             0             0       1.95214       0.97607      -0.97607       1.95214
 439.619      0.403939      0.565787     0.0447937     0.0648996     0.0638613    0.00621844             0             0       1.96848       0.98424      -0.98424       1.96848
 455.809      0.404718      0.567333     0.0428682     0.0623588     0.0620315     0.0057263             0             0       1.97212       0.98606      -0.98606       1.97212
 470.193      0.404772      0.567807     0.0409826     0.0599646     0.0602019    0.00527533             0             0       1.96545      0.982724     -0.982724       1.96545
 484.542      0.404261       0.56747     0.0390215      0.057523     0.0582543    0.00483157             0             0        1.9505      0.975249     -0.975249        1.9505
 498.697       0.40336      0.566547     0.0371239     0.0551742     0.0563287    0.00442237             0             0       1.93052      0.965259     -0.965259       1.93052
  514.42      0.402097      0.565109     0.0351505     0.0527228      0.054286    0.00401525             0             0       1.90555      0.952777     -0.952777       1.90555
 530.014      0.400684      0.563416     0.0333492     0.0504658     0.0523836    0.00365896             0             0       1.87945      0.939725     -0.939725       1.87945
 545.545      0.399103      0.561451     0.0316632      0.048335     0.0505618    0.00333883             0             0       1.85147      0.925735     -0.925735       1.85147
 563.573      0.396743      0.558418     0.0296705     0.0458104     0.0483257    0.00297893             0             0       1.81089      0.905445     -0.905445       1.81089
 572.399      0.394794      0.555841      0.028417     0.0442472     0.0468334    0.00276534             0             0       1.77757      0.888784     -0.888784       1.77757
 574.491      0.393847       0.55457     0.0279128     0.0436345     0.0461987    0.00268309             0             0       1.76125      0.880624     -0.880624       1.76125
