                     %Lx                     obs                       s                guesserr                   error     directory
                 12.4876               1.5820245                       0                       0           1.2635154e-14  ./initial-2/
                 12.4776               1.5832834                       0                       0           1.6076095e-14  ./initial-1/
                 12.4676               1.5845592                       0                       0           1.3088147e-14  ./initial-0/
               12.082251               1.6553243             0.055463562           1.3680332e-05           3.3173386e-14   search-0/
               11.955468               1.7017209             0.086479198           1.7786076e-05           3.6311987e-14   search-1/
               11.896439               1.7404856              0.11141582           1.6522015e-05           3.0555209e-15   search-2/
                 11.8769               1.7621763              0.12520484           1.0451282e-05           7.7454159e-16   search-3/
               11.874135               1.8828253              0.20140695           1.1141729e-05           3.1037641e-14   search-4/
               11.914379               1.9532499              0.24600379           1.7261895e-05           2.5945744e-14   search-5/
               11.958658               2.0200544               0.2883464           1.6776797e-05           1.4434293e-15   search-6/
               12.001264               2.0962548              0.33659549           1.7105706e-05           5.4295838e-15   search-7/
               12.013498               2.1279546              0.35664102            5.715706e-06           2.4328889e-16   search-9/
                12.01985               2.1514769              0.37150642           2.1473194e-06           4.6058247e-14   search-11/
               12.023701               2.1755355              0.38670491           1.3252076e-06           5.7913688e-14   search-13/
               12.023799               2.2150712               0.4116756           5.3502051e-06           1.1777574e-15   search-14/
               12.014743               2.2578948              0.43873271           8.8621347e-06           1.5901046e-14   search-15/
               11.996159               2.3008859              0.46592663           1.2570407e-05           3.3304778e-14   search-16/
               11.968068               2.3465775              0.49487311           1.7514588e-05           3.0095843e-16   search-17/
               11.940356               2.3894471               0.5220404           1.9190648e-05           6.5819253e-15   search-18/
                11.92306               2.4381015              0.55280171           1.7302119e-05           3.8566545e-14   search-19/
