                     %Lz                     obs                       s                guesserr                   error     directory
               3.1349257               1.8212012                       0                       0           8.1881489e-14  ./initial-2/
               3.1374257               1.8271399                       0                       0           4.9690018e-15  ./initial-1/
               3.1399257               1.8334602                       0                       0           1.0639314e-14  ./initial-0/
                3.160058                1.915367              0.01769707           1.3826596e-05           3.3035408e-15   search-0/
               3.1642669               1.9672892             0.027025091           1.7301044e-05           9.7426451e-15   search-1/
               3.1644376               2.0232011             0.036778911           1.5561979e-05           1.1830151e-14   search-2/
               3.1621266                2.081286             0.046762077           1.1031039e-05           7.5551534e-15   search-3/
               3.1592532               2.1407984              0.05684844           1.1015298e-05           3.7604344e-14   search-4/
                3.157748               2.2015235             0.066978295           1.2865651e-05            2.487507e-14   search-5/
               3.1594454               2.2632874             0.077170814           1.6637467e-05           6.2049405e-15   search-6/
               3.1645684               2.3174258             0.086139105           1.6777286e-05           3.9422042e-15   search-7/
               3.1731374               2.3719124             0.095281546           1.8056783e-05           9.3495991e-15   search-8/
               3.1840036               2.4274252              0.10459887            1.915322e-05           2.2705826e-14   search-9/
               3.1936808               2.4784669               0.1128848           1.6525608e-05           4.4222627e-15   search-10/
               3.2009753                2.533206              0.12121565           1.8774161e-05            1.820458e-14   search-11/
               3.2023128               2.5796194              0.12792391           1.8736826e-05           6.1355848e-16   search-12/
               3.1974566               2.6186746              0.13386171           1.7283111e-05           5.2151267e-14   search-13/
               3.1850014               2.6519312              0.14041022           1.4832683e-05           2.7517476e-14   search-14/
               3.1696857               2.6716746              0.14642333           1.8640024e-05           4.1106204e-15   search-15/
               3.1544626               2.6831565              0.15184776           1.7918498e-05           5.8259303e-14   search-16/
               3.1381429               2.6909204              0.15743276           1.1432733e-05           2.4674317e-14   search-17/
               3.1166845               2.6970457              0.16461534           1.0626681e-05           4.9708391e-14   search-18/
               3.0900402               2.7009266               0.1734181           1.1211392e-05            1.980051e-14   search-19/
               3.0579689                2.702575              0.18393819           1.1485725e-05           4.5695724e-14   search-20/
                3.019379               2.7023207              0.19654831           1.1415704e-05           4.2498161e-14   search-21/
                2.973384               2.7006591              0.21154851           1.1514771e-05            3.123865e-14   search-22/
               2.9200249               2.6983514              0.22893381            1.188307e-05           1.2710395e-14   search-23/
               2.8665969               2.6964858              0.24633556           1.0317682e-05           1.2806265e-14   search-24/
               2.8044762               2.6953628              0.26656897           1.1871219e-05           5.1186566e-15   search-25/
               2.7423395               2.6953795              0.28681471           1.1978318e-05           4.7926727e-15   search-26/
               2.6802108               2.6960658              0.30707137           1.1526542e-05           4.4967945e-15   search-27/
               2.6181146               2.6964496              0.32733866            1.066799e-05           1.0241326e-14   search-28/
               2.5560802               2.6950339              0.34761817           1.0177445e-05           4.5197701e-15   search-29/
               2.4941553               2.6897706              0.36791431           1.0483203e-05           8.2593682e-15   search-30/
               2.4324299               2.6780354              0.38823623           1.2064925e-05           8.3626797e-15   search-31/
               2.3710815               2.6566001              0.40860081           1.5265197e-05           2.8706309e-14   search-32/
                2.317417               2.6264858              0.42666852           1.6362745e-05           1.3376543e-14   search-33/
               2.2706602               2.5884546              0.44275905           1.6331322e-05           8.1786643e-15   search-34/
               2.2252251               2.5373237              0.45894587            1.966052e-05           1.0838942e-14   search-35/
               2.1898574               2.4844437              0.47220606           1.8123544e-05           4.5674607e-15   search-36/
               2.1604796                 2.42847              0.48398525           1.6488259e-05           2.8329439e-15   search-37/
               2.1334801               2.3631132               0.4958908           1.8132304e-05            1.299551e-15   search-38/
               2.1127586               2.2989301              0.50632739           1.6819259e-05            1.792298e-15   search-39/
               2.0952917               2.2280802              0.51692628           1.7729597e-05           1.3776994e-15   search-40/
               2.0819966               2.1515645              0.52773526           1.9016559e-05           2.3636157e-15   search-41/
               2.0744914               2.0799436               0.5376001            1.625128e-05           8.0308723e-16   search-42/
               2.0718578               2.0069601              0.54771708           1.4398602e-05           1.8097238e-15   search-43/
                2.074751               1.9347778              0.55812871           1.2907784e-05           1.3791008e-15   search-44/
               2.0836441               1.8657347              0.56887964           1.2521065e-05           7.0152018e-16   search-45/
                2.098721               1.8021066              0.58000463            1.416833e-05           1.7119711e-15   search-46/
               2.1197811               1.7457602              0.59152091           1.7633127e-05           1.6549983e-15   search-47/
               2.1426714               1.7032929               0.6019277            1.668373e-05           3.6716943e-15   search-48/
               2.1689924               1.6675558              0.61257677            1.606866e-05           1.8138374e-15   search-49/
               2.1979923                1.638207              0.62342022           1.4686105e-05           6.1971704e-15   search-50/
               2.2289811               1.6145456              0.63441455            1.286869e-05           9.5716055e-16   search-51/
               2.2613851               1.5957485              0.64551932           1.0522589e-05           1.7130743e-15   search-52/
               2.3014465               1.5785257               0.6589157           1.1387617e-05            2.292472e-15   search-53/
               2.3478166               1.5646078              0.67415387           1.2208732e-05           7.0491767e-15   search-54/
               2.3949426               1.5553341              0.68947531           1.0143496e-05           1.5189435e-15   search-55/
               2.4541113               1.5489155              0.70858806           1.0879605e-05           2.1524631e-15   search-56/
               2.5239889               1.5471366              0.73108323           1.1669572e-05           2.9787171e-15   search-57/
               2.6043051               1.5513668              0.75692558           1.1985796e-05           2.3474516e-15   search-58/
               2.6966283               1.5635356              0.78670061            1.194533e-05           1.9860385e-15   search-59/
                2.788717               1.5834924              0.81656655           1.0072098e-05           8.3997808e-16   search-60/
               2.8913246               1.6167187              0.85021292           1.2381294e-05             6.28647e-15   search-61/
                2.991961               1.6660973              0.88402395           1.8900093e-05           6.5807412e-14   search-62/
               3.0537806               1.7114052               0.9057962           1.6728158e-05            5.303445e-14   search-63/
               3.1015159               1.7631939              0.92410221           1.7729964e-05           5.8768265e-16   search-64/
               3.1334985               1.8179624              0.93867726           1.9045565e-05           3.8614324e-14   search-65/
               3.1519164               1.8718384               0.9502471           1.9445422e-05           1.3076842e-14   search-66/
               3.1611712               1.9244735              0.96021061           1.7829695e-05           6.8148887e-15   search-67/
               3.1646783               1.9832514              0.97067223           1.7716118e-05           2.5247156e-15   search-68/
               3.1637095               2.0461277              0.98157631           1.6250612e-05           2.0628725e-14   search-69/
               3.1606103               2.1114566              0.99273605            1.493775e-05           4.2879613e-14   search-70/
               3.1580344               2.1784725               1.0039915            1.595432e-05           2.8568371e-14   search-71/
               3.1583006               2.2391869                1.014039           1.6283771e-05           5.5414861e-15   search-72/
               3.1625986               2.3006823               1.0241935           1.9641894e-05           4.9739571e-15   search-73/
               3.1697791               2.3527001               1.0328857           1.7496092e-05           4.6350375e-15   search-74/
               3.1795642               2.4053137               1.0417458           1.7313031e-05           6.4249622e-15   search-75/
               3.1903084               2.4596769               1.0507244           1.7584207e-05           4.3488388e-14   search-76/
               3.1985516                2.510756               1.0587138           1.6407833e-05           1.0316228e-14   search-77/
               3.2024281                2.558406               1.0657148           1.6767217e-05            1.553746e-14   search-78/
               3.2006034                2.600692               1.0718698           1.7059691e-05           4.1880404e-16   search-79/
