timestamp,case_label,Re,Lx,Lz,status,log_path,out_dir
2026-03-05T14:15:53,re400_lx10_lz6,400,10.0,6.0,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs/re400_lx10_lz6/run.log,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs/re400_lx10_lz6
