                     %Re                     obs                       s                guesserr                   error     directory
                  400.02               1.8300633                       0                       0           2.4406474e-16  ./initial-2/
                     400               1.8300274                       0                       0           5.9577653e-16  ./initial-1/
                  399.98               1.8299914                       0                       0           2.1764862e-16  ./initial-0/
               388.35268                1.806647             0.031797851           1.3931451e-05           2.4256421e-16   search-0/
               381.56338               1.7950999             0.049905986           1.6820937e-05           9.4177351e-16   search-1/
               374.66033               1.7871496             0.067702031           1.3622001e-05           2.2016053e-16   search-2/
               367.52851               1.7829088             0.085681557           1.2227208e-05            4.101112e-14   search-3/
               360.23828               1.7831374              0.10390756           1.3622181e-05           8.3626687e-14   search-4/
                 352.887                1.789965              0.12266063           1.7912145e-05           5.3900936e-16   search-5/
               348.17304               1.8000706              0.13567511            1.664108e-05           2.6450297e-16   search-6/
               344.60044               1.8131019              0.14709782           1.8446191e-05           5.7901237e-16   search-7/
               342.58827               1.8247875              0.15522675           1.6709343e-05           7.5214385e-16   search-8/
               342.07406               1.8291931              0.15795586           6.1415076e-06           2.2389448e-16   search-10/
               341.82031               1.8321265              0.15967978            2.737427e-06           2.0888523e-16   search-12/
               341.67242               1.8349973              0.16129147           1.8785572e-06           7.1172236e-14   search-14/
               341.66474               1.8353446              0.16148224           1.5029424e-07           5.1391209e-14   search-19/
               341.66169               1.8355476              0.16159338           1.9870662e-08           4.0327991e-16   search-22/
               341.65967               1.8357708              0.16171546           6.0105644e-09           1.0567276e-15   search-24/
               341.65986               1.8361445              0.16191969           2.8645481e-08           6.1536441e-14   search-25/
               341.67358               1.8368008              0.16227997           1.4316314e-07           9.9611657e-15   search-26/
               341.75232               1.8378423              0.16288216           9.9933834e-07            3.328123e-16   search-27/
                342.0802               1.8388647              0.16387414           5.6752713e-06           9.9020923e-16   search-28/
               342.97026               1.8382524               0.1661243            7.019709e-06           3.3723703e-16   search-29/
               343.64539               1.8369345              0.16795936           1.9072585e-05           1.5032315e-15   search-30/
               344.36171               1.8351982              0.16998598           1.1819647e-05           3.7564704e-16   search-31/
               345.66159               1.8315602              0.17379552           1.1650676e-05           2.3198015e-16   search-32/
                347.1769               1.8268829              0.17836532           1.1049437e-05           2.3771173e-16   search-33/
               349.06165               1.8207395              0.18415077           1.0402495e-05           6.7139829e-14   search-34/
                351.4959                1.812608              0.19168591           1.0173278e-05           7.5782154e-14   search-35/
               354.55672               1.8024628               0.2011351           1.0661618e-05           3.9341159e-14   search-36/
               358.33344               1.7905482              0.21260398           1.1078628e-05           2.2212048e-14   search-37/
               362.94685               1.7774885              0.22616679           1.1423097e-05            6.773907e-14   search-38/
               368.49498               1.7646697              0.24170552           1.1864251e-05            5.744556e-14   search-39/
               374.32356               1.7553336              0.25714423           1.0527504e-05           3.5700298e-14   search-40/
               380.46728               1.7509604              0.27268832           1.0098896e-05           2.2105798e-14   search-41/
               386.88729               1.7537316              0.28880962           1.0552287e-05           5.6716379e-14   search-42/
               393.35633               1.7666771              0.30646164           1.1754554e-05           2.1278544e-16   search-43/
               398.45363               1.7887493              0.32400763           1.6706964e-05           1.9411795e-16   search-44/
               401.39958                 1.81299               0.3391635           1.9864793e-05           2.4743963e-16   search-45/
               402.85127               1.8369112              0.35272945           1.6987596e-05           5.7900861e-14   search-46/
               403.18333               1.8480379              0.35886594           1.1856038e-05           1.7407489e-15   search-47/
               402.95022               1.9074148              0.39131706           1.1047652e-05           2.5980887e-14   search-48/
