physical_id,case,group,direction,step,Re,input
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,1,300.02,1.7259921
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,2,300.0,1.7260187
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,3,299.98,1.7260453
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,4,294.7354,1.7318319
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,5,292.2156,1.7327477
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,6,290.08139,1.7317044
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,7,288.25159,1.7289774
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,8,286.84672,1.7255638
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,9,285.97039,1.7228931
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,10,285.30315,1.7204916
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,11,284.93927,1.7177189
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,12,284.87002,1.7198165
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,13,284.91829,1.7183442
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,14,285.80129,1.6969432
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,15,289.71592,1.6422592
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,16,294.42912,1.6017415
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,17,300.48531,1.5646974
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,18,306.61315,1.5361752
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,19,313.42685,1.5107925
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,20,320.75093,1.4884148
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,21,328.44197,1.468745
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,22,336.39245,1.4514596
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,23,345.63176,1.4343721
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,24,355.04268,1.4196289
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,25,366.09815,1.4051489
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,26,377.27775,1.3931846
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,27,390.35275,1.3822261
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,28,403.51893,1.3743021
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,29,418.73542,1.3692196
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,30,434.01303,1.369864
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,31,449.31594,1.383057
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,32,453.96997,1.3960748
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,33,456.20982,1.4128201
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,34,456.42775,1.4172128
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,35,456.55099,1.4222733
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,36,456.41566,1.4346965
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,37,454.29225,1.4689668
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,38,450.79852,1.5090432
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,39,447.0953,1.5521412
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,40,443.43673,1.6034297
re300_lx10_lz6_017,re300_lx10_lz6,G,minus,41,442.62449,1.625086
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,1,299.98,1.7260453
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,2,300.0,1.7260187
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,3,300.02,1.7259921
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,4,305.34245,1.7189097
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,5,308.57304,1.715044
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,6,311.81548,1.7116392
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,7,315.73761,1.7081162
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,8,319.67832,1.7051575
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,9,323.63319,1.7026998
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,10,328.17899,1.7003622
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,11,332.73364,1.6982337
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,12,337.99592,1.695424
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,13,343.93459,1.6909992
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,14,349.8478,1.6853084
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,15,354.79073,1.6818539
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,16,358.9658,1.6864573
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,17,359.46834,1.6889439
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,18,359.64826,1.6904131
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,19,359.79172,1.6927216
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,20,359.72565,1.6965368
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,21,358.71485,1.7048193
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,22,357.10114,1.7129637
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,23,355.06953,1.7215136
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,24,352.45386,1.7309015
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,25,349.69791,1.7381579
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,26,346.75909,1.741511
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,27,344.09482,1.7409272
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,28,341.3844,1.7387932
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,29,339.17397,1.7371777
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,30,338.06779,1.735538
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,31,337.45122,1.73299
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,32,337.02026,1.7301635
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,33,336.62714,1.7275867
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,34,336.11148,1.7249286
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,35,335.35132,1.7223873
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,36,334.34494,1.7206275
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,37,333.23297,1.719923
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,38,331.90628,1.7200652
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,39,330.57118,1.7207285
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,40,329.78088,1.721497
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,41,329.35304,1.722484
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,42,328.86229,1.7239914
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,43,328.39956,1.7254893
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,44,327.83822,1.7272745
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,45,327.109,1.7295432
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,46,326.21241,1.7324056
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,47,325.16571,1.7361587
re300_lx10_lz6_017,re300_lx10_lz6,G,plus,48,324.008,1.7412553
