                     %Lx                     obs                       s                guesserr                   error     directory
                8.572601               1.8386611                       0                       0           7.2863474e-14  ./initial-2/
                8.570101               1.8346752                       0                       0            5.387914e-14  ./initial-1/
                8.567601               1.8305177                       0                       0           8.6206735e-14  ./initial-0/
               8.5454587               1.7625357             0.039428702           1.7883549e-06           2.8897369e-16   search-1/
               8.5581722                1.713594             0.066145881           1.3670865e-05           9.9251802e-15   search-2/
                8.603345               1.6656425             0.092808336           1.1723399e-05           4.1836092e-16   search-3/
               8.7004695               1.6143371               0.1229818           1.1391284e-05           4.8620848e-14   search-4/
                8.846439               1.5682676              0.15332382           1.1457687e-05           2.2329749e-14   search-5/
               9.0408456               1.5272186              0.18518558           1.3292341e-05           4.5817808e-15   search-6/
               9.2773829               1.4914824              0.21896689           1.5360658e-05           9.7664592e-15   search-7/
                9.545228               1.4610895              0.25433924           1.5088404e-05           1.1874966e-14   search-8/
               9.8337045               1.4355618              0.29076243           1.2462515e-05           1.4429021e-14   search-9/
               10.181594               1.4112154              0.33346977           1.1908668e-05           1.9260034e-14   search-10/
               10.593884               1.3885205              0.38314272           1.1954344e-05            3.060752e-14   search-11/
               11.076023               1.3678264              0.44052049           1.1986392e-05           4.2619115e-14   search-12/
               11.641498               1.3491979              0.50727951           1.1834544e-05           1.3646674e-14   search-13/
               12.307112               1.3328302              0.58545715           1.1710159e-05           7.3762682e-15   search-14/
                13.09217               1.3190702              0.67736798           1.1630887e-05           1.1718111e-14   search-15/
               13.949414               1.3090125               0.7775454           1.0027563e-05           1.0086349e-14   search-16/
                14.80678               1.3027863              0.87764448           7.0740563e-06           9.4496179e-15   search-17/
               15.664089               1.2994722              0.97769557           4.7824568e-06           4.2887799e-15   search-18/
               16.521312               1.2984331                1.077722           3.4208969e-06           2.5600001e-15   search-19/
               17.378434               1.2992098                1.177736           2.7058924e-06           2.6228897e-15   search-20/
               18.235442               1.3014596               1.2777434           2.3420072e-06           2.0425654e-15   search-21/
               19.092331               1.3049195                1.377747           2.1659891e-06            4.077838e-16   search-22/
               19.949101                1.309382               1.4777485           2.0876972e-06           1.0795443e-15   search-23/
               20.805757               1.3146805               1.5777489           2.0604612e-06           1.5196903e-15   search-24/
               21.662305               1.3206812               1.6777485           2.0642974e-06           1.2329598e-15   search-25/
               22.518756               1.3272807                1.777748           2.0973642e-06           1.1994837e-15   search-26/
               23.375115               1.3344087               1.8777475           2.1725089e-06           1.1881933e-15   search-27/
               24.231386               1.3420395               1.9777478           2.3171192e-06           6.4532575e-16   search-28/
                25.08756                1.350217               2.0777496           2.5785449e-06           1.2977649e-15   search-29/
               25.943608               1.3591201               2.1777552           3.0478876e-06           1.0640649e-15   search-30/
               26.799451               1.3692879               2.2777726           3.9545681e-06           9.3047109e-15   search-31/
               27.654837               1.3832576               2.3778732           6.1542694e-06           5.7132274e-16   search-32/
               27.868501               1.3899608               2.4030708           1.9511259e-06           9.4316482e-15   search-35/
               27.905851               1.3924033               2.4076278           3.0831074e-07           6.5861663e-16   search-39/
               27.915127               1.3935002               2.4088642           5.5563235e-08           4.3321672e-14   search-43/
               27.919627               1.3945598               2.4096448           2.3237032e-08           1.2606243e-15   search-46/
               27.920116               1.3948712               2.4098239           3.4310725e-09            2.061031e-16   search-51/
               27.920207               1.3949977               2.4098937           4.1625939e-10           3.6881448e-15   search-55/
                27.92022               1.3952066               2.4100075            3.993463e-10           8.5707033e-15   search-56/
               27.919744               1.3956204               2.4102398           5.2260404e-10           3.6366261e-15   search-57/
               27.916773               1.3964541               2.4108114           5.7535263e-09           9.5631024e-14   search-58/
               27.903144                1.398097               2.4126364           1.3087362e-07             4.66035e-16   search-59/
               27.856967               1.4009028               2.4182375           9.8839233e-07            1.160905e-16   search-60/
               27.744919               1.4049429               2.4314958           3.1623624e-06           9.5207809e-16   search-61/
               27.548412               1.4099246               2.4545855           5.0764099e-06           8.6726322e-16   search-62/
               27.224202               1.4165567               2.4925881            5.647859e-06           3.2471677e-15   search-63/
               26.723098               1.4258357               2.5512776           6.1905864e-06           4.5989831e-16   search-64/
               26.000941                1.439357                2.635864            6.708954e-06           1.5327244e-16   search-65/
               25.147281               1.4571278               2.7359429           5.1096643e-06           2.7251754e-14   search-66/
               24.295122               1.4780783               2.8360304           3.9870248e-06           1.3645208e-14   search-67/
               23.445281                1.503949               2.9361915           6.4761702e-06           3.5380417e-14   search-68/
               22.598384               1.5390263                3.036844           1.2743429e-05           2.3582154e-16   search-69/
               22.043077               1.5834461               3.1060154           1.6469367e-05           2.1421434e-16   search-70/
               22.031997               1.5877362               3.1086873            7.331899e-07           8.0860571e-16   search-75/
