branch_id,Re_left,Re_right,real_left,real_right,Re_cross_linear,imag_cross_linear,period_cross_linear
10,298.0,299.0,-0.0002331126804172995,0.00016606013348436158,298.58398937076595,0.4769155032974255,13.174630020909836
