                     %Lz                     obs                       s                guesserr                   error     directory
               2.8245086               2.1819185                       0                       0           5.3815584e-14  ./initial-2/
               2.8220086               2.1783309                       0                       0           1.8621036e-15  ./initial-1/
               2.8195086               2.1747174                       0                       0           5.3323755e-14  ./initial-0/
               2.7513113               2.0645518             0.057931208           1.3127812e-05           3.6151642e-15   search-0/
               2.7188361               2.0016258             0.089026293            1.732131e-05           8.0205772e-15   search-1/
               2.6901851               1.9365952              0.12055885           1.8579436e-05           1.0808545e-14   search-2/
               2.6658448               1.8678414              0.15327876            1.870213e-05           5.0169477e-14   search-3/
               2.6499108               1.8050597              0.18264766           1.7883915e-05           1.5055315e-16   search-4/
               2.6408302               1.7303767              0.21708283           1.7459666e-05           2.4721317e-14   search-5/
               2.6406939               1.7258299              0.21917068            5.449366e-07           2.9396882e-16   search-10/
               2.6406048               1.7207125              0.22152011           7.0261341e-08           2.3089011e-14   search-12/
               2.6406315               1.7108695              0.22603875           6.8274676e-08           2.1533467e-15   search-13/
               2.6414661               1.6918013              0.23479729           4.4804082e-07           2.0182107e-15   search-14/
               2.6462336               1.6555822              0.25150991           3.3565259e-06           2.6506745e-14   search-15/
               2.6574302               1.6152404              0.27044971           8.2187297e-06           3.6768973e-14   search-16/
               2.6749423               1.5777348              0.28875148           9.9080457e-06            1.518907e-14   search-17/
               2.6998115               1.5422974              0.30725323           9.6683141e-06           1.6836545e-14   search-18/
               2.7320956               1.5099185              0.32601003           9.9288284e-06           1.9659467e-15   search-19/
               2.7715002               1.4810236              0.34526947            1.198873e-05           7.7658218e-16   search-20/
               2.8172429               1.4557741              0.36519676           1.4440938e-05           5.4714717e-15   search-21/
                2.868042               1.4341276               0.3857585           1.5292654e-05           7.3939137e-15   search-22/
               2.9224975               1.4157989              0.40680987           1.4016992e-05           1.2289355e-14   search-23/
               2.9794285               1.4003509              0.42819396           1.1508398e-05           1.2316656e-14   search-24/
               3.0479293               1.3853347              0.45342757           1.1734185e-05           1.0293169e-14   search-25/
               3.1270364               1.3714908              0.48217118           1.2210731e-05           5.6448167e-15   search-26/
               3.2072917               1.3602517              0.51107447            1.005327e-05           2.6409662e-15   search-27/
               3.3079695               1.3491121              0.54711506           1.0902336e-05           5.4772548e-15   search-28/
                3.426058               1.3391879              0.58920789           1.1783843e-05           1.4231704e-14   search-29/
               3.5607641               1.3309806              0.63709046           1.2125036e-05           1.6078381e-15   search-30/
               3.7156464               1.3246868              0.69205018           1.1978976e-05           1.5713015e-15   search-31/
               3.8946098               1.3207169              0.75549337           1.1888971e-05           1.0469239e-14   search-32/
                4.101164               1.3197491              0.82868877           1.1890608e-05           1.1924887e-14   search-33/
               4.3381981               1.3227825              0.91269512           1.1967282e-05           9.6993366e-15   search-34/
               4.6051196               1.3311491               1.0073587           1.2254261e-05           7.8795622e-15   search-35/
                4.871847               1.3448093               1.1020834            1.138187e-05           3.2519713e-15   search-36/
               5.1382079               1.3641742               1.1968881           1.1522541e-05            1.982596e-15   search-37/
               5.4039767               1.3899863               1.2918078           1.2750176e-05           9.6017431e-15   search-38/
               5.6688298               1.4234997               1.3869131           1.5282723e-05           4.6815202e-14   search-39/
                5.899575               1.4611562               1.4704868            1.658333e-05           4.3681861e-14   search-40/
               6.0900877               1.5014125               1.5404802           1.7704961e-05           3.5052949e-14   search-41/
               6.2411067               1.5438887               1.5974368           1.8545594e-05           2.3375246e-16   search-42/
                6.355825               1.5891379               1.6430878           1.9354358e-05           2.5881351e-16   search-43/
               6.4286004               1.6317028               1.6754431           1.6625957e-05           1.5118311e-16   search-44/
               6.4821762               1.6844499               1.7062128           1.8455869e-05            1.935475e-15   search-45/
               6.5080714                1.751296               1.7382422           1.6930007e-05            4.967066e-15   search-46/
               6.5090616               1.7755313               1.7493733           1.7414303e-05           1.2081005e-15   search-47/
               6.4912474               1.8557016               1.7867143           1.0961906e-05           1.9232646e-15   search-48/
               6.4544308               1.9347353               1.8252704           1.8842446e-05           5.2934416e-15   search-49/
               6.4219707               1.9933267               1.8545241           1.7245522e-05           5.3197859e-16   search-50/
               6.3856054               2.0590334               1.8873251           1.4934143e-05            3.941004e-16   search-51/
               6.3492729                2.134991               1.9244957            1.760885e-05           3.0147803e-16   search-52/
               6.3250125               2.2081485               1.9591627            1.958072e-05           1.9659469e-15   search-53/
               6.3193842               2.2357834               1.9720048           6.0010048e-06           3.3044802e-16   search-55/
               6.3165975               2.2563714               1.9815075           2.0850492e-06           1.1484583e-14   search-57/
                6.315026                2.277804               1.9913623           1.2882221e-06           6.4123579e-14   search-59/
               6.3156564               2.3160997                2.008944           5.3485121e-06           1.9566892e-14   search-60/
               6.3209296               2.3571623               2.0278869            9.649372e-06           3.7168394e-14   search-61/
               6.3309679               2.4054708               2.0503472           1.5905848e-05            1.680026e-15   search-62/
               6.3351412               2.4262148               2.0599842           5.7000444e-06           3.2951755e-16   search-64/
               6.3376059               2.4418596               2.0672192           2.4846754e-06            2.272629e-16   search-66/
               6.3391555                2.457996               2.0746472            1.636721e-06           4.2517058e-15   search-68/
