                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               1.4519329                       0                       0           2.8451763e-16  ./initial-2/
                     300               1.4519439                       0                       0           9.2033443e-14  ./initial-1/
                  299.98               1.4519548                       0                       0           2.6992332e-16  ./initial-0/
               270.22053               1.4708225              0.10011285           1.1739334e-05           9.2577183e-15   search-0/
               254.68738               1.4834056              0.15261027           1.7490549e-05           3.0320654e-15   search-1/
               241.25021               1.4965264              0.19830337           1.6904432e-05           7.1064042e-15   search-2/
               227.88998               1.5124469              0.24416745           1.6660372e-05            1.851128e-15   search-3/
               216.42354               1.5293449              0.28412154           1.6788019e-05           6.4086289e-15   search-4/
               206.37832               1.5476838              0.31990863           1.6328006e-05           3.0353663e-15   search-5/
               196.54601               1.5703543              0.35621223            1.890058e-05           8.3343762e-15   search-6/
               188.57188               1.5939544              0.38736856           1.7484742e-05            2.353451e-14   search-7/
               181.02643               1.6232507              0.41961327           1.9091335e-05           8.8482868e-15   search-8/
               175.04934               1.6547704              0.44907875           1.6724884e-05           3.6048752e-15   search-9/
               169.94892               1.6931929              0.48053232           1.6148263e-05           2.1451672e-14   search-10/
               166.17022               1.7385953              0.51424388           1.6190362e-05           1.3835834e-14   search-11/
               164.13788               1.7852376              0.54707449           1.9984213e-05           5.6563427e-16   search-12/
               163.69327                1.806785              0.56198864           1.6828163e-05           4.5041388e-15   search-13/
               163.71718               1.8645529              0.60177535            1.130124e-05           6.1357994e-16   search-14/
               165.04391               1.9190226              0.63955015           1.8160747e-05           4.9076739e-16   search-15/
                167.1199               1.9685043               0.6743252           1.7939498e-05           5.4972362e-16   search-16/
               170.01518               2.0199941              0.71107765           1.5877631e-05           4.1517825e-14   search-17/
               173.63108                2.072377              0.74911553           1.4636174e-05           2.1187989e-14   search-18/
               177.87698               2.1249738              0.78800725           1.3589487e-05           4.5359646e-15   search-19/
               182.67781               2.1773184              0.82745074           1.2275943e-05           6.7100041e-15   search-20/
               187.97682               2.2290925              0.86724421           1.0956074e-05           1.2888655e-15   search-21/
               194.52006               2.2866825              0.91250956           1.2238816e-05           1.6897894e-15   search-22/
               201.61205               2.3430317              0.95795212           1.2001237e-05            3.531389e-15   search-23/
               209.22819               2.3979412                1.003501           1.1089605e-05           3.7592847e-15   search-24/
               218.40253               2.4577653               1.0548125           1.2320395e-05           1.7003056e-15   search-25/
               228.20686               2.5153168               1.1061856           1.2243694e-05           3.4326907e-15   search-26/
               238.63058                2.570397               1.1576284           1.1672843e-05           2.6634009e-15   search-27/
               249.66076               2.6228571               1.2091772           1.0904709e-05           2.7160154e-15   search-28/
               261.27654               2.6726326               1.2608922           1.0299618e-05           1.8825344e-15   search-29/
               275.10385               2.7258686               1.3197881           1.2226907e-05           3.3391078e-15   search-30/
               289.56861               2.7760276               1.3791025           1.2478521e-05           3.2422752e-15   search-31/
               304.57447               2.8235411               1.4388756           1.1755702e-05           7.5042649e-15   search-32/
               320.01125               2.8688238               1.4990452           1.0612799e-05           4.1081582e-15   search-33/
               337.89932               2.9177472               1.5675341            1.219406e-05           4.8613073e-15   search-34/
               356.12484               2.9641272               1.6361719            1.243673e-05            4.706516e-15   search-35/
               374.64923               3.0075387               1.7047777            1.240495e-05           1.7849111e-15   search-36/
               393.48092               3.0472243               1.7732426           1.3324853e-05           7.3493177e-15   search-37/
               412.65761               3.0821779               1.8415478           1.7023021e-05           2.2443871e-14   search-38/
               428.78497               3.1067398               1.8979045           1.7759419e-05           4.9791583e-14   search-39/
               442.74478               3.1244953               1.9460172           1.7156781e-05           1.8189276e-14   search-40/
               456.88106                3.140227               1.9943678           1.8865855e-05           2.6786684e-14   search-41/
               471.12507               3.1559647               2.0430693           1.8388068e-05           8.3617511e-14   search-42/
               485.37422               3.1736833               2.0921091           1.6251245e-05           9.9968476e-14   search-43/
               499.52924               3.1940608               2.1413356           1.9324363e-05           6.1152363e-14   search-44/
               513.53562               3.2168167               2.1905839            1.853634e-05           2.8863614e-14   search-45/
               527.38704               3.2414348               2.2397701           1.3941495e-05             3.52347e-14   search-46/
               542.92664                3.271036               2.2954364           1.2156382e-05            1.712735e-14   search-47/
                560.6101                  3.3067               2.3592944           1.1991649e-05           3.2633989e-14   search-48/
               580.39679               3.3485485               2.4312727           1.2245346e-05           1.4950129e-14   search-49/
