                     %Re                     obs                       s                guesserr                   error     directory
                  400.02                2.224115                       0                       0           7.5235952e-16  ./initial-2/
                     400               2.2240932                       0                       0           8.6969575e-16  ./initial-1/
                  399.98               2.2240712                       0                       0           8.3300755e-16  ./initial-0/
               389.71556               2.2043047              0.02720753           1.3978817e-05           5.0467524e-15   search-0/
               382.77164               2.1874006             0.046158255           1.9658165e-05           3.3144408e-16   search-1/
               376.80788               2.1741645             0.062211515           1.6657574e-05           2.5148537e-14   search-2/
               370.76935               2.1637026             0.078023709           1.4267804e-05           4.8410824e-16   search-3/
               370.18845               2.1635002               0.0794788           1.0234883e-06           6.4069713e-16   search-7/
               369.89641               2.1637977             0.080221053           2.9859604e-07           6.5166359e-16   search-10/
               369.75147               2.1643188             0.080652563           1.4562277e-07           6.2036795e-16   search-13/
               369.68585               2.1651409             0.081056968           8.9447755e-08           4.7577511e-15   search-16/
               369.75843               2.1669213             0.081877734           7.1559277e-07           8.2244824e-14   search-17/
               370.73059               2.1733773             0.085663642           3.6400387e-06           6.2519309e-15   search-18/
               372.75045               2.1821287             0.092065343           1.4691949e-05           1.2193068e-15   search-19/
               375.24284               2.1900068              0.09923277           1.3230908e-05           4.0994289e-14   search-20/
               379.69361               2.1967236              0.11076224           1.2157222e-05           4.2133172e-15   search-21/
                384.6889               2.1823416              0.12482534           1.1259833e-05           6.5111994e-15   search-22/
               384.96508               2.1771793              0.12724696           1.2465698e-06           1.4469711e-14   search-26/
               385.00272               2.1641143              0.13312198           2.3133341e-06           1.8499868e-15   search-27/
               383.18096               2.1345695              0.14716502           6.0322197e-06           2.1528401e-14   search-28/
                379.8487               2.1073186              0.16198141           1.3592812e-05           4.2559169e-15   search-29/
               375.06848               2.0818721              0.17852586           1.5867755e-05           3.9545955e-16   search-30/
               369.17058                2.061437              0.19589909           1.2392156e-05           9.4205484e-16   search-31/
               361.36218               2.0460458              0.21661041           1.2009089e-05           5.5462497e-16   search-32/
               352.70838               2.0372039              0.23860713           1.7345401e-05           3.6764168e-16   search-33/
               343.68293               2.0250252              0.26182568           1.7622664e-05           2.2551121e-14   search-34/
               336.79275               2.0079927               0.2806768           1.8905961e-05           4.0495636e-16   search-35/
               332.83095                1.993638              0.29249862           1.7070659e-05           2.0654919e-16   search-36/
               329.74001               1.9786687              0.30274613           1.7609988e-05           8.2076661e-16   search-37/
               327.96085               1.9692295                0.308894           1.6795049e-05           2.5928019e-15   search-38/
               326.63287               1.9657124              0.31257131           1.9521087e-05           1.3827859e-14   search-39/
               325.10745               1.9657369              0.31638489           1.3884244e-05           1.4664728e-15   search-40/
               323.43108               1.9668546              0.32060583           1.3819609e-05           6.4741859e-16   search-41/
               321.76733               1.9674995              0.32477531            1.111985e-05           3.7866834e-16   search-42/
               320.30779               1.9673561              0.32842472           3.3490554e-06           2.8221463e-16   search-44/
               319.72517               1.9674789              0.32988231            5.319833e-07            1.841678e-14   search-47/
