direction,step,Re,period,closure,relative_closure,I_min,I_max,I_span,I_mean,D_min,D_max,D_span,D_mean,E_min,E_max,E_span,E_mean,amplitude_ID,distance_from_Hopf,span_class
natural,1,341.91679026008626,19.80320548253725,1.718369409433393e-8,5.142481035180225e-8,2.2063472145605596,2.2095269855759416,0.003179771015382027,2.2079410804871316,2.177952145443016,2.1795689682621724,0.001616822819156205,2.178725111856171,0.060654609571456804,0.060754452498524326,9.984292706752274e-5,0.06070448669128611,0.003567220169657021,0.5,tiny
natural,2,341.93093240759373,19.803494555202423,3.523766453982002e-8,1.0545337656675567e-7,2.2063411966074655,2.20956623391793,0.003225037310464529,2.2079576169773145,2.177960007670168,2.1795997586777562,0.001639751007588064,2.1787435320748667,0.060654472259150945,0.060755738890485626,0.00010126663133468161,0.06070506672041404,0.003617961998249063,0.5141421475074708,tiny
natural,3,341.95179647605977,19.803879587104586,2.866111535372949e-9,8.577131960932167e-9,2.206335494791276,2.2096249968180888,0.003289502026812663,2.2079840199811334,2.1779742634613837,2.179646677287252,0.0016724138258683574,2.1787728140220084,0.06065436929973659,0.0607576647905311,0.00010329549079451245,0.060705986901685646,0.0036902292055318534,0.5350062159735103,tiny
natural,4,341.971224590774,19.80424978357011,2.5077980274231067e-8,7.504772757576948e-8,2.2063300753723025,2.209678698705042,0.003348623332739553,2.2080080384459175,2.1779871950166223,2.1796895423993465,0.0017023473827242341,2.17879949092945,0.06065426979269744,0.06075942656658962,0.00010515677389218159,0.060706826449118435,0.00375649635112771,0.5544343306877408,tiny
natural,5,341.9496398797695,19.80383846018341,2.66796518970228e-8,7.984166938012307e-8,2.206336047817808,2.2096190949457144,0.003283047127906613,2.207981359504415,2.1779728122675666,2.179641960353105,0.001669148085538641,2.1787698655506,0.0606543789896458,0.06075747013629141,0.00010309114664561192,0.060705893144694746,0.003682995217959585,0.5328496196832475,tiny
natural,6,342.016636217796,19.80511518013113,2.857952316732369e-9,8.552450023187162e-9,2.206319083596172,2.2098025672928268,0.0034834836966548544,2.2080641747934573,2.1780183097390857,2.1797889211980865,0.0017706114590008148,2.178861890780965,0.06065408980343883,0.06076348932816469,0.00010939952472585612,0.06070878690626441,0.003907649370606985,0.5998459577097606,tiny
natural,7,342.11547675297453,19.80699880023649,7.241969507956454e-9,2.1670631717811137e-8,2.206303598374367,2.2100637427488077,0.0037601443744406104,2.2081862878894527,2.178090361397794,2.1800009390871997,0.0019105776894057236,2.1789977409175627,0.060653959674217564,0.06077206891122003,0.00011810923700246445,0.060713056343460255,0.004217699944743851,0.698686492888271,tiny
natural,8,342.2612974304036,19.809777853547928,2.157267154793936e-8,6.454876528864532e-8,2.206297480139368,2.2104323860686765,0.004134905929308541,2.208366321408308,2.1782052926107225,2.1803054469628074,0.002100154352084882,2.179198281415387,0.06065428571499928,0.06078420168252352,0.00012991596752424256,0.06071935674178097,0.004637682109288216,0.8445071703173426,tiny
natural,9,342.47642849912955,19.813878039437434,3.78590055968433e-9,1.1326796442556648e-8,2.206315908810536,2.2109488894142846,0.004632980603748393,2.2086317299318736,2.1783890546016353,2.1807407064896536,0.0023516518880182247,2.1794943300885,0.06065561363229262,0.06080124093646674,0.0001456273041741188,0.06072865403484542,0.005195649706930646,1.059638239043295,tiny
natural,10,342.7886374633568,19.819828988339992,4.408843925686186e-9,1.3188483137273168e-8,2.206383805393279,2.211657565419993,0.0052737600267138696,2.2090166520635064,2.178677162339347,2.181351502759566,0.002674340420218968,2.179924346531349,0.06065880227367226,0.06082467544636954,0.00016587317269727703,0.06074214275743741,0.005913090689527943,1.3718472032705336,tiny
natural,11,343.24173072361566,19.828466367296578,5.024639153460366e-9,1.5027110416919607e-8,2.206541268120019,2.2126275845423633,0.00608631642234414,2.209574953695808,2.1791257077978545,2.1822080539893904,0.003082346191535912,2.180549018768714,0.0606652124177138,0.06085682936524661,0.00019161694753281472,0.06076170262297007,0.006822324064230012,1.8249404635294013,tiny
