label,t,I,D,E
natural step 1 Re 341.917,0.0,2.209332594653695,2.1780150455549006,0.0606557558068056
natural step 1 Re 341.917,0.1980320548253725,2.2093777963737686,2.1780342955005114,0.06065517204667051
natural step 1 Re 341.917,0.396064109650745,2.209417328885133,2.17805595188958,0.06065478932985136
natural step 1 Re 341.917,0.5940961644761176,2.20945101157021,2.178079950947934,0.060654609571456804
natural step 1 Re 341.917,0.79212821930149,2.2094786863253932,2.1781062246216276,0.06065463380818766
natural step 1 Re 341.917,0.9901602741268626,2.2095002185836106,2.1781347004314817,0.06065486218961778
natural step 1 Re 341.917,1.1881923289522351,2.2095154981737952,2.1781653012503446,0.06065529397327322
natural step 1 Re 341.917,1.3862243837776076,2.2095244401892478,2.178197945102011,0.06065592752630959
natural step 1 Re 341.917,1.58425643860298,2.2095269855759416,2.178232544837415,0.06065676032884652
natural step 1 Re 341.917,1.7822884934283527,2.209523101916402,2.1782690078851,0.060657788987329965
natural step 1 Re 341.917,1.9803205482537252,2.209512783654999,2.1783072359530284,0.06065900924671257
natural step 1 Re 341.917,2.1783526030790976,2.2094960526931278,2.1783471246286146,0.060660416010872235
natural step 1 Re 341.917,2.3763846579044703,2.2094729584682566,2.1783885632877755,0.06066200337152549
natural step 1 Re 341.917,2.5744167127298425,2.2094435780170363,2.1784314346440476,0.06066376462942546
natural step 1 Re 341.917,2.772448767555215,2.2094080160224685,2.1784756144914583,0.060665692331756824
natural step 1 Re 341.917,2.970480822380588,2.2093664044761696,2.1785209718038008,0.06066777831519034
natural step 1 Re 341.917,3.16851287720596,2.2093189025237527,2.1785673682873163,0.06067001373454124
natural step 1 Re 341.917,3.3665449320313328,2.209265695651461,2.1786146582957278,0.0606723891126345
natural step 1 Re 341.917,3.5645769868567054,2.2092069950914786,2.178662689229342,0.06067489439821438
natural step 1 Re 341.917,3.7626090416820777,2.209143037560232,2.1787113012595585,0.06067751899945138
natural step 1 Re 341.917,3.9606410965074503,2.2090740834696287,2.178760327433373,0.06068025184099589
natural step 1 Re 341.917,4.158673151332823,2.209000415779629,2.17880959426261,0.060683081429692684
natural step 1 Re 341.917,4.356705206158195,2.2089223398173523,2.1788589220755017,0.060685995904299975
natural step 1 Re 341.917,4.5547372609835675,2.208840181336196,2.178908125171761,0.060688983084488564
natural step 1 Re 341.917,4.752769315808941,2.208754283752003,2.178957012426722,0.06069203053495778
natural step 1 Re 341.917,4.950801370634313,2.2086650078245484,2.179005388524818,0.060695125641951966
natural step 1 Re 341.917,5.148833425459685,2.2085727309970444,2.1790530542404998,0.060698255646475276
natural step 1 Re 341.917,5.346865480285058,2.2084778430104013,2.179099807263201,0.06070140770944828
natural step 1 Re 341.917,5.54489753511043,2.2083807443787573,2.17914544337178,0.06070456897780451
natural step 1 Re 341.917,5.742929589935803,2.2082818460166798,2.1791897578365758,0.060707726649298466
natural step 1 Re 341.917,5.940961644761176,2.2081815674674328,2.179232546128611,0.060710868005686695
natural step 1 Re 341.917,6.138993699586548,2.2080803316551174,2.1792736050533574,0.06071398047278375
natural step 1 Re 341.917,6.33702575441192,2.20797856450849,2.1793127344166505,0.06071705168773281
