                     %Lx                     obs                       s                guesserr                   error     directory
               12.217686               1.8335236                       0                       0           3.4440014e-15  ./initial-2/
               12.220186               1.8327569                       0                       0           4.2717079e-16  ./initial-1/
               12.222686               1.8319878                       0                       0           4.9262276e-15  ./initial-0/
               12.406365               1.7641507             0.019465342           1.2860987e-05           1.3771667e-14   search-0/
               12.469995               1.7254655             0.028376507           1.8731013e-05            5.988851e-14   search-1/
                12.49304               1.6898466             0.035572926           1.9503932e-05           1.5969951e-16   search-2/
               12.475962               1.6567268             0.042445411           1.6704015e-05           1.5031492e-16   search-3/
               12.388249               1.6154105             0.053802826           1.0191157e-05           8.1585598e-15   search-4/
               12.323323               1.5978176             0.060393968           1.9496152e-05           4.5353618e-14   search-5/
                12.25102               1.5825366             0.067252526           1.3024298e-05           2.3611152e-14   search-6/
               12.149183               1.5652745             0.076502796           1.0113831e-05           3.4342015e-14   search-7/
               12.021126               1.5477822             0.087785289           1.1330586e-05           2.7229153e-14   search-8/
               11.867555               1.5306339              0.10104178            1.176287e-05           1.7918957e-14   search-9/
                11.68335               1.5136324              0.11672077           1.1641042e-05           1.3072054e-14   search-10/
               11.463587               1.4967764              0.13524021           1.1646636e-05           9.6280782e-15   search-11/
               11.204246               1.4802197              0.15693632            1.174911e-05           6.1775413e-15   search-12/
               10.901196               1.4641518              0.18215248           1.1852026e-05           1.0331567e-15   search-13/
               10.550247               1.4488164              0.21123565           1.1954685e-05           8.7440858e-15   search-14/
               10.147694               1.4345562              0.24449129           1.2073388e-05            1.532286e-15   search-15/
               9.6910417               1.4218622              0.28212523           1.2220508e-05           4.1677681e-15   search-16/
                 9.23334               1.4123502              0.31977832           1.0150579e-05           3.1006486e-15   search-17/
               8.6830255               1.4048896              0.36498923           1.1418491e-05           2.0146846e-15   search-18/
               8.1319487               1.4018819              0.41022296           1.1105636e-05            8.733238e-16   search-19/
               7.5804616               1.4039562              0.45548252           1.1223416e-05            6.987091e-15   search-20/
               7.0290944               1.4124244              0.50077603           1.2547138e-05           4.2680316e-15   search-21/
               6.4789049               1.4297445              0.54612288           1.6482937e-05           5.6534762e-14   search-22/
               6.0265079                1.453988              0.58370017           1.7539941e-05            6.474725e-14   search-23/
               5.6551046               1.4846128              0.61501045           1.7533721e-05           5.2237546e-14   search-24/
               5.3513561               1.5213655              0.64130269           1.7438494e-05             2.50566e-14   search-25/
               5.1077382               1.5635738              0.66335747           1.7553449e-05           3.1328088e-14   search-26/
               4.9170292               1.6102528              0.68191581           1.7595983e-05            2.816585e-14   search-27/
               4.7715998               1.6602158              0.69770519           1.7460754e-05           9.5618083e-15   search-28/
               4.6634959               1.7123061              0.71140975           1.7110313e-05           2.5771212e-15   search-29/
               4.5848039               1.7657941              0.72365976            1.654149e-05           9.2624045e-15   search-30/
               4.5235809               1.8264946              0.73617806           1.8950691e-05           4.0531555e-15   search-31/
               4.4852212                1.883886              0.74717697           1.6846459e-05           2.1019253e-15   search-32/
               4.4588057               1.9451537              0.75835507           1.6403131e-05            5.957321e-15   search-33/
               4.4416937                2.009402              0.76967187            1.619337e-05           1.0081922e-14   search-34/
               4.4303116                2.075849              0.78108974            1.666385e-05           1.1995923e-14   search-35/
               4.4205701               2.1438094              0.79258012           1.8137432e-05           1.6097545e-14   search-36/
               4.4103127               2.2032416              0.80255267           1.6840536e-05           1.6721183e-14   search-37/
               4.3962624               2.2630986              0.81257665           1.9696397e-05           1.5277577e-14   search-38/
               4.3818946               2.3128635               0.8208785           1.7879275e-05           4.4983641e-15   search-39/
               4.3673645               2.3637308              0.82922578           1.9488468e-05            1.196728e-14   search-40/
               4.3587261               2.4091689              0.83644161           1.6940813e-05           4.1128053e-14   search-41/
               4.3595327               2.4567018              0.84371202           1.7558567e-05           3.0922613e-14   search-42/
               4.3776489               2.5056052              0.85112339           1.8998953e-05           4.4950563e-16   search-43/
               4.4136243               2.5467854              0.85784546           1.6697378e-05           3.2070413e-14   search-44/
               4.4597588               2.5780255              0.86382959           1.7478999e-05           1.8822523e-15   search-45/
               4.5098113               2.6015243              0.86928805           1.6879673e-05           3.5716609e-15   search-46/
               4.5663635               2.6214461              0.87492011           1.4202111e-05           7.8789946e-15   search-47/
               4.6270472               2.6381889              0.88065633            1.060418e-05           1.0400745e-14   search-48/
               4.7052833               2.6553372              0.88780813           1.1021759e-05           1.8096241e-14   search-49/
               4.7997766               2.6717752              0.89625226            1.172674e-05           1.9007073e-14   search-50/
               4.9096828               2.6871203              0.90593218           1.2093554e-05           7.0422395e-15   search-51/
               5.0352555               2.7014548              0.91689068           1.2249637e-05           3.1220627e-15   search-52/
               5.1618931               2.7136814              0.92787948           1.0520528e-05           1.8952187e-15   search-53/
               5.3110679               2.7262866              0.94077424           1.1712649e-05           4.2047083e-15   search-54/
               5.4608708               2.7377559              0.95368666           1.1030517e-05           3.2184091e-15   search-55/
               5.6302669               2.7498481              0.96825427           1.2250671e-05            9.453981e-15   search-56/
               5.8001553               2.7612375              0.98283374           1.1542488e-05           4.2088455e-15   search-57/
                5.970484               2.7717651              0.99742256           1.0413954e-05           4.7091976e-15   search-58/
               6.1673042               2.7822583               1.0142457           1.1949294e-05           9.9229945e-15   search-59/
                6.364689               2.7900828               1.0310804           1.1998517e-05           7.5625198e-15   search-60/
               6.5626423               2.7941592               1.0479287           1.1375341e-05           3.0132906e-15   search-61/
               6.7611506               2.7934819               1.0647934           1.0490675e-05            2.437418e-15   search-62/
               6.9846205               2.7861814               1.0837509           1.2340811e-05           7.4592575e-15   search-63/
               7.2086734               2.7716462               1.1027401            1.314043e-05           1.3374312e-14   search-64/
               7.4332097               2.7502705                1.121763           1.3081197e-05           3.7894605e-15   search-65/
               7.6581226               2.7229974               1.1408167           1.2041244e-05           6.4585474e-15   search-66/
               7.8833237               2.6910162               1.1598962           1.0558435e-05           6.7355237e-15   search-67/
               8.1456638               2.6494241               1.1821236           1.1819073e-05           3.8741717e-15   search-68/
               8.4082653               2.6045918               1.2043743            1.102599e-05           4.2721847e-15   search-69/
               8.7076164               2.5510256               1.2297413           1.2119867e-05           6.4424789e-15   search-70/
                9.007106               2.4958486               1.2551276           1.1173152e-05           1.0980524e-14   search-71/
               9.3437737               2.4326965               1.2836845            1.232395e-05            4.704664e-15   search-72/
               9.6802259               2.3688187               1.3122581            1.195313e-05           6.6035923e-15   search-73/
               10.016235               2.3044392               1.3408459           1.1536254e-05           5.1971024e-15   search-74/
               10.351546               2.2396129                1.369447           1.1398458e-05           1.7555565e-15   search-75/
               10.685844               2.1742421               1.3980617            1.201438e-05           1.5802266e-15   search-76/
               11.018676               2.1080301               1.4266918           1.3527285e-05           1.4548331e-15   search-77/
               11.349305               2.0403601               1.4553415           1.6362421e-05           4.2222904e-15   search-78/
               11.634223               1.9793607               1.4802995           1.6686884e-05           3.9941539e-15   search-79/
