                     %Lx                     obs                       s                guesserr                   error     directory
               10.245375               1.7278596                       0                       0           7.5027327e-16  ./initial-2/
               10.242875               1.7342338                       0                       0           7.7214355e-16  ./initial-1/
               10.240375               1.7430871                       0                       0           9.8171718e-15  ./initial-0/
               10.276828               1.8507828             0.067312628           1.2229856e-05           2.2626718e-14   search-0/
               10.340497               1.9211241              0.10834657           1.8484201e-05           3.6916529e-15   search-1/
               10.413652               1.9897405              0.14855186           1.9061871e-05           6.8318944e-16   search-2/
               10.487007               2.0592705              0.18927906           1.6499776e-05           4.2951391e-16   search-3/
               10.550024               2.1289595              0.22993161           1.6805551e-05           3.8675388e-16   search-4/
               10.594713                2.198138              0.27005948           1.7663496e-05           1.3721359e-15   search-5/
               10.617615               2.2746594               0.3142401           1.8983088e-05           2.0850219e-15   search-6/
               10.618481               2.3017133              0.32984029           1.8032402e-05           2.9036957e-16   search-7/
               10.611732               2.3476421              0.35633208           1.2080813e-05             5.21163e-14   search-8/
               10.594637               2.4015591              0.38746667           1.7784987e-05           1.4866081e-15   search-9/
               10.579933               2.4571563              0.41955743            1.738443e-05           6.2643163e-14   search-10/
               10.579278               2.4648327              0.42398429           1.3228956e-06           9.7301712e-14   search-14/
               10.579167               2.4674242              0.42547864           1.1956521e-07           3.5799992e-14   search-18/
               10.579109               2.4716022              0.42788777            7.367482e-08           1.2048911e-15   search-19/
               10.579447               2.4797147              0.43256574           1.9575761e-07           1.7992573e-15   search-20/
               10.581904               2.4955397              0.44169399           1.4702902e-06           1.1458516e-15   search-21/
               10.590184               2.5195495              0.45556219           6.5759908e-06           7.2398431e-15   search-22/
                10.60395                 2.54499              0.47029322           1.1836293e-05           4.5555952e-14   search-23/
               10.622837               2.5743424              0.48731863           1.7533995e-05           6.7387977e-16   search-24/
               10.640127               2.6045321              0.50480839           1.8655301e-05           1.0559295e-14   search-25/
               10.646157               2.6197857              0.51362364           6.5883822e-06            1.796351e-15   search-27/
               10.648971               2.6314794              0.52037209           2.3884568e-06           7.7851545e-16   search-29/
               10.649696               2.6373434              0.52375414           4.9673636e-07           2.1177401e-16   search-32/
               10.649773               2.6472028               0.5294393           1.1312895e-06            1.653579e-15   search-33/
               10.645631               2.6657222              0.54012571           3.8934521e-06           2.6365558e-14   search-34/
                10.63361               2.6863638              0.55208586           8.3853001e-06           4.5738327e-14   search-35/
                10.61379               2.7062405              0.56370942           1.0104906e-05           1.1129144e-14   search-36/
               10.585948               2.7255619              0.57517739           1.0369584e-05           1.3120363e-14   search-37/
               10.549874               2.7443234              0.58655451            1.117968e-05            4.450089e-15   search-38/
               10.505382               2.7623746              0.59783324           1.3252882e-05           1.4200879e-14   search-39/
               10.452198               2.7794552              0.60896718           1.7398051e-05           2.5854173e-14   search-40/
               10.401799               2.7924778              0.61794479           1.7952414e-05           4.9378001e-14   search-41/
               10.355376               2.8023642              0.62522759           1.7953704e-05           7.8376249e-14   search-42/
               10.314842               2.8096678              0.63100656           1.8648373e-05            2.239695e-16   search-43/
               10.286929               2.8142576              0.63480534           1.6752858e-05           2.5824346e-15   search-44/
               10.278196               2.8158054              0.63603964           6.1490659e-06           1.1077329e-15   search-46/
               10.273715               2.8168535              0.63678565           3.0930913e-06           8.0586782e-15   search-48/
               10.273151               2.8170603              0.63691702           4.2817204e-07           6.8388281e-14   search-52/
               10.272655                2.817374              0.63710427           2.6729462e-07           4.3340242e-14   search-54/
               10.272745               2.8176574              0.63726793           2.8320618e-06           2.9758991e-14   search-55/
               10.274392               2.8180607              0.63755065           2.6560535e-06           1.6521485e-15   search-56/
               10.283352               2.8185901              0.63847722           1.4716809e-06           1.2179352e-15   search-57/
               10.292502               2.8187832              0.63937738           1.7664098e-05           2.7160782e-14   search-58/
               10.302089               2.8188936               0.6403155           1.1138616e-05           5.9332744e-16   search-59/
               10.320834               2.8190133              0.64214684           1.1616831e-05           3.6622761e-16   search-60/
               10.343802               2.8191067              0.64438988           1.1133877e-05           3.6912864e-16   search-61/
               10.373023               2.8192195               0.6472434           1.0587498e-05           3.5539465e-16   search-62/
               10.411355               2.8194042              0.65098728           1.0261922e-05           7.4278811e-14   search-63/
               10.460125               2.8197212              0.65575214           1.0641822e-05           6.8983376e-14   search-64/
               10.520664               2.8202394              0.66167003           1.0943753e-05           3.4443677e-14   search-65/
                10.59474               2.8210334              0.66891642           1.1124976e-05           2.4933216e-14   search-66/
               10.684196               2.8221738              0.67767469           1.1294288e-05           1.8094762e-14   search-67/
               10.790862                2.823714              0.68812612           1.1461016e-05           1.9988792e-14   search-68/
               10.916592               2.8256743              0.70045295           1.1615057e-05           2.0651007e-14   search-69/
               11.063243               2.8280214              0.71483413           1.1760047e-05           2.1156828e-14   search-70/
               11.232558               2.8306417              0.73143307           1.1904858e-05           2.0467758e-14   search-71/
               11.425938               2.8333073              0.75037495           1.2062535e-05           1.4996003e-14   search-72/
               11.643941               2.8356385              0.77170075           1.2256759e-05           1.4247982e-14   search-73/
               11.862247                2.837001              0.79302819           1.0425469e-05           8.3384242e-15   search-74/
               12.118953               2.8370408              0.81809016           1.1669781e-05           8.8824966e-15   search-75/
               12.375848               2.8350907              0.84319568           1.1578063e-05           6.0584036e-15   search-76/
               12.632484               2.8309589              0.86836381           1.1565984e-05           3.0766867e-15   search-77/
               12.888221               2.8246674              0.89359324           1.1709124e-05           5.5430302e-15   search-78/
                13.14243               2.8164882              0.91885557           1.2123668e-05           9.5020378e-15   search-79/
