direction,step,Re,period,closure,relative_closure,I_min,I_max,I_span,I_mean,D_min,D_max,D_span,D_mean,E_min,E_max,E_span,E_mean,amplitude_ID,distance_from_Hopf,span_class
lower_Re_attempt,1,428.1909314816157,8.917484936278731,1.5698339050580853e-9,5.89369975710658e-9,1.6584340984082555,1.6652628687176294,0.006828770309373899,1.6621587297806122,1.6437929462860401,1.6474586300764305,0.0036656837903903394,1.6457171949131275,0.038737138493377815,0.03874767465067791,1.053615730009505e-5,0.03874091910234178,0.00775044138029035,0.5,tiny
lower_Re_attempt,2,428.2050736172394,8.916985503020609,1.812985956565245e-8,6.80705926752768e-8,1.6583700846763725,1.6652080993872087,0.006838014710836227,1.6621004443336411,1.64375320260365,1.6474251039058763,0.003671901302226166,1.645681117904912,0.038732812735019904,0.03874336368177689,1.055094675698337e-5,0.03873660588954891,0.007761527192434673,0.5141421356237288,tiny
lower_Re_attempt,3,428.225937685026,8.916269201744822,1.5733981506451287e-9,5.908097317678826e-9,1.6582793197692296,1.6651305426627678,0.0068512228935382335,1.6620178633964657,1.6436971158404106,1.6473778756206485,0.0036807597802379632,1.645630267297156,0.038726656338641446,0.038737227150669754,1.057081202830712e-5,0.03873046677811787,0.007777354800750692,0.5350062034103189,tiny
lower_Re_attempt,4,428.2567187051138,8.915229887938732,1.5715592874087372e-9,5.902054824843148e-9,1.6581486117049922,1.6650189443293173,0.006870332624325126,1.6618990038410792,1.643616734116995,1.6473103145443835,0.003693580427388543,1.6455574943608142,0.03871777109692523,0.03872837082723707,1.0599730311838806e-5,0.038721606735155206,0.007800256838236412,0.5657872234981483,tiny
lower_Re_attempt,5,428.30213032903043,8.913743392516299,1.6007767793799763e-9,6.013030454475098e-9,1.6579642486003334,1.6648617835865727,0.00689753498623924,1.661731515635839,1.643504200438301,1.6472160556361275,0.0037118551978265746,1.6454558861220439,0.03870518404016165,0.038715823997085806,1.0639956924157756e-5,0.0387090552331837,0.007832870348475489,0.6111988474147552,tiny
lower_Re_attempt,6,428.3691266658542,8.911642931066522,1.7866862739092517e-9,6.7133160792593115e-9,1.6577089421394189,1.6646449367442824,0.0069359946048634935,1.6614999119128906,1.6433503379558794,1.6470876511637114,0.0037373132078319937,1.6453173083171757,0.03868763902496797,0.03869833564135802,1.0696616390054592e-5,0.03869156157876315,0.007878802648380714,0.6781951842385183,tiny
lower_Re_attempt,7,428.46796719977476,8.908720813390566,3.037518519372776e-9,1.14177588049195e-8,1.6573639557738638,1.6643529579772713,0.0069890022034075905,1.6611876287552743,1.6431464065248003,1.6469184213954686,0.003772014870668361,1.6451343395649043,0.038663702621875386,0.038674474429181996,1.0771807306610148e-5,0.038667695534558996,0.007941929739287512,0.7770357181590839,tiny
lower_Re_attempt,8,428.613787876251,8.90473281862879,8.23292968900885e-9,3.0963365863814276e-8,1.6569124374666269,1.663972870641248,0.007060433174621128,1.6607802458768588,1.6428873425865045,1.6467053622715675,0.003818019685063012,1.6449033127651351,0.038631922242489035,0.03864278904107815,1.086679858911671e-5,0.03863600761288812,0.008026642568896366,0.9228563946353461,tiny
lower_Re_attempt,9,428.8289189450407,8.899413087022491,1.571850752294853e-9,5.915701754295662e-9,1.6563455809061993,1.663499697040688,0.007154116134488575,1.6602713928551862,1.6425772472981308,1.646454473968499,0.0038772266703681613,1.6446295676572136,0.038591130134108156,0.0386021172569741,1.098712286594361e-5,0.0385953385981441,0.008137214776516835,1.13798746342502,tiny
lower_Re_attempt,10,429.1411279114822,8.892594830538,1.5916610553229205e-9,5.9954005681002425e-9,1.6556795640886595,1.6629511989583425,0.007271634869683075,1.6596783525625936,1.6422402607398245,1.6461899912469704,0.0039497305071458655,1.644338061025419,0.03854153864520704,0.03855265820658763,1.1119561380591725e-5,0.03854589790688058,0.008275085785480989,1.450196429866537,tiny
lower_Re_attempt,11,429.5942211777604,8.884068648050778,1.5988649552117297e-9,6.028703524142656e-9,1.6549469267196955,1.6623621313976322,0.007415204677936771,1.6590349624748406,1.6419203292889974,1.6459545508933253,0.00403422160432787,1.644072702940171,0.0384838725048567,0.0384951251304543,1.125262559759782e-5,0.03848841192546587,0.00844157594105041,1.903289696144725,tiny
lower_Re_attempt,12,430.25177278495227,8.873676135325443,1.5918002420658628e-9,6.009097501632833e-9,1.6542160631847496,1.6618025675084072,0.007586504323657595,1.6584101976498586,1.6416958020420123,1.645824361550407,0.004128559508394636,1.6439115706398526,0.038420400733761406,0.038431768844362654,1.1368110601248094e-5,0.03842514767106734,0.00863713213209287,2.5608413033365878,tiny
lower_Re_attempt,13,431.2060445599782,8.861353464405232,1.5892858253996638e-9,6.007239821763054e-9,1.653608618341923,1.661393863595662,0.007785245253739026,1.6579265919774722,1.6416981457452864,1.6459253823161857,0.004227236570899295,1.643984487489574,0.03835566733766632,0.03836709846314989,1.1431125483567228e-5,0.03836064202132599,0.008858869718379115,3.5151130783625035,tiny
lower_Re_attempt,14,432.59093147890707,8.847207664226016,1.603258397164184e-9,6.067824868957686e-9,1.6533322352412232,1.6613434751696223,0.008011239928399139,1.6577911498091917,1.6421403354323734,1.6464631648956072,0.004322829463233813,1.6445022300936998,0.03829767166136112,0.038309059527051846,1.1387865690729027e-5,0.03830288079379257,0.009103121429409748,4.899999997291388,tiny
lower_Re_attempt,15,433.2096499091631,8.841901263531362,1.5666622332300512e-9,5.931827471884343e-9,1.6533722008064886,1.6614691746334138,0.008096973826925202,1.657884035308072,1.6424570830268028,1.6468101799217472,0.004353096894944342,1.6448456871206334,0.03828127018494039,0.038292609223094465,1.133903815407622e-5,0.0382865629475594,0.009192955875597675,5.518718427547412,tiny
lower_Re_attempt,16,434.6238634649778,8.831506903100312,1.5764992041457265e-9,5.973338647537111e-9,1.6537444160669492,1.6620109180383413,0.008266501971392115,1.6583614173070422,1.643386605988923,1.6477907894655677,0.004404183476644619,1.6458259689596613,0.038259758530773354,0.03827093437762162,1.1175846848267279e-5,0.03826520180545004,0.00936653014402768,6.932931983362096,tiny
lower_Re_attempt,17,436.0380770224731,8.82301307572565,1.5961870772317593e-9,6.0506031507476025e-9,1.6544259466633082,1.6628403226653092,0.008414376002001012,1.6591344459565243,1.6445463146552823,1.64898243167181,0.004436117016527685,1.6470257131458146,0.038255553088454006,0.038266521032576765,1.0967944122759754e-5,0.038261110864650734,0.009512142644398107,8.347145540857412,tiny
lower_Re_attempt,18,437.45229058094134,8.816006080540793,1.5866761105283767e-9,6.015924341280807e-9,1.6553565004509112,1.663902218977356,0.008545718526444812,1.6601457981142442,1.645892155744672,1.6503473725428535,0.004455216798181505,1.6484040946457734,0.03826479170159152,0.03827552182625126,1.0730124659741325e-5,0.03827043960632292,0.009637336865131402,9.76135909932566,tiny
