      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.246695      0.325874     0.0676927        0.1046      0.118645     0.0155235             0             0       1.10089      0.550445     -0.550445       1.10089
     300      0.246689      0.325865     0.0676912      0.104599      0.118645     0.0155231             0             0       1.10084       0.55042      -0.55042       1.10084
  299.98      0.246683      0.325856     0.0676898      0.104598      0.118645     0.0155227             0             0       1.10079      0.550396     -0.550396       1.10079
 280.388      0.240679      0.317273      0.066421      0.103818      0.118924       0.01519             0             0       1.05665      0.528325     -0.528325       1.05665
 269.567      0.237333      0.312451     0.0657421       0.10347       0.11921      0.015028             0             0       1.03361      0.516804     -0.516804       1.03361
 258.708      0.233805      0.307371     0.0649972      0.103093      0.119506     0.0148528             0             0       1.01001      0.505003     -0.505003       1.01001
 247.868      0.229979      0.301895     0.0641193      0.102611      0.119729     0.0146404             0             0      0.984775      0.492387     -0.492387      0.984775
 238.796      0.226402      0.296828     0.0632099      0.102046      0.119773     0.0144089             0             0      0.961187      0.480594     -0.480594      0.961187
 230.879      0.222847      0.291857     0.0622108      0.101344      0.119609     0.0141408             0             0      0.937501      0.468751     -0.468751      0.937501
 223.106      0.218751      0.286219      0.060943      0.100344      0.119132      0.013783             0             0       0.90972       0.45486      -0.45486       0.90972
 216.903      0.214813      0.280884     0.0596192     0.0991925      0.118383     0.0133936             0             0      0.882466      0.441233     -0.441233      0.882466
 211.629      0.210735      0.275438     0.0581607     0.0978223      0.117332     0.0129519             0             0      0.853755      0.426877     -0.426877      0.853755
 206.722      0.205983      0.269177     0.0563806     0.0960363      0.115809     0.0124017             0             0      0.819921       0.40996      -0.40996      0.819921
 202.354      0.200445      0.261964     0.0542365     0.0937539      0.113709     0.0117314             0             0      0.780373      0.390187     -0.390187      0.780373
 199.131      0.194878      0.254778      0.052043      0.091295      0.111326     0.0110433             0             0      0.740966      0.370483     -0.370483      0.740966
 196.617      0.188488      0.246587     0.0495093     0.0883129      0.108322     0.0102503             0             0      0.696661      0.348331     -0.348331      0.696661
 194.993      0.180004      0.235788     0.0461519     0.0841236      0.103964    0.00920678             0             0      0.640076      0.320038     -0.320038      0.640076
 194.919      0.178892      0.234379     0.0457134     0.0835552      0.103363    0.00907119             0             0      0.632883      0.316441     -0.316441      0.632883
 194.874      0.177598      0.232741     0.0452037     0.0828882      0.102656    0.00891383             0             0      0.624585      0.312292     -0.312292      0.624585
 194.912      0.175112        0.2296     0.0442257     0.0815882      0.101271    0.00861254             0             0      0.608855      0.304427     -0.304427      0.608855
 195.473      0.170272      0.223506     0.0423252      0.078984     0.0984732    0.00802989             0             0      0.579074      0.289537     -0.289537      0.579074
 197.244      0.163982       0.21564     0.0398564      0.075438     0.0946258    0.00727942             0             0      0.542119      0.271059     -0.271059      0.542119
 200.206      0.158009      0.208237     0.0374971     0.0718677     0.0907189      0.006571             0             0      0.508908      0.254454     -0.254454      0.508908
 204.353      0.152232      0.201136     0.0351945     0.0682252     0.0867051    0.00589334             0             0      0.478411      0.239206     -0.239206      0.478411
 209.496      0.147614      0.195571     0.0332625     0.0650033     0.0831442    0.00533182             0             0      0.455597      0.227799     -0.227799      0.455597
 213.404      0.144755      0.192157     0.0320369     0.0629096      0.080823    0.00498398             0             0      0.441977      0.220988     -0.220988      0.441977
 216.936      0.142595      0.189606     0.0310794     0.0612421     0.0789722    0.00471652             0             0      0.432001         0.216        -0.216      0.432001
 224.523      0.138925      0.185347     0.0293599     0.0581815     0.0755725    0.00424709             0             0      0.415742      0.207871     -0.207871      0.415742
 232.418      0.136112      0.182179     0.0279122     0.0555435     0.0726422    0.00386417             0             0      0.403974      0.201987     -0.201987      0.403974
 240.492      0.133996      0.179891     0.0266831     0.0532643     0.0701127    0.00354908             0             0      0.395675      0.197837     -0.197837      0.395675
 248.659      0.132453      0.178325     0.0256327     0.0512905      0.067925    0.00328775             0             0      0.390125      0.195062     -0.195062      0.390125
