                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               2.1008894                       0                       0           3.2415501e-16  ./initial-2/
                     300               2.1008404                       0                       0           1.9733228e-14  ./initial-1/
                  299.98               2.1007915                       0                       0           2.9880765e-16  ./initial-0/
               280.38785               2.0566495             0.068674637           1.3789031e-05           7.6167857e-15   search-0/
                 269.567               2.0336089              0.10637465           1.7425966e-05           8.0036259e-15   search-1/
               258.70759               2.0100057              0.14427619           1.7967171e-05           1.3486768e-14   search-2/
               247.86751               1.9847746              0.18235346           1.7927086e-05           2.0121201e-14   search-3/
               238.79604               1.9611874               0.2146088           1.7411502e-05            1.978954e-14   search-4/
               230.87856               1.9375013               0.2433078           1.6472465e-05           5.2013915e-15   search-5/
               223.10592                 1.90972              0.27239626           1.9310203e-05           5.8535461e-15   search-6/
               216.90253               1.8824662              0.29680672           1.7919486e-05           1.8234439e-14   search-7/
               211.62888               1.8537547              0.31907315           1.6309888e-05           6.8744608e-15   search-8/
               206.72244               1.8199207              0.34202638           1.7174912e-05           5.5857214e-15   search-9/
               202.35391               1.7803732              0.36582575           1.9143771e-05           1.3312731e-14   search-10/
               199.13076               1.7409662              0.38744247           1.6614205e-05           2.1134363e-14   search-11/
               196.61658               1.6966611              0.41013584           1.6212237e-05           1.9305138e-14   search-12/
                 194.993               1.6400761              0.43760863           1.7939562e-05           4.0955202e-16   search-13/
               194.91933               1.6328827              0.44104149           1.0995096e-06           5.8769824e-14   search-17/
               194.87436               1.6245846              0.44499426           2.1028494e-07           1.1743449e-15   search-19/
               194.91242               1.6088547              0.45248275           3.8185469e-07           5.8797828e-14   search-20/
               195.47256               1.5790742               0.4667807           2.4111537e-06           5.9289187e-14   search-21/
               197.24442               1.5421186               0.4853366           7.3543341e-06           8.0057332e-16   search-22/
               200.20628               1.5089075              0.50397476           9.9686629e-06           4.9900705e-16   search-23/
               204.35291               1.4784114              0.52401897           1.5576953e-05           2.4439765e-14   search-24/
               209.49582               1.4555971              0.54431217           1.4470605e-05           1.8205073e-14   search-25/
               213.40378               1.4419767              0.55886291            1.652052e-05            6.344398e-14   search-26/
               216.93583               1.4320009              0.57155792           1.7181905e-05           5.2417052e-16   search-27/
               224.52268               1.4157417              0.59800516           1.1811517e-05           4.1082948e-15   search-28/
               232.41846               1.4039744              0.62491387           1.7522319e-05           4.2329077e-14   search-29/
               240.49233               1.3956747              0.65211518           1.7320053e-05           3.4003863e-15   search-30/
               248.65892               1.3901247              0.67946504           1.3148674e-05           7.2852074e-15   search-31/
               256.87428               1.3868244              0.70689458           1.0056077e-05           5.7458238e-15   search-32/
               266.88028               1.3853798              0.74025502           1.1289211e-05           3.6378856e-15   search-33/
               276.90199               1.3864474              0.77366456           1.0435809e-05           5.8726368e-15   search-34/
               288.56707               1.3907413              0.81260185           1.1843635e-05           4.6973393e-15   search-35/
               300.21627               1.3985791              0.85161134            1.100393e-05           9.0284282e-15   search-36/
               311.82793               1.4108518              0.89075525           1.0142028e-05           3.8011527e-15   search-37/
               323.36178               1.4298636              0.93025209           1.0467131e-05           2.7872237e-14   search-38/
               334.71229               1.4635865              0.97135149           1.5742128e-05           1.4233933e-15   search-39/
               340.80867               1.5206275               1.0052655           1.7590785e-05           3.0694674e-14   search-40/
               340.84652               1.5246273               1.0071736           4.0797735e-07           1.3102795e-15   search-46/
               340.82469               1.5311153               1.0102627            7.728962e-07           9.3156142e-16   search-47/
               340.47281               1.5446516               1.0168119           3.6593614e-07           3.9084379e-15   search-48/
               338.52307               1.5736247               1.0320577           3.2547886e-06           8.3824904e-14   search-49/
