                     %Lx                     obs                       s                guesserr                   error     directory
               12.215186               1.8342879                       0                       0            2.099975e-14  ./initial-2/
               12.220186               1.8327569                       0                       0           4.2084013e-16  ./initial-1/
               12.225186               1.8312161                       0                       0           2.0679169e-14  ./initial-0/
               12.440906               1.7458445             0.050748716           1.3533744e-05           6.3909762e-16   search-0/
               12.475918                1.720036             0.065118987           6.6859677e-06           2.7287168e-15   search-2/
               12.490858               1.6989656             0.076680388           2.6138103e-06           9.6604399e-15   search-4/
               12.489669               1.6732614             0.090705627            5.771121e-06           1.1995905e-16   search-5/
               12.450673               1.6401671              0.10904254           6.7379349e-06           1.6052442e-16   search-6/
               12.350819               1.6046701              0.13006378           8.3488336e-06           3.3900154e-14   search-7/
               12.190275               1.5717851              0.15230214           9.8883746e-06             3.63931e-15   search-8/
               11.973277               1.5420718              0.17634712           1.6697481e-05           9.2525635e-15   search-9/
               11.747214               1.5191744              0.19866987           1.6800908e-05           9.4060833e-15   search-10/
               11.497456               1.4991805              0.22183721           1.4371344e-05           3.9644045e-14   search-11/
               11.232277               1.4818686              0.24550406           1.1105255e-05           8.9685419e-15   search-12/
               10.905556               1.4643625              0.27389522           1.1581477e-05           1.5791874e-14   search-13/
                10.52652                1.447885              0.30618918           1.2289957e-05           8.0169345e-15   search-14/
               10.139604                1.434301              0.33870714           1.0523027e-05           6.9135169e-15   search-15/
               9.6689074                1.421331              0.37786979           1.1415138e-05           5.1131852e-15   search-16/
               9.1930547               1.4116579              0.41716573            1.011518e-05           2.3830112e-15   search-17/
               8.6294036               1.4043952              0.46346023           1.1706139e-05           9.9555784e-16   search-18/
               8.0624537               1.4018441              0.50987564           1.1692327e-05           3.9176305e-15   search-19/
               7.4936748               1.4048189              0.55644815           1.2248399e-05           1.7674248e-15   search-20/
               6.9249857                1.414917              0.60331004           1.4166342e-05           7.5501125e-15   search-21/
               6.3599319               1.4350612              0.65083778           1.8788201e-05           1.4985977e-14   search-22/
               5.9148724               1.4619433              0.69010044           1.8207362e-05           3.2496816e-14   search-23/
                5.545706               1.4963262              0.72566113           1.6770574e-05           2.1698313e-14   search-24/
               5.2087904               1.5442426              0.76365664           1.9259938e-05           2.7014279e-14   search-25/
                4.985057               1.5917252              0.79538067           1.8628139e-05           6.3881962e-15   search-26/
                4.838709               1.6350518              0.82188117           1.7524867e-05           8.7132528e-15   search-27/
                 4.72927               1.6785596              0.84725327            1.599117e-05           3.0810103e-14   search-28/
                4.649841               1.7203478              0.87096236           1.2857146e-05            2.046891e-14   search-29/
               4.5861015               1.7647412              0.89573978           1.2157712e-05           5.4788476e-14   search-30/
               4.5368133               1.8110897              0.92134833            1.195854e-05            4.611616e-16   search-31/
               4.5002972               1.8584397                0.947356           1.1712291e-05           9.7973532e-14   search-32/
               4.4741461                1.906206              0.97350622           1.1250114e-05           6.5840925e-16   search-33/
               4.4561317               1.9533302              0.99926067           1.0742436e-05            8.409832e-16   search-34/
               4.4440059               1.9986866               1.0240282           1.0173095e-05           4.5255088e-16   search-35/
               4.4351754               2.0445364               1.0490554           1.2492189e-05           2.0966168e-15   search-36/
               4.4281989                2.090528               1.0741562           1.2538858e-05           3.6982034e-15   search-37/
               4.4217068               2.1361764               1.0990688           1.0034974e-05           2.6122696e-15   search-38/
               4.4138924               2.1844365               1.1254085           1.0541826e-05            1.067331e-15   search-39/
