Lx,Lz,id,min_Re
13.75,9.333333333333334,1,111.22607477567664
12.5,8.333333333333334,1,107.08731794482176
11.25,7.333333333333333,1,280.8775156609697
11.25,7.333333333333333,2,288.7257447166719
11.25,7.333333333333333,3,104.20948580538963
11.25,7.333333333333333,4,278.54933531471
10.0,6.333333333333333,1,103.32910950989432
10.0,6.333333333333333,2,291.287953737061
7.5,4.333333333333333,1,116.3393392508258
7.5,4.333333333333333,2,199.09919112359117
8.75,5.333333333333333,1,223.56690720435844
6.25,3.3333333333333335,1,145.6578031866989
6.25,3.3333333333333335,2,145.65780310793502
5.0,2.0,1,246.10801232055863
13.75,9.666666666666666,1,112.30665511850104
13.75,9.666666666666666,2,273.95011760131075
12.5,8.666666666666666,1,107.70664548073306
12.5,8.666666666666666,2,262.64729132530454
11.25,7.666666666666667,1,104.20776037338877
11.25,7.666666666666667,2,283.9633028323699
11.25,7.666666666666667,3,296.74897227122636
11.25,7.666666666666667,4,265.0075150172602
10.0,6.666666666666667,1,277.76011621148444
10.0,6.666666666666667,2,102.41583245665115
10.0,6.666666666666667,3,274.9516656059407
10.0,6.666666666666667,4,277.7601160226913
10.0,6.666666666666667,5,273.5313812503458
8.75,5.666666666666667,1,103.57023230762061
7.5,4.666666666666667,1,110.58848521200876
6.25,3.6666666666666665,1,131.23798762843526
6.25,3.6666666666666665,2,203.10050364006926
5.0,2.3333333333333335,1,243.71349265172256
5.0,2.3333333333333335,2,235.954915954927
5.0,2.3333333333333335,3,235.9549161464561
5.0,2.3333333333333335,4,243.7134919712905
13.75,10.0,1,113.80460620346298
12.5,9.0,1,108.80703411493236
11.25,8.0,1,297.0988653213131
11.25,8.0,2,104.78283035026816
10.0,7.0,1,297.1715294422135
10.0,7.0,2,263.31521771087347
10.0,7.0,3,102.246713719425
10.0,7.0,4,262.80607580120625
10.0,7.0,5,265.00772235832096
8.75,6.0,1,102.20754282929742
8.75,6.0,2,289.14877067242145
7.5,5.0,1,106.91083888388452
6.25,4.0,1,121.97764500845238
5.0,2.6666666666666665,1,188.93511100191083
5.0,2.6666666666666665,2,248.9009057490698
5.0,2.6666666666666665,3,248.90090591458835
12.5,9.333333333333334,1,110.41485595847479
11.25,8.333333333333334,1,105.95631745256222
10.0,7.333333333333333,1,266.0805824361566
10.0,7.333333333333333,2,257.903016031347
10.0,7.333333333333333,3,102.82395216555189
8.75,6.333333333333333,1,272.22164345535987
8.75,6.333333333333333,2,276.65728470864167
7.5,5.333333333333333,1,288.6961714147252
7.5,5.333333333333333,2,104.9654659398285
7.5,5.333333333333333,3,288.6961716125084
6.25,4.333333333333333,1,116.47325867691691
5.0,3.0,1,217.36006898753126
5.0,3.0,2,162.35804621742068
12.5,9.666666666666666,1,112.57188557236324
11.25,8.666666666666666,1,107.77202535974462
11.25,8.666666666666666,2,243.59781341185342
10.0,7.666666666666667,1,104.18720094288406
10.0,7.666666666666667,2,259.95381621539497
10.0,7.666666666666667,3,272.02854481226433
8.75,6.666666666666667,1,276.5386280116247
8.75,6.666666666666667,2,255.34520562984022
8.75,6.666666666666667,3,102.59730066882305
7.5,5.666666666666667,1,260.129384058987
7.5,5.666666666666667,2,275.7426022214063
7.5,5.666666666666667,3,235.2432976403836
