                     %Lx                     obs                       s                guesserr                   error     directory
               7.8265967               1.6193734                       0                       0           3.7287849e-14  ./initial-2/
               7.8165967               1.6236851                       0                       0           3.9288515e-14  ./initial-1/
               7.8065967               1.6281845                       0                       0           4.1767686e-14  ./initial-0/
               7.6853049               1.7160551             0.059350831            1.308924e-05           6.3979995e-14   search-0/
               7.6701255               1.7441526             0.076764195           1.6564704e-05           5.1605939e-15   search-1/
               7.6725084               1.8311534              0.13034738           1.1358914e-05           9.5297714e-16   search-2/
               7.7228044               1.9149232              0.18233948           1.9752333e-05           9.3377547e-15   search-3/
               7.7813102               1.9810928              0.22377387           1.6753498e-05           5.5066804e-16   search-4/
               7.8561571               2.0563558              0.27110578           1.6479802e-05           2.4262012e-16   search-5/
               7.9293246               2.1312982              0.31820113           1.6420262e-05           1.3403283e-16   search-6/
                7.991005               2.2044362              0.36393151           1.7042934e-05           2.6226737e-16   search-7/
               8.0353553               2.2751006              0.40782081           1.7650256e-05            4.130394e-16   search-8/
               8.0603929               2.3449923              0.45098491           1.8556924e-05           3.8388617e-15   search-9/
               8.0646081               2.3715724              0.46736401           5.7808387e-06           1.8532822e-16   search-11/
               8.0656164               2.4140886              0.49354936           6.5832055e-06           2.5222853e-15   search-12/
               8.0595464               2.4646949              0.52472657           9.9677531e-06           8.0788839e-16   search-13/
               8.0491574               2.5178557              0.55749437           1.3320853e-05           9.3552414e-16   search-14/
                8.037814               2.5843637              0.59848119           1.8468673e-05           2.0358072e-14   search-15/
                8.032601               2.6308955              0.62714713           1.8490619e-05           7.8760973e-15   search-16/
               8.0300071               2.6569877              0.64322027           1.8313976e-05           2.2313671e-15   search-17/
               8.0265126               2.6861077              0.66116035           1.2448374e-05           1.4688491e-15   search-18/
               8.0211178               2.7170143              0.68020771           1.0765245e-05            3.988327e-16   search-19/
