physical_id,case,group,direction,step,Re,input
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,1,300.02,1.7801472
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,2,300.0,1.7802295
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,3,299.98,1.7803118
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,4,292.19851,1.8107881
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,5,288.50455,1.8237864
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,6,285.44242,1.8334486
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,7,282.84671,1.84047
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,8,280.82951,1.8446887
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,9,279.6303,1.8460336
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,10,279.28958,1.8458633
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,11,279.20407,1.845647
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,12,279.12576,1.8450164
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,13,279.12382,1.8449172
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,14,279.1254,1.8447033
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,15,279.15203,1.8442089
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,16,279.30218,1.8430059
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,17,279.56124,1.8416472
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,18,279.92745,1.8401193
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,19,280.45106,1.8382666
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,20,281.18438,1.8360083
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,21,282.16889,1.8333313
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,22,283.45172,1.8302238
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,23,285.08704,1.8266762
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,24,287.13167,1.8226922
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,25,289.64473,1.8182863
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,26,292.68861,1.8134782
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,27,296.3293,1.8082887
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,28,300.63681,1.802735
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,29,305.68616,1.7968252
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,30,311.55864,1.790553
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,31,318.34321,1.7838932
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,32,326.13765,1.7767985
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,33,335.04853,1.7691997
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,34,345.18833,1.7610114
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,35,356.66679,1.7521466
re300_lx2pi_lzpi_004,re300_lx2pi_lzpi,G,minus,36,369.57296,1.7425456
