physical_id,case,catalog_source,Re,Lx,Lz,shear,L2,groups,representative_group,representative_J,representative_K,representative_L,ode,dns,dns_ode_comparison,dns_bifurcation,dns_bifurcation_points,E3D,dissipation,D_total,wall_shear,I_total,leading_lambda_re,leading_lambda_im,n_unstable,eigen_lambda,leading_eigenvector,literature,dedup_component_id,dedup_component_size,dedup_status,dedup_members,dedup_edge_count
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,eqb_catalog,300.0,6.283185307179586,3.141592653589793,0.869302,0.197445,G,G,2,4,5,equilibria/re300_lx2pi_lzpi_005/representative.asc,equilibria/re300_lx2pi_lzpi_005/ubest.nc,equilibria/re300_lx2pi_lzpi_005/images/dns_ode_comparison.png,equilibria/re300_lx2pi_lzpi_005/bifurcations/dns_combined_curve.csv,61,0.0838262,0.869302,1.869302,0.869302,1.869302,0.1529996316391552,0.0,9,equilibria/re300_lx2pi_lzpi_005/eigen/lambda.asc,equilibria/re300_lx2pi_lzpi_005/eigen/ef1.nc,,,1,single,re300_lx2pi_lzpi_005,0
re400_lx10_lz6_001,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.10851e-13,3.4691e-14,"A,C,E,G",E,2,4,9,equilibria/re400_lx10_lz6_001/representative.asc,equilibria/re400_lx10_lz6_001/ubest.nc,,,0,9.11918e-16,7.36417e-27,1.0,7.34014e-14,1.0000000000000735,-0.008964793679996813,0.0,0,equilibria/re400_lx10_lz6_001/eigen/lambda.asc,equilibria/re400_lx10_lz6_001/eigen/ef1.nc,,,1,single,re400_lx10_lz6_001,0
re400_lx10_lz6_008,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.261529,0.0987623,"A,B,C",C,2,4,7,equilibria/re400_lx10_lz6_008/representative.asc,equilibria/re400_lx10_lz6_008/ubest.nc,equilibria/re400_lx10_lz6_008/images/dns_ode_comparison.png,equilibria/re400_lx10_lz6_008/bifurcations/dns_combined_curve.csv,60,0.0324224,0.261529,1.261529,0.261529,1.261529,0.07572412512286884,0.0,7,equilibria/re400_lx10_lz6_008/eigen/lambda.asc,equilibria/re400_lx10_lz6_008/eigen/ef1.nc,,,1,single,re400_lx10_lz6_008,0
re400_lx10_lz6_011,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.405024,0.144998,"A,D,E,G",A,1,3,5,equilibria/re400_lx10_lz6_011/representative.asc,equilibria/re400_lx10_lz6_011/ubest.nc,equilibria/re400_lx10_lz6_011/images/dns_ode_comparison.png,equilibria/re400_lx10_lz6_011/bifurcations/dns_combined_curve.csv,52,0.0721096,0.405024,1.405024,0.405024,1.405024,0.02813136171813386,-0.0057645340285781615,6,equilibria/re400_lx10_lz6_011/eigen/lambda.asc,equilibria/re400_lx10_lz6_011/eigen/ef1.nc,,,1,single,re400_lx10_lz6_011,0
re400_lx10_lz6_012,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.419658,0.157738,"A,B,C,E",A,2,4,6,equilibria/re400_lx10_lz6_012/representative.asc,equilibria/re400_lx10_lz6_012/ubest.nc,equilibria/re400_lx10_lz6_012/images/dns_ode_comparison.png,,0,0.0418617,0.419658,1.419658,0.419658,1.419658,0.16228823580410037,0.0,11,equilibria/re400_lx10_lz6_012/eigen/lambda.asc,equilibria/re400_lx10_lz6_012/eigen/ef1.nc,,,1,single,re400_lx10_lz6_012,0
re400_lx10_lz6_014,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.603132,0.26902,A,A,2,4,7,equilibria/re400_lx10_lz6_014/representative.asc,equilibria/re400_lx10_lz6_014/ubest.nc,equilibria/re400_lx10_lz6_014/images/dns_ode_comparison.png,equilibria/re400_lx10_lz6_014/bifurcations/dns_combined_curve.csv,57,0.0224275,0.603132,1.603132,0.603132,1.603132,0.047508697997450756,0.0,2,equilibria/re400_lx10_lz6_014/eigen/lambda.asc,equilibria/re400_lx10_lz6_014/eigen/ef1.nc,,,1,single,re400_lx10_lz6_014,0
re400_lx10_lz6_024,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.10926,0.223795,A,A,2,4,7,equilibria/re400_lx10_lz6_024/representative.asc,equilibria/re400_lx10_lz6_024/ubest.nc,equilibria/re400_lx10_lz6_024/images/dns_ode_comparison.png,,0,,,,,,0.16728138040143758,0.0,18,equilibria/re400_lx10_lz6_024/eigen/lambda.asc,equilibria/re400_lx10_lz6_024/eigen/ef1.nc,,,1,single,re400_lx10_lz6_024,0
re400_lx10_lz6_003,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.131507,0.0807176,"B,C,D,E,F,G",B,3,5,11,equilibria/re400_lx10_lz6_003/representative.asc,equilibria/re400_lx10_lz6_003/ubest.nc,equilibria/re400_lx10_lz6_003/images/dns_ode_comparison.png,equilibria/re400_lx10_lz6_003/bifurcations/dns_combined_curve.csv,58,0.0369585,0.131507,1.131507,0.131507,1.131507,0.0464087359093081,0.0,3,equilibria/re400_lx10_lz6_003/eigen/lambda.asc,equilibria/re400_lx10_lz6_003/eigen/ef1.nc,,,1,single,re400_lx10_lz6_003,0
re400_lx10_lz6_010,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.283843,0.119763,B,B,2,4,5,equilibria/re400_lx10_lz6_010/representative.asc,equilibria/re400_lx10_lz6_010/ubest.nc,equilibria/re400_lx10_lz6_010/images/dns_ode_comparison.png,,0,0.0424292,0.283843,1.283843,0.283843,1.283843,0.12055952855883541,0.0,8,equilibria/re400_lx10_lz6_010/eigen/lambda.asc,equilibria/re400_lx10_lz6_010/eigen/ef1.nc,,,1,single,re400_lx10_lz6_010,0
re400_lx10_lz6_026,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.22409,0.265099,B,B,2,4,9,equilibria/re400_lx10_lz6_026/representative.asc,equilibria/re400_lx10_lz6_026/ubest.nc,equilibria/re400_lx10_lz6_026/images/dns_ode_comparison.png,,0,0.112318,1.22409,2.22409,1.22409,2.22409,0.22700054472843378,0.0,13,equilibria/re400_lx10_lz6_026/eigen/lambda.asc,equilibria/re400_lx10_lz6_026/eigen/ef1.nc,,,1,single,re400_lx10_lz6_026,0
re400_lx10_lz6_032,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.90712,0.339282,B,B,2,4,5,equilibria/re400_lx10_lz6_032/representative.asc,equilibria/re400_lx10_lz6_032/ubest.nc,equilibria/re400_lx10_lz6_032/images/dns_ode_comparison.png,,0,0.0424292,0.283843,1.283843,0.283843,1.283843,0.1401903081256621,0.0,24,equilibria/re400_lx10_lz6_032/eigen/lambda.asc,equilibria/re400_lx10_lz6_032/eigen/ef1.nc,,,1,single,re400_lx10_lz6_032,0
re400_lx10_lz6_006,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.207388,0.0928868,"C,D",D,2,4,9,equilibria/re400_lx10_lz6_006/representative.asc,equilibria/re400_lx10_lz6_006/ubest.nc,equilibria/re400_lx10_lz6_006/images/dns_ode_comparison.png,,0,0.0518974,0.207388,1.207388,0.207388,1.207388,0.04950091118409056,0.0,2,equilibria/re400_lx10_lz6_006/eigen/lambda.asc,equilibria/re400_lx10_lz6_006/eigen/ef1.nc,,,1,single,re400_lx10_lz6_006,0
re400_lx10_lz6_018,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.830027,0.212146,C,C,1,3,5,equilibria/re400_lx10_lz6_018/representative.asc,equilibria/re400_lx10_lz6_018/ubest.nc,equilibria/re400_lx10_lz6_018/images/dns_ode_comparison.png,,0,0.091239,0.830027,1.8300269999999998,0.830027,1.8300269999999998,0.08514208150919629,0.0,8,equilibria/re400_lx10_lz6_018/eigen/lambda.asc,equilibria/re400_lx10_lz6_018/eigen/ef1.nc,,,1,single,re400_lx10_lz6_018,0
re400_lx10_lz6_020,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.00971,0.237853,C,C,1,4,5,equilibria/re400_lx10_lz6_020/representative.asc,equilibria/re400_lx10_lz6_020/ubest.nc,equilibria/re400_lx10_lz6_020/images/dns_ode_comparison.png,,0,,,,,,0.3514317674056567,0.03444056241134131,20,equilibria/re400_lx10_lz6_020/eigen/lambda.asc,equilibria/re400_lx10_lz6_020/eigen/ef1.nc,,,1,single,re400_lx10_lz6_020,0
re400_lx10_lz6_029,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.33606,0.294634,C,C,1,3,5,equilibria/re400_lx10_lz6_029/representative.asc,equilibria/re400_lx10_lz6_029/ubest.nc,equilibria/re400_lx10_lz6_029/images/dns_ode_comparison.png,,0,0.107342,1.33606,2.33606,1.33606,2.33606,0.30349945597487354,-0.006099985998178508,19,equilibria/re400_lx10_lz6_029/eigen/lambda.asc,equilibria/re400_lx10_lz6_029/eigen/ef1.nc,,,1,single,re400_lx10_lz6_029,0
re400_lx10_lz6_031,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.41046,0.309908,C,C,2,4,6,equilibria/re400_lx10_lz6_031/representative.asc,equilibria/re400_lx10_lz6_031/ubest.nc,equilibria/re400_lx10_lz6_031/images/dns_ode_comparison.png,,0,0.0949669,1.41046,2.41046,1.41046,2.41046,0.11008249989338786,0.0,19,equilibria/re400_lx10_lz6_031/eigen/lambda.asc,equilibria/re400_lx10_lz6_031/eigen/ef1.nc,,,1,single,re400_lx10_lz6_031,0
re400_lx10_lz6_005,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.173827,0.0845575,D,D,1,4,5,equilibria/re400_lx10_lz6_005/representative.asc,equilibria/re400_lx10_lz6_005/ubest.nc,equilibria/re400_lx10_lz6_005/images/dns_ode_comparison.png,,0,0.0520768,0.173827,1.173827,0.173827,1.173827,0.017551320889050606,0.0,5,equilibria/re400_lx10_lz6_005/eigen/lambda.asc,equilibria/re400_lx10_lz6_005/eigen/ef1.nc,,,1,single,re400_lx10_lz6_005,0
re400_lx10_lz6_009,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.276007,0.105251,D,D,2,4,8,equilibria/re400_lx10_lz6_009/representative.asc,equilibria/re400_lx10_lz6_009/ubest.nc,equilibria/re400_lx10_lz6_009/images/dns_ode_comparison.png,,0,,,,,,0.09793020099565863,0.0,9,equilibria/re400_lx10_lz6_009/eigen/lambda.asc,equilibria/re400_lx10_lz6_009/eigen/ef1.nc,,,1,single,re400_lx10_lz6_009,0
re400_lx10_lz6_016,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.697371,0.200136,D,D,1,3,5,equilibria/re400_lx10_lz6_016/representative.asc,equilibria/re400_lx10_lz6_016/ubest.nc,equilibria/re400_lx10_lz6_016/images/dns_ode_comparison.png,,0,0.0889379,0.697371,1.697371,0.697371,1.697371,0.1691021746549474,0.0,9,equilibria/re400_lx10_lz6_016/eigen/lambda.asc,equilibria/re400_lx10_lz6_016/eigen/ef1.nc,,,1,single,re400_lx10_lz6_016,0
re400_lx10_lz6_013,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.507104,0.320622,"E,G",E,2,4,8,equilibria/re400_lx10_lz6_013/representative.asc,equilibria/re400_lx10_lz6_013/ubest.nc,equilibria/re400_lx10_lz6_013/images/dns_ode_comparison.png,,0,0.029342,0.507104,1.507104,0.507104,1.507104,0.026388325279835607,0.0,2,equilibria/re400_lx10_lz6_013/eigen/lambda.asc,equilibria/re400_lx10_lz6_013/eigen/ef1.nc,,,1,single,re400_lx10_lz6_013,0
re400_lx10_lz6_021,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.01334,0.244266,E,E,2,4,8,equilibria/re400_lx10_lz6_021/representative.asc,equilibria/re400_lx10_lz6_021/ubest.nc,equilibria/re400_lx10_lz6_021/images/dns_ode_comparison.png,,0,0.0374886,0.909759,1.909759,0.843119,1.843119,0.11429659034755618,0.008705254926753246,9,equilibria/re400_lx10_lz6_021/eigen/lambda.asc,equilibria/re400_lx10_lz6_021/eigen/ef1.nc,,,1,single,re400_lx10_lz6_021,0
re400_lx10_lz6_022,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.02892,0.25144,E,E,2,4,7,equilibria/re400_lx10_lz6_022/representative.asc,equilibria/re400_lx10_lz6_022/ubest.nc,equilibria/re400_lx10_lz6_022/images/dns_ode_comparison.png,,0,0.0699414,0.599559,1.599559,0.597604,1.597604,0.10982630918051438,-0.0425060268290428,10,equilibria/re400_lx10_lz6_022/eigen/lambda.asc,equilibria/re400_lx10_lz6_022/eigen/ef1.nc,,,1,single,re400_lx10_lz6_022,0
re400_lx10_lz6_023,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.1023,0.407408,E,E,3,4,9,equilibria/re400_lx10_lz6_023/representative.asc,equilibria/re400_lx10_lz6_023/ubest.nc,equilibria/re400_lx10_lz6_023/images/dns_ode_comparison.png,,0,0.0392368,1.1023,2.1023,1.1023,2.1023,0.036411796638857054,-0.025813497318980333,4,equilibria/re400_lx10_lz6_023/eigen/lambda.asc,equilibria/re400_lx10_lz6_023/eigen/ef1.nc,,,1,single,re400_lx10_lz6_023,0
re400_lx10_lz6_025,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.17228,0.233655,E,E,2,4,6,equilibria/re400_lx10_lz6_025/representative.asc,equilibria/re400_lx10_lz6_025/ubest.nc,equilibria/re400_lx10_lz6_025/images/dns_ode_comparison.png,,0,0.104811,1.17228,2.1722799999999998,1.17228,2.1722799999999998,0.1804991931708248,0.0,19,equilibria/re400_lx10_lz6_025/eigen/lambda.asc,equilibria/re400_lx10_lz6_025/eigen/ef1.nc,,,1,single,re400_lx10_lz6_025,0
re400_lx10_lz6_028,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.33369,0.275127,E,E,1,3,5,equilibria/re400_lx10_lz6_028/representative.asc,equilibria/re400_lx10_lz6_028/ubest.nc,equilibria/re400_lx10_lz6_028/images/dns_ode_comparison.png,,0,0.0721096,0.405024,1.405024,0.405024,1.405024,0.07150106556641277,-0.08929645277433972,12,equilibria/re400_lx10_lz6_028/eigen/lambda.asc,equilibria/re400_lx10_lz6_028/eigen/ef1.nc,,,1,single,re400_lx10_lz6_028,0
re400_lx10_lz6_030,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.36828,0.279099,E,E,2,4,9,equilibria/re400_lx10_lz6_030/representative.asc,equilibria/re400_lx10_lz6_030/ubest.nc,equilibria/re400_lx10_lz6_030/images/dns_ode_comparison.png,,0,,,,,,0.07410210623173184,0.0,18,equilibria/re400_lx10_lz6_030/eigen/lambda.asc,equilibria/re400_lx10_lz6_030/eigen/ef1.nc,,,1,single,re400_lx10_lz6_030,0
re400_lx10_lz6_027,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,1.30284,0.251724,F,F,2,4,8,equilibria/re400_lx10_lz6_027/representative.asc,equilibria/re400_lx10_lz6_027/ubest.nc,equilibria/re400_lx10_lz6_027/images/dns_ode_comparison.png,,0,0.093364,1.30284,2.3028399999999998,1.30284,2.3028399999999998,0.22271793604240353,0.0,26,equilibria/re400_lx10_lz6_027/eigen/lambda.asc,equilibria/re400_lx10_lz6_027/eigen/ef1.nc,,,1,single,re400_lx10_lz6_027,0
re400_lx10_lz6_002,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.111429,0.0674867,G,G,2,4,5,equilibria/re400_lx10_lz6_002/representative.asc,equilibria/re400_lx10_lz6_002/ubest.nc,equilibria/re400_lx10_lz6_002/images/dns_ode_comparison.png,,0,0.0400788,0.111429,1.111429,0.111429,1.111429,0.033811929183874344,0.0,4,equilibria/re400_lx10_lz6_002/eigen/lambda.asc,equilibria/re400_lx10_lz6_002/eigen/ef1.nc,,,1,single,re400_lx10_lz6_002,0
re400_lx10_lz6_004,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.151885,0.0843729,G,G,2,4,5,equilibria/re400_lx10_lz6_004/representative.asc,equilibria/re400_lx10_lz6_004/ubest.nc,equilibria/re400_lx10_lz6_004/images/dns_ode_comparison.png,,0,0.0369959,0.151884,1.151884,0.151885,1.151885,0.05016983027920962,0.0,3,equilibria/re400_lx10_lz6_004/eigen/lambda.asc,equilibria/re400_lx10_lz6_004/eigen/ef1.nc,,,1,single,re400_lx10_lz6_004,0
re400_lx10_lz6_007,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.219208,0.0956772,G,G,1,4,5,equilibria/re400_lx10_lz6_007/representative.asc,equilibria/re400_lx10_lz6_007/ubest.nc,equilibria/re400_lx10_lz6_007/images/dns_ode_comparison.png,,0,0.0539565,0.219208,1.219208,0.219208,1.219208,0.04669373954410978,0.0,4,equilibria/re400_lx10_lz6_007/eigen/lambda.asc,equilibria/re400_lx10_lz6_007/eigen/ef1.nc,,,1,single,re400_lx10_lz6_007,0
re400_lx10_lz6_015,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.638896,0.164839,G,G,2,4,5,equilibria/re400_lx10_lz6_015/representative.asc,equilibria/re400_lx10_lz6_015/ubest.nc,equilibria/re400_lx10_lz6_015/images/dns_ode_comparison.png,,0,,,,,,0.08119311005981131,0.0,14,equilibria/re400_lx10_lz6_015/eigen/lambda.asc,equilibria/re400_lx10_lz6_015/eigen/ef1.nc,,,1,single,re400_lx10_lz6_015,0
re400_lx10_lz6_017,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.814528,0.280465,G,G,2,4,5,equilibria/re400_lx10_lz6_017/representative.asc,equilibria/re400_lx10_lz6_017/ubest.nc,equilibria/re400_lx10_lz6_017/images/dns_ode_comparison.png,,0,,,,,,0.05754123485997919,0.0014681214712257292,9,equilibria/re400_lx10_lz6_017/eigen/lambda.asc,equilibria/re400_lx10_lz6_017/eigen/ef1.nc,,,1,single,re400_lx10_lz6_017,0
re400_lx10_lz6_019,re400_lx10_lz6,eqb_catalog,400.0,10.0,6.0,0.895123,0.219999,G,G,1,4,5,equilibria/re400_lx10_lz6_019/representative.asc,equilibria/re400_lx10_lz6_019/ubest.nc,equilibria/re400_lx10_lz6_019/images/dns_ode_comparison.png,,0,0.0985376,0.894966,1.8949660000000002,0.895123,1.895123,0.16732888824352288,0.0843151116276339,13,equilibria/re400_lx10_lz6_019/eigen/lambda.asc,equilibria/re400_lx10_lz6_019/eigen/ef1.nc,,,1,single,re400_lx10_lz6_019,0
re400_lx2pi_lzpi_001,re400_lx2pi_lzpi,eqb_catalog,400.0,6.283185307179586,3.141592653589793,8.26677e-13,4.53974e-13,"A,B,C,G",A,2,4,6,equilibria/re400_lx2pi_lzpi_001/representative.asc,equilibria/re400_lx2pi_lzpi_001/ubest.nc,,,0,5.91799e-14,1.4944e-24,1.0,8.4137e-13,1.0000000000008413,-0.006168519090076506,0.0,0,equilibria/re400_lx2pi_lzpi_001/eigen/lambda.asc,equilibria/re400_lx2pi_lzpi_001/eigen/ef1.nc,,,1,single,re400_lx2pi_lzpi_001,0
re400_lx2pi_lzpi_002,re400_lx2pi_lzpi,eqb_catalog,400.0,6.283185307179586,3.141592653589793,0.192372,0.0859584,"A,B,C,D,F,G",C,3,5,9,equilibria/re400_lx2pi_lzpi_002/representative.asc,equilibria/re400_lx2pi_lzpi_002/ubest.nc,equilibria/re400_lx2pi_lzpi_002/images/dns_ode_comparison.png,,0,0.032456,0.192372,1.192372,0.192372,1.192372,0.0696416129795016,0.0,2,equilibria/re400_lx2pi_lzpi_002/eigen/lambda.asc,equilibria/re400_lx2pi_lzpi_002/eigen/ef1.nc,,,1,single,re400_lx2pi_lzpi_002,0
re400_lx2pi_lzpi_004,re400_lx2pi_lzpi,eqb_catalog,400.0,6.283185307179586,3.141592653589793,0.76576,0.198195,B,B,1,3,5,equilibria/re400_lx2pi_lzpi_004/representative.asc,equilibria/re400_lx2pi_lzpi_004/ubest.nc,equilibria/re400_lx2pi_lzpi_004/images/dns_ode_comparison.png,,0,0.0720641,0.76576,1.76576,0.76576,1.76576,0.13912172769185807,0.0,8,equilibria/re400_lx2pi_lzpi_004/eigen/lambda.asc,equilibria/re400_lx2pi_lzpi_004/eigen/ef1.nc,,,1,single,re400_lx2pi_lzpi_004,0
re400_lx2pi_lzpi_009,re400_lx2pi_lzpi,eqb_catalog,400.0,6.283185307179586,3.141592653589793,4.39284,0.43619,"C,F",C,1,3,5,equilibria/re400_lx2pi_lzpi_009/representative.asc,equilibria/re400_lx2pi_lzpi_009/ubest.nc,equilibria/re400_lx2pi_lzpi_009/images/dns_ode_comparison.png,,0,0.202616,4.39284,5.39284,4.39284,5.39284,0.1748646450222589,0.0,21,equilibria/re400_lx2pi_lzpi_009/eigen/lambda.asc,equilibria/re400_lx2pi_lzpi_009/eigen/ef1.nc,,,1,single,re400_lx2pi_lzpi_009,0
re400_lx2pi_lzpi_007,re400_lx2pi_lzpi,eqb_catalog,400.0,6.283185307179586,3.141592653589793,1.23126,0.239933,D,D,1,3,5,equilibria/re400_lx2pi_lzpi_007/representative.asc,equilibria/re400_lx2pi_lzpi_007/ubest.nc,equilibria/re400_lx2pi_lzpi_007/images/dns_ode_comparison.png,,0,0.108707,1.23126,2.23126,1.23126,2.23126,0.1573562862103215,0.0,14,equilibria/re400_lx2pi_lzpi_007/eigen/lambda.asc,equilibria/re400_lx2pi_lzpi_007/eigen/ef1.nc,,,1,single,re400_lx2pi_lzpi_007,0
re400_lx2pi_lzpi_008,re400_lx2pi_lzpi,eqb_catalog,400.0,6.283185307179586,3.141592653589793,2.96315,0.379829,D,D,2,4,5,equilibria/re400_lx2pi_lzpi_008/representative.asc,equilibria/re400_lx2pi_lzpi_008/ubest.nc,equilibria/re400_lx2pi_lzpi_008/images/dns_ode_comparison.png,,0,,,,,,0.11219856086107534,0.0,24,equilibria/re400_lx2pi_lzpi_008/eigen/lambda.asc,equilibria/re400_lx2pi_lzpi_008/eigen/ef1.nc,,,1,single,re400_lx2pi_lzpi_008,0
re400_lx2pi_lzpi_003,re400_lx2pi_lzpi,eqb_catalog,400.0,6.283185307179586,3.141592653589793,0.413657,0.231055,E,E,3,5,9,equilibria/re400_lx2pi_lzpi_003/representative.asc,equilibria/re400_lx2pi_lzpi_003/ubest.nc,equilibria/re400_lx2pi_lzpi_003/images/dns_ode_comparison.png,,0,0.0233922,0.413657,1.413657,0.413657,1.413657,0.04739484930630479,0.0,1,equilibria/re400_lx2pi_lzpi_003/eigen/lambda.asc,equilibria/re400_lx2pi_lzpi_003/eigen/ef1.nc,,,1,single,re400_lx2pi_lzpi_003,0
re400_lx2pi_lzpi_005,re400_lx2pi_lzpi,eqb_catalog,400.0,6.283185307179586,3.141592653589793,0.874244,0.196106,E,E,2,4,5,equilibria/re400_lx2pi_lzpi_005/representative.asc,equilibria/re400_lx2pi_lzpi_005/ubest.nc,equilibria/re400_lx2pi_lzpi_005/images/dns_ode_comparison.png,,0,,,,,,0.15043713973772316,0.0,18,equilibria/re400_lx2pi_lzpi_005/eigen/lambda.asc,equilibria/re400_lx2pi_lzpi_005/eigen/ef1.nc,,,1,single,re400_lx2pi_lzpi_005,0
re400_lx2pi_lzpi_006,re400_lx2pi_lzpi,eqb_catalog,400.0,6.283185307179586,3.141592653589793,0.965829,0.205098,E,E,2,4,6,equilibria/re400_lx2pi_lzpi_006/representative.asc,equilibria/re400_lx2pi_lzpi_006/ubest.nc,equilibria/re400_lx2pi_lzpi_006/images/dns_ode_comparison.png,,0,0.0714645,0.965829,1.965829,0.965829,1.965829,0.19563149096005347,0.0,17,equilibria/re400_lx2pi_lzpi_006/eigen/lambda.asc,equilibria/re400_lx2pi_lzpi_006/eigen/ef1.nc,,,1,single,re400_lx2pi_lzpi_006,0
ghc_re400_alpha1p14_gamma2p5_low_shear_002,ghc_re400_alpha1p14_gamma2p5_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,2.5132741228718345,0.252105,0.0935552,"A,B,C,D,E,F,G",A,1,3,5,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_002/representative.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_002/ubest.nc,,,0,0.0412589,0.252105,1.252105,0.252105,1.252105,0.07070794167578316,0.0,2,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_002/eigen/lambda.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_002/eigen/ef1.nc,"GHC, 2008, EQ7; Sharma, 2020, Pi_2(EQ5) EQ7",,1,single,ghc_re400_alpha1p14_gamma2p5_low_shear_002,0
ghc_re400_alpha1p14_gamma2p5_low_shear_007,ghc_re400_alpha1p14_gamma2p5_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,2.5132741228718345,2.50069,0.333628,B,B,1,3,5,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_007/representative.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_007/ubest.nc,,,0,0.129477,2.50069,3.50069,2.50069,3.50069,0.09027919146386319,-0.4444100193712556,20,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_007/eigen/lambda.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_007/eigen/ef1.nc,,,1,single,ghc_re400_alpha1p14_gamma2p5_low_shear_007,0
ghc_re400_alpha1p14_gamma2p5_low_shear_001,ghc_re400_alpha1p14_gamma2p5_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,2.5132741228718345,6.96834e-13,7.22402e-13,"C,G",C,1,3,5,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_001/representative.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_001/ubest.nc,,,0,3.72055e-15,4.59416e-24,1.0,6.96834e-13,1.0000000000006968,-0.00616850051102296,0.0,0,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_001/eigen/lambda.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_001/eigen/ef1.nc,,,1,single,ghc_re400_alpha1p14_gamma2p5_low_shear_001,0
ghc_re400_alpha1p14_gamma2p5_low_shear_003,ghc_re400_alpha1p14_gamma2p5_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,2.5132741228718345,0.317713,0.12589,"E,G",E,1,3,5,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_003/representative.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_003/ubest.nc,,,0,0.0450151,0.317713,1.317713,0.317713,1.317713,0.033973389308748006,-0.017977579816902293,4,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_003/eigen/lambda.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_003/eigen/ef1.nc,"GHC, 2008, EQ3",,1,single,ghc_re400_alpha1p14_gamma2p5_low_shear_003,0
ghc_re400_alpha1p14_gamma2p5_low_shear_004,ghc_re400_alpha1p14_gamma2p5_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,2.5132741228718345,0.429258,0.209125,"E,G",E,1,3,5,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_004/representative.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_004/ubest.nc,,,0,0.0274429,0.429258,1.429258,0.429258,1.429258,0.05007910588990642,0.0,1,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_004/eigen/lambda.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_004/eigen/ef1.nc,"GHC, 2008, EQ1",,1,single,ghc_re400_alpha1p14_gamma2p5_low_shear_004,0
