                     %Lz                     obs                       s                guesserr                   error     directory
               2.8270086               2.1854807                       0                       0           2.1918363e-16  ./initial-2/
               2.8220086               2.1783309                       0                       0           1.8765789e-15  ./initial-1/
               2.8170086               2.1710778                       0                       0           1.9401046e-16  ./initial-0/
               2.7522663               2.0662772             0.057072321           1.2497087e-05           3.3637745e-15   search-0/
               2.7193602               2.0027172             0.088494276           1.6920402e-05           7.6934855e-15   search-1/
               2.6903567               1.9370236              0.12035523           1.8643134e-05           1.0888361e-14   search-2/
               2.6657456               1.8675158              0.15343431           1.9243162e-05           5.2895351e-14   search-3/
               2.6498237               1.8046211              0.18285329           1.8122404e-05           2.1382588e-16   search-4/
               2.6407914               1.7292479              0.21760236           1.7528098e-05           4.7875537e-14   search-5/
               2.6406626               1.7244281              0.21981544           5.5178725e-07           4.7906957e-16   search-10/
               2.6405873               1.7183688              0.22259719           8.0322961e-08           1.3054544e-14   search-12/
               2.6407259               1.7066255               0.2279884           1.1112499e-07           1.0400232e-15   search-13/
               2.6421293               1.6839447              0.23841226           7.6560159e-07           3.6426853e-15   search-14/
               2.6490795                1.642652              0.25752772            5.294371e-06           3.6610922e-14   search-15/
               2.6623595               1.6028602              0.27639125            9.539823e-06            3.458529e-14   search-16/
               2.6820184               1.5662167              0.29459845           1.0056542e-05           1.0163262e-14   search-17/
               2.7131666               1.5275836              0.31548783           1.1894455e-05           1.5463263e-14   search-18/
               2.7534977                1.493167              0.33679217           1.4167962e-05            9.074873e-15   search-19/
               2.8024771               1.4631979              0.35893978           1.8498193e-05           5.4244086e-15   search-20/
               2.8510005               1.4408072              0.37897251           1.6845979e-05           6.5038473e-15   search-21/
               2.9035334               1.4217224              0.39954659           1.4655364e-05           7.0048996e-15   search-22/
               2.9588005               1.4055861              0.42048504           1.1815712e-05           9.6433525e-15   search-23/
               3.0245632               1.3900908              0.44485005           1.1949595e-05           7.0441125e-15   search-24/
               3.1002617                1.375826              0.47246211           1.2298336e-05           5.0159192e-15   search-25/
                3.177205               1.3641841               0.5002464           1.0120145e-05           4.0396165e-15   search-26/
               3.2735011               1.3526089              0.53478092           1.0950326e-05           4.6164537e-15   search-27/
               3.3863266               1.3422043              0.57504581           1.1813169e-05           1.0704573e-14   search-28/
               3.5149739               1.3334503              0.62080972           1.2142326e-05           1.3961865e-15   search-29/
               3.6628301               1.3265033              0.67330066           1.1993051e-05           1.6904959e-15   search-30/
               3.8336365               1.3217153              0.73386708           1.1898411e-05           1.5461537e-14   search-31/
               4.0308682               1.3196805              0.80376385           1.1888084e-05           1.0590989e-14   search-32/
               4.2577898               1.3212822               0.8841786           1.1930365e-05           6.8536304e-15   search-33/
               4.5155271               1.3277608              0.97555815           1.2122515e-05           4.7981584e-15   search-34/
               4.7731305               1.3391158               1.0669906           1.0742386e-05           4.3235511e-15   search-35/
               5.0304508               1.3556091               1.1584878           1.0262475e-05           1.6472859e-15   search-36/
               5.2873054               1.3777885               1.2500739           1.0931953e-05           7.7393484e-15   search-37/
               5.5434439               1.4065406               1.3417932           1.2613894e-05           1.1851756e-14   search-38/
               5.7984919               1.4434803               1.4337485            1.605741e-05           3.8399862e-14   search-39/
