                     %Lz                     obs                       s                guesserr                   error     directory
               2.8245086               2.0190764                       0                       0           7.1063376e-14  ./initial-2/
               2.8220086               2.0147142                       0                       0            1.430454e-14  ./initial-1/
               2.8195086               2.0103058                       0                       0           2.8818937e-16  ./initial-0/
                2.776324               1.9248192             0.021525534           1.3889277e-05            2.523431e-15   search-0/
               2.7564086               1.8761061             0.032214401           1.7758125e-05           5.0685659e-15   search-1/
               2.7409711               1.8297311             0.041829093           1.6388683e-05           2.7680518e-15   search-2/
               2.7288347                1.780291              0.05157921           1.5566918e-05           4.9117758e-15   search-3/
               2.7217575               1.7279765             0.061567474           1.8730644e-05           1.1259689e-14   search-4/
                2.721631               1.6806189             0.070734747           1.6447911e-05           4.5690544e-14   search-5/
                2.728797               1.6344432             0.080448729           1.3118201e-05           1.3638075e-14   search-6/
               2.7436014               1.5920805             0.090903761           1.8680885e-05           1.5201085e-15   search-7/
               2.7593623               1.5635121             0.099378653           1.9976427e-05           6.7830786e-15   search-8/
               2.7779529               1.5386065              0.10813094           1.7720329e-05           1.0971178e-14   search-9/
               2.7985025               1.5171126               0.1170466           1.3561786e-05           6.0949263e-15   search-10/
               2.8204043               1.4985243               0.1260634           1.0427424e-05           2.4395965e-15   search-11/
               2.8484209               1.4790317               0.1371651           1.1145562e-05           9.0791702e-15   search-12/
               2.8816416               1.4601579              0.14994631           1.2054428e-05            5.116781e-15   search-13/
               2.9157179               1.4441287              0.16278829           1.0043506e-05           5.5625718e-15   search-14/
               2.9588906               1.4272574              0.17881022           1.0909666e-05           4.3431083e-15   search-15/
                3.009886               1.4108843              0.19750625           1.1812663e-05           6.3879823e-15   search-16/
               3.0682633               1.3955324              0.21871502           1.2183844e-05           8.2914381e-15   search-17/
               3.1354645               1.3811004              0.24296611           1.2056437e-05            5.967752e-15   search-18/
               3.2130985               1.3675741               0.2708426           1.1975273e-05           4.9848459e-15   search-19/
               3.3027134               1.3550373              0.30290211           1.1962294e-05           7.0832828e-15   search-20/
               3.4061062               1.3435996              0.33978971            1.194946e-05           9.7465714e-15   search-21/
               3.5254294               1.3334033              0.38227605           1.1929193e-05           1.9247865e-15   search-22/
               3.6632038               1.3246503               0.4312619           1.1908817e-05           2.5701919e-15   search-23/
               3.8223556               1.3176322              0.48779185           1.1890391e-05            2.994066e-15   search-24/
               4.0062341               1.3127773              0.55306128           1.1877342e-05            1.336227e-14   search-25/
               4.2184553               1.3107268              0.62836218           1.1884336e-05           1.0136201e-14   search-26/
               4.4620795                1.312438              0.71479355            1.196006e-05           9.4965164e-15   search-27/
               4.7365962               1.3192149              0.81219514           1.2246367e-05           2.4067228e-15   search-28/
               5.0110762               1.3311589               0.9096179           1.1377895e-05           3.0579508e-15   search-29/
               5.2854557                1.348606               1.0070605           1.1537923e-05           5.5661724e-15   search-30/
               5.5596763               1.3720842                1.104523           1.2648593e-05           5.2714688e-15   search-31/
               5.8336742               1.4023242               1.2020064           1.4507622e-05           3.5575139e-14   search-32/
