physical_id,case,Re,Lx,Lz,group,symmetry,shear,L2,is_trivial,source,representative_ubest,all_members
re400_lx10_lz6_031,re400_lx10_lz6,400.0,10.0,6.0,C,"<sxytz, sz>",1.41046,0.309908,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_6/dns_findsoln/sol006/ubest.nc,"on:sol006@J2K4L6"
re400_lx10_lz6_003,re400_lx10_lz6,400.0,10.0,6.0,D,"<sxy, sztx>",0.131507,0.0807176,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/D/jkl_1_4_5/dns_findsoln/sol003/ubest.nc,"on:sol003@J1K4L5;ls:sol004@J1K4L5"
re400_lx10_lz6_005,re400_lx10_lz6,400.0,10.0,6.0,D,"<sxy, sztx>",0.173827,0.0845575,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/D/jkl_1_4_5/dns_findsoln/sol005/ubest.nc,"on:sol005@J1K4L5"
re400_lx10_lz6_006,re400_lx10_lz6,400.0,10.0,6.0,D,"<sxy, sztx>",0.207388,0.0928868,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx10_lz6/D/jkl_2_4_9/dns_findsoln/sol001/ubest.nc,"ls:sol001@J2K4L9;ls:sol005@J1K4L5"
re400_lx10_lz6_009,re400_lx10_lz6,400.0,10.0,6.0,D,"<sxy, sztx>",0.276007,0.105251,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx10_lz6/D/jkl_2_4_8/dns_findsoln/sol002/ubest.nc,"ls:sol002@J2K4L8"
re400_lx10_lz6_011,re400_lx10_lz6,400.0,10.0,6.0,D,"<sxy, sztx>",0.405024,0.144998,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/D/jkl_1_3_5/dns_findsoln/sol001/ubest.nc,"on:sol001@J1K3L5"
re400_lx10_lz6_016,re400_lx10_lz6,400.0,10.0,6.0,D,"<sxy, sztx>",0.697371,0.200136,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/D/jkl_1_3_5/dns_findsoln/sol004/ubest.nc,"on:sol004@J1K3L5;on:sol009@J1K3L5;ls:sol008@J1K3L5"
re400_lx10_lz6_001,re400_lx10_lz6,400.0,10.0,6.0,E,"<sxyz, sztxz>",7.34014e-14,2.69968e-14,true,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/E/jkl_2_4_9/dns_findsoln/sol004/ubest.nc,"on:sol004@J2K4L9;on:sol007@J2K4L6;ls:sol002@J2K4L9;ls:sol004@J2K4L8"
re400_lx10_lz6_003,re400_lx10_lz6,400.0,10.0,6.0,E,"<sxyz, sztxz>",0.131507,0.0807176,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/E/jkl_1_4_5/dns_findsoln/sol012/ubest.nc,"on:sol012@J1K4L5"
re400_lx10_lz6_011,re400_lx10_lz6,400.0,10.0,6.0,E,"<sxyz, sztxz>",0.405024,0.144998,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/E/jkl_1_3_5/dns_findsoln/sol009/ubest.nc,"on:sol009@J1K3L5"
re400_lx10_lz6_012,re400_lx10_lz6,400.0,10.0,6.0,E,"<sxyz, sztxz>",0.419658,0.157738,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/E/jkl_2_4_6/dns_findsoln/sol006/ubest.nc,"on:sol006@J2K4L6"
re400_lx10_lz6_013,re400_lx10_lz6,400.0,10.0,6.0,E,"<sxyz, sztxz>",0.507104,0.320622,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/E/jkl_2_4_8/dns_findsoln/sol003/ubest.nc,"on:sol003@J2K4L8;on:sol008@J2K4L6;ls:sol005@J2K4L8"
re400_lx10_lz6_021,re400_lx10_lz6,400.0,10.0,6.0,E,"<sxyz, sztxz>",1.01334,0.244266,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx10_lz6/E/jkl_2_4_8/dns_findsoln/sol006/ubest.nc,"ls:sol003@J1K4L5;ls:sol006@J2K4L8"
re400_lx10_lz6_022,re400_lx10_lz6,400.0,10.0,6.0,E,"<sxyz, sztxz>",1.02892,0.25144,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx10_lz6/E/jkl_2_4_7/dns_findsoln/sol007/ubest.nc,"ls:sol007@J2K4L7"
re400_lx10_lz6_023,re400_lx10_lz6,400.0,10.0,6.0,E,"<sxyz, sztxz>",1.1023,0.407408,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/E/jkl_3_4_9/dns_findsoln/sol001/ubest.nc,"on:sol001@J3K4L9;on:sol002@J2K4L6;on:sol016@J1K3L5"
re400_lx10_lz6_025,re400_lx10_lz6,400.0,10.0,6.0,E,"<sxyz, sztxz>",1.17228,0.233655,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/E/jkl_2_4_6/dns_findsoln/sol010/ubest.nc,"on:sol010@J2K4L6"
re400_lx10_lz6_028,re400_lx10_lz6,400.0,10.0,6.0,E,"<sxyz, sztxz>",1.33369,0.275127,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx10_lz6/E/jkl_1_3_5/dns_findsoln/sol009/ubest.nc,"ls:sol009@J1K3L5"
re400_lx10_lz6_030,re400_lx10_lz6,400.0,10.0,6.0,E,"<sxyz, sztxz>",1.36828,0.279099,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx10_lz6/E/jkl_2_4_9/dns_findsoln/sol001/ubest.nc,"ls:sol001@J2K4L9"
re400_lx10_lz6_003,re400_lx10_lz6,400.0,10.0,6.0,F,"<sxy, sz, txz>",0.131507,0.0807176,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/F/jkl_1_4_5/dns_findsoln/sol002/ubest.nc,"on:sol002@J1K4L5;ls:sol001@J1K4L5"
re400_lx10_lz6_027,re400_lx10_lz6,400.0,10.0,6.0,F,"<sxy, sz, txz>",1.30284,0.251724,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/F/jkl_2_4_8/dns_findsoln/sol001/ubest.nc,"on:sol001@J2K4L8"
re400_lx10_lz6_001,re400_lx10_lz6,400.0,10.0,6.0,G,"<sxyz>",6.988e-13,1.01021e-12,true,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol001/ubest.nc,"on:sol001@J2K4L5;ls:sol002@J2K4L5;ls:sol005@J2K4L5;ls:sol016@J1K3L5"
re400_lx10_lz6_002,re400_lx10_lz6,400.0,10.0,6.0,G,"<sxyz>",0.111429,0.0674867,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol002/ubest.nc,"on:sol002@J2K4L5;on:sol009@J1K4L5;ls:sol006@J1K4L5;ls:sol012@J2K4L5"
re400_lx10_lz6_003,re400_lx10_lz6,400.0,10.0,6.0,G,"<sxyz>",0.131507,0.0807176,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx10_lz6/G/jkl_1_4_5/dns_findsoln/sol007/ubest.nc,"ls:sol007@J1K4L5"
re400_lx10_lz6_004,re400_lx10_lz6,400.0,10.0,6.0,G,"<sxyz>",0.151885,0.0843729,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol003/ubest.nc,"on:sol003@J2K4L5;ls:sol001@J2K4L5"
re400_lx10_lz6_007,re400_lx10_lz6,400.0,10.0,6.0,G,"<sxyz>",0.219208,0.0956772,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/G/jkl_1_4_5/dns_findsoln/sol005/ubest.nc,"on:sol005@J1K4L5"
re400_lx10_lz6_011,re400_lx10_lz6,400.0,10.0,6.0,G,"<sxyz>",0.405024,0.144998,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol014/ubest.nc,"ls:sol014@J1K3L5"
re400_lx10_lz6_013,re400_lx10_lz6,400.0,10.0,6.0,G,"<sxyz>",0.507104,0.320622,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol008/ubest.nc,"on:sol008@J1K3L5;ls:sol013@J1K3L5"
re400_lx10_lz6_015,re400_lx10_lz6,400.0,10.0,6.0,G,"<sxyz>",0.638896,0.164839,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol010/ubest.nc,"ls:sol010@J2K4L5"
re400_lx10_lz6_017,re400_lx10_lz6,400.0,10.0,6.0,G,"<sxyz>",0.814528,0.280465,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol009/ubest.nc,"ls:sol009@J2K4L5"
re400_lx10_lz6_019,re400_lx10_lz6,400.0,10.0,6.0,G,"<sxyz>",0.895123,0.219999,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/G/jkl_1_4_5/dns_findsoln/sol004/ubest.nc,"on:sol004@J1K4L5"
re400_lx2pi_lzpi_001,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,A,"<sxyz, txz>",8.26677e-13,4.53974e-13,true,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/A/jkl_2_4_6/dns_findsoln/sol001/ubest.nc,"on:sol001@J2K4L6;on:sol002@J2K4L5;ls:sol001@J2K4L6;ls:sol003@J2K4L5"
re400_lx2pi_lzpi_002,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,A,"<sxyz, txz>",0.192372,0.0859584,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/A/jkl_1_3_5/dns_findsoln/sol003/ubest.nc,"on:sol003@J1K3L5;ls:sol002@J1K3L5"
re400_lx2pi_lzpi_001,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,B,"<sxy, sz>",9.59106e-13,3.61109e-13,true,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/B/jkl_2_4_5/dns_findsoln/sol002/ubest.nc,"on:sol002@J2K4L5"
re400_lx2pi_lzpi_002,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,B,"<sxy, sz>",0.192372,0.0859584,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/B/jkl_1_4_5/dns_findsoln/sol001/ubest.nc,"on:sol001@J1K4L5;ls:sol001@J1K4L5"
re400_lx2pi_lzpi_004,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,B,"<sxy, sz>",0.76576,0.198195,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/B/jkl_1_3_5/dns_findsoln/sol003/ubest.nc,"on:sol003@J1K3L5;ls:sol002@J1K3L5;ls:sol003@J1K3L5"
re400_lx2pi_lzpi_001,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,C,"<sxytz, sz>",9.4644e-14,3.46832e-13,true,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/C/jkl_2_4_5/dns_findsoln/sol002/ubest.nc,"on:sol002@J2K4L5;on:sol003@J2K4L5;ls:sol002@J2K4L5"
re400_lx2pi_lzpi_002,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,C,"<sxytz, sz>",0.192372,0.0859584,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/C/jkl_1_4_5/dns_findsoln/sol004/ubest.nc,"on:sol004@J1K4L5;ls:sol001@J3K5L9;ls:sol003@J1K4L5;ls:sol004@J1K4L5"
re400_lx2pi_lzpi_009,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,C,"<sxytz, sz>",4.39284,0.43619,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/C/jkl_1_3_5/dns_findsoln/sol005/ubest.nc,"on:sol005@J1K3L5"
re400_lx2pi_lzpi_002,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,D,"<sxy, sztx>",0.192372,0.0859584,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/D/jkl_1_4_5/dns_findsoln/sol001/ubest.nc,"on:sol001@J1K4L5;ls:sol001@J1K4L5"
re400_lx2pi_lzpi_007,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,D,"<sxy, sztx>",1.23126,0.239933,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/D/jkl_1_3_5/dns_findsoln/sol003/ubest.nc,"on:sol003@J1K3L5"
re400_lx2pi_lzpi_008,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,D,"<sxy, sztx>",2.96315,0.379829,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx2pi_lzpi/D/jkl_2_4_5/dns_findsoln/sol002/ubest.nc,"ls:sol002@J2K4L5"
re400_lx2pi_lzpi_003,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,E,"<sxyz, sztxz>",0.413657,0.231055,false,both,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/E/jkl_3_5_9/dns_findsoln/sol001/ubest.nc,"on:sol001@J3K5L9;on:sol003@J1K3L5;on:sol007@J1K3L5;ls:sol001@J3K5L9"
re400_lx2pi_lzpi_005,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,E,"<sxyz, sztxz>",0.874244,0.196106,false,low_shear,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/low_shear/re400_lx2pi_lzpi/E/jkl_2_4_5/dns_findsoln/sol002/ubest.nc,"ls:sol002@J2K4L5"
re400_lx2pi_lzpi_006,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,E,"<sxyz, sztxz>",0.965829,0.205098,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/E/jkl_2_4_6/dns_findsoln/sol002/ubest.nc,"on:sol002@J2K4L6"
re400_lx2pi_lzpi_002,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,F,"<sxy, sz, txz>",0.192372,0.0859584,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/F/jkl_1_4_5/dns_findsoln/sol001/ubest.nc,"on:sol001@J1K4L5"
re400_lx2pi_lzpi_009,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,F,"<sxy, sz, txz>",4.39284,0.43619,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/F/jkl_1_3_5/dns_findsoln/sol003/ubest.nc,"on:sol003@J1K3L5"
re400_lx2pi_lzpi_001,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,G,"<sxyz>",1.20072e-14,7.82798e-13,true,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/G/jkl_1_4_5/dns_findsoln/sol004/ubest.nc,"on:sol004@J1K4L5;on:sol005@J1K3L5;on:sol006@J1K3L5"
re400_lx2pi_lzpi_002,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,G,"<sxyz>",0.192372,0.0859584,false,overnight,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx2pi_lzpi/G/jkl_1_4_5/dns_findsoln/sol001/ubest.nc,"on:sol001@J1K4L5;on:sol002@J1K4L5;on:sol003@J1K3L5"
