      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.382861      0.526103     0.0698031      0.107271     0.0991124     0.0163796             0             0       1.80953      0.904765     -0.904765       1.80953
     300      0.382856      0.526096     0.0698043      0.107275     0.0991149     0.0163806             0             0       1.80947      0.904734     -0.904734       1.80947
  299.98      0.382852       0.52609     0.0698055      0.107279     0.0991174     0.0163816             0             0       1.80941      0.904703     -0.904703       1.80941
 271.874      0.376431        0.5154     0.0712625      0.112629      0.102692     0.0177636             0             0       1.71395      0.856974     -0.856974       1.71395
 258.184      0.372669      0.509304     0.0717336      0.115012      0.104406     0.0183734             0             0       1.65988      0.829938     -0.829938       1.65988
 244.679      0.368361      0.502492     0.0719418      0.117074      0.105996      0.018882             0             0       1.59984      0.799922     -0.799922       1.59984
 231.443      0.363384      0.494834     0.0717918      0.118663      0.107367      0.019235             0             0       1.53304      0.766522     -0.766522       1.53304
 220.571      0.358569      0.487625     0.0713068      0.119498      0.108266     0.0193645             0             0       1.47102      0.735512     -0.735512       1.47102
 210.006      0.353071      0.479608     0.0704111      0.119736      0.108834     0.0192943             0             0       1.40327      0.701633     -0.701633       1.40327
 201.111      0.347629      0.471869     0.0692231      0.119328      0.108968     0.0190311             0             0       1.33923      0.669616     -0.669616       1.33923
 192.555      0.341455      0.463298     0.0675706      0.118203      0.108654     0.0185378             0             0       1.27001      0.635007     -0.635007       1.27001
 185.653      0.335559      0.455295     0.0657342      0.116553      0.107926     0.0179056             0             0       1.20705      0.603523     -0.603523       1.20705
 179.828      0.329674      0.447466      0.063682      0.114403      0.106803     0.0171435             0             0       1.14699      0.573496     -0.573496       1.14699
 174.361      0.322999       0.43876     0.0611191      0.111406      0.105061     0.0161469             0             0       1.08198      0.540988     -0.540988       1.08198
 170.285      0.316799      0.430822     0.0585343      0.108119      0.102995     0.0151161             0             0       1.02426      0.512128     -0.512128       1.02426
 167.182      0.310699      0.423139     0.0558138      0.104429      0.100531     0.0140207             0             0      0.969759       0.48488      -0.48488      0.969759
 164.935      0.304413      0.415344     0.0528381      0.100163     0.0975271     0.0128244             0             0       0.91579      0.457895     -0.457895       0.91579
  163.58       0.29669      0.405912     0.0489558      0.094279     0.0931588     0.0112852             0             0      0.852243      0.426122     -0.426122      0.852243
 163.531      0.295795      0.404829      0.048491     0.0935523      0.092603     0.0111034             0             0      0.845071      0.422535     -0.422535      0.845071
 163.514        0.2953       0.40423     0.0482324     0.0931461     0.0922908     0.0110026             0             0      0.841117      0.420559     -0.420559      0.841117
 163.504      0.294786      0.403609     0.0479625     0.0927207     0.0919628     0.0108975             0             0      0.837019      0.418509     -0.418509      0.837019
 163.509      0.293786      0.402402     0.0474356     0.0918855     0.0913155     0.0106931             0             0      0.829093      0.414546     -0.414546      0.829093
 163.608      0.291824       0.40004     0.0463902     0.0902121     0.0900056     0.0102903             0             0      0.813665      0.406832     -0.406832      0.813665
 164.169      0.288004      0.395462     0.0443152      0.086826      0.087305    0.00950259             0             0       0.78412       0.39206      -0.39206       0.78412
 165.707      0.283025      0.389526     0.0415352     0.0821606     0.0834804    0.00847554             0             0      0.746548      0.373274     -0.373274      0.746548
 168.469      0.277792      0.383314     0.0385298     0.0769586     0.0790842    0.00740717             0             0      0.708171      0.354085     -0.354085      0.708171
 172.294      0.272943      0.377567     0.0356755     0.0718728      0.074661    0.00643845             0             0      0.673588      0.336794     -0.336794      0.673588
 176.355      0.269121      0.373036     0.0333836     0.0676905     0.0709358    0.00569647             0             0      0.646978      0.323489     -0.323489      0.646978
 180.894      0.265733       0.36901     0.0313229     0.0638573     0.0674549    0.00505887             0             0      0.623851      0.311926     -0.311926      0.623851
 185.744      0.262763      0.365473     0.0294962      0.060403     0.0642652    0.00451854             0             0       0.60394       0.30197      -0.30197       0.60394
 190.795      0.260163      0.362365     0.0278805     0.0573044     0.0613621    0.00406112             0             0      0.586766      0.293383     -0.293383      0.586766
 195.977      0.257874       0.35962     0.0264468     0.0545216     0.0587216    0.00367204             0             0      0.571857      0.285928     -0.285928      0.571857
 202.284      0.255477      0.356733     0.0249331     0.0515499     0.0558676    0.00327905             0             0      0.556441       0.27822      -0.27822      0.556441
 208.675      0.253382      0.354198     0.0235998     0.0489044     0.0532975    0.00294859             0             0       0.54313      0.271565     -0.271565       0.54313
 216.325      0.251211      0.351559     0.0222093     0.0461184      0.050561    0.00262017             0             0      0.529506      0.264753     -0.264753      0.529506
 224.029      0.249314      0.349241     0.0209877     0.0436488     0.0481097     0.0023457             0             0      0.517745      0.258873     -0.258873      0.517745
 233.256      0.247338      0.346813     0.0197099     0.0410448     0.0454992    0.00207315             0             0      0.505641      0.252821     -0.252821      0.505641
 242.517       0.24561      0.344677     0.0185896     0.0387449     0.0431715    0.00184674             0             0       0.49518       0.24759      -0.24759       0.49518
