                     %Lz                     obs                       s                guesserr                   error     directory
               3.1379932               2.1432954                       0                       0           8.4896804e-14  ./initial-2/
               3.1354932               2.1410169                       0                       0           6.4561449e-15  ./initial-1/
               3.1329932               2.1387232                       0                       0            2.525698e-14  ./initial-0/
               3.0570158               2.0608728             0.028123435           1.4018003e-05           4.5834832e-15   search-0/
               3.0195045               2.0154045             0.042159153           1.7809169e-05           6.1828037e-15   search-1/
               2.9834335               1.9656763             0.056256626           1.9573882e-05           3.0958936e-15   search-2/
               2.9530681               1.9174551             0.068863024           1.6256942e-05            6.555047e-15   search-3/
                2.925087               1.8649465             0.081558865           1.9190999e-05           1.5025617e-14   search-4/
               2.9045523               1.8175015             0.092228481            1.765547e-05           7.4418905e-15   search-5/
               2.8894944               1.7719931              0.10186592           1.6258785e-05           1.3342657e-14   search-6/
               2.8791563               1.7234323              0.11169644           1.7725607e-05           2.4263985e-14   search-7/
               2.8759379               1.6726586              0.12187338           1.9932931e-05           7.3300905e-14   search-8/
               2.8824968               1.6221395              0.13267852           1.8976494e-05           4.4644723e-14   search-9/
                2.896941                1.581735              0.14272071            1.708983e-05            3.939066e-15   search-10/
               2.9134763               1.5533585              0.15112236           1.9296945e-05           3.4084918e-15   search-11/
                2.933458               1.5285214              0.15982962           1.7975041e-05           8.1640233e-15   search-12/
               2.9558557               1.5070612              0.16872451           1.4438684e-05           5.1088969e-15   search-13/
               2.9799161               1.4885083              0.17773583           1.1216594e-05           4.3685106e-15   search-14/
               3.0101184               1.4694808              0.18858616           1.1443982e-05           6.4598209e-15   search-15/
               3.0459931               1.4510173              0.20107424           1.2060076e-05           5.5194242e-15   search-16/
               3.0874941               1.4334869              0.21519131           1.2282248e-05           1.4319734e-14   search-17/
               3.1356174               1.4167429               0.2312866           1.2134994e-05           1.3226431e-14   search-18/
               3.1914902               1.4007225              0.24974115           1.2039881e-05           1.0961253e-14   search-19/
               3.2562344               1.3854529              0.27092718            1.201054e-05           4.9141005e-15   search-20/
               3.3311387               1.3709795              0.29526792             1.19897e-05           5.3783603e-15   search-21/
               3.4177255               1.3573604              0.32325966           1.1968182e-05           1.5938771e-14   search-22/
               3.5177669               1.3446778               0.3554769           1.1949533e-05           3.7189344e-15   search-23/
               3.6333214                1.333046              0.39258459           1.1933051e-05           7.3365447e-15   search-24/
               3.7667877               1.3226237               0.4353557           1.1917078e-05           7.0906017e-15   search-25/
               3.9209582                1.313635              0.48468844           1.1901532e-05           2.6479927e-15   search-26/
               4.0990503                1.306406              0.54161705            1.188873e-05           1.2103786e-14   search-27/
               4.3046516               1.3014246              0.60729495            1.188673e-05           6.8366436e-15   search-28/
               4.5413189               1.2994352              0.68286861           1.1921652e-05           1.3268485e-14   search-29/
               4.8109063               1.3015434              0.76894674           1.2076926e-05           1.0478411e-14   search-30/
               5.0805101               1.3081569              0.85504612           1.0487205e-05           3.9766573e-15   search-31/
               5.3852042               1.3212072              0.95239636           1.2250476e-05            4.111375e-15   search-32/
               5.6897557               1.3404751               1.0497718           1.4159084e-05           1.0261342e-14   search-33/
                5.994111               1.3661903               1.1471725           1.6075184e-05           1.2740791e-14   search-34/
                6.298224               1.3985401               1.2445975           1.7668829e-05           1.0947846e-14   search-35/
               6.5618828                1.432504               1.3291669           1.6778649e-05           2.8854836e-14   search-36/
                6.793341               1.4679292               1.4035252           1.6538034e-05           2.7902237e-14   search-37/
               6.9971152               1.5050259               1.4691364           1.6458101e-05           1.5479065e-14   search-38/
               7.1749906               1.5439788               1.5266017           1.6608021e-05           2.5653938e-14   search-39/
               7.3273359               1.5849278                1.576085           1.6965953e-05           4.2007526e-14   search-40/
