Re,T,dt,dT,u0_path,final_field,n_saved_fields,l2_u0,l2_final,l2_dist,l2_relative,coeff_closure_projected,coeff_relative_projected,xT_projected_path
497.14960750604644,16.746567000452078,0.03125,16.746567000452078,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/clean_po_pipeline_target409p751_to550/dns_lift_step051_Re497p15/u0_lifted_refined_po.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/clean_po_pipeline_target409p751_to550/dns_lift_step051_Re497p15/simulate_T/u_dns_lift_po16.747.nc,2,0.289654449301232,0.2579333247178425,0.135852,0.4690140280176327,0.14404152750273908,0.4594124781272118,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/clean_po_pipeline_target409p751_to550/dns_lift_step051_Re497p15/xT_dns_projected.asc
