                     %Lx                     obs                       s                guesserr                   error     directory
                 12.4801               1.5863237                       0                       0           1.0307969e-15  ./initial-2/
                 12.4776               1.5866486                       0                       0            4.845838e-14  ./initial-1/
                 12.4751               1.5869747                       0                       0           1.0969949e-15  ./initial-0/
               12.087817               1.6602536             0.055932337           1.4179147e-05           3.9362407e-14   search-0/
               11.967742               1.7064837             0.086617355           1.8004035e-05           3.8550042e-14   search-1/
               11.914126               1.7433768              0.11026326            1.607514e-05           5.6873546e-15   search-2/
               11.897722               1.7617228              0.12190053           1.2527453e-05           1.7704318e-16   search-3/
               11.893552               1.8833946              0.19858603           1.0915864e-05           1.9142391e-14   search-4/
               11.933622               1.9542191              0.24333918           1.7253127e-05           2.8515202e-14   search-5/
                11.97753               2.0212031              0.28570289           1.6854678e-05           1.6060455e-15   search-6/
               12.019573               2.0978441              0.33412397           1.7189381e-05           6.9337052e-15   search-7/
               12.031435               2.1297038               0.3542263            5.753688e-06           3.6117048e-16   search-9/
               12.037461               2.1533384              0.36913003           2.1703146e-06           3.4221353e-14   search-11/
               12.040952               2.1776526              0.38445688           1.3380355e-06           1.8286868e-16   search-13/
               12.040267               2.2178836              0.40981288           5.4175725e-06           2.9793731e-16   search-14/
               12.030304               2.2606637              0.43678725           9.0725766e-06           1.5237691e-14   search-15/
               12.010822               2.3037348               0.4639781           1.2860593e-05           3.7731702e-14   search-16/
               11.981863               2.3498072              0.49310824           1.8072609e-05           4.5139783e-16   search-17/
               11.954206               2.3929921              0.52041604           1.9662931e-05           7.5973351e-15   search-18/
                11.94607               2.4096803              0.53095411           6.2835862e-06           6.0789068e-16   search-20/
               11.941878               2.4216732              0.53852022           2.5065286e-06           2.9037794e-16   search-22/
               11.939449               2.4333307              0.54587005           1.5507083e-06            4.466741e-16   search-24/
               11.938996               2.4477621              0.55496561           5.8599688e-06           5.5574481e-16   search-25/
               11.942637               2.4656836              0.56626458           7.5265935e-06           7.8781753e-14   search-26/
               11.950937               2.4836659               0.5776176           1.0413547e-05           9.3104719e-15   search-27/
               11.963889               2.5019505              0.58918829           1.3183959e-05           3.6733386e-15   search-28/
               11.981376               2.5203809              0.60088846           1.5172144e-05           1.3797873e-14   search-29/
               12.003278               2.5389178              0.61270264           1.5706096e-05           1.9183914e-14   search-30/
               12.029445               2.5579446              0.62487649           1.5175251e-05           2.1242675e-14   search-31/
               12.059264               2.5781501              0.63783349           1.5320176e-05           7.6803671e-14   search-32/
               12.091114               2.6004075              0.65209175           1.7311208e-05           1.6817244e-16   search-33/
               12.117818               2.6221837              0.66598227           1.6927846e-05           2.7091626e-16   search-34/
               12.137682               2.6448406              0.68035044           1.6670711e-05           2.9285744e-15   search-35/
               12.143628                2.656435              0.68767347           5.7765796e-06           4.9082158e-16   search-37/
               12.145945               2.6676215              0.69472628           2.2625643e-06           2.6479792e-16   search-39/
               12.143656               2.6801514              0.70262552           7.0314739e-06           4.7073244e-15   search-40/
               12.134267               2.6932338              0.71090505            8.282877e-06           4.7284686e-16   search-41/
               12.116894               2.7054418              0.71872424           9.5509389e-06            8.461468e-14   search-42/
               12.091259                2.716429              0.72594735           1.0467381e-05           6.1575137e-14   search-43/
               12.056417               2.7262168              0.73271875           1.2141556e-05           4.6183026e-14   search-44/
               12.011114               2.7346457              0.73915333           1.5609285e-05            4.545375e-14   search-45/
                11.96304               2.7404737              0.74447654           1.7053662e-05           3.7906044e-14   search-46/
               11.916368               2.7439124              0.74879949           1.7922644e-05           8.9054703e-14   search-47/
               11.876213               2.7450667              0.75209888           1.9700657e-05           3.3625062e-15   search-48/
               11.864977               2.7448294              0.75301175           6.7424462e-06           1.0199216e-15   search-50/
               11.859227               2.7443006              0.75358042           3.2267304e-06           1.3181023e-14   search-52/
               11.858508               2.7441328              0.75370085           4.1651671e-07             3.19744e-16   search-56/
               11.857964                2.743869              0.75387275           1.4855065e-07           3.8769901e-15   search-58/
               11.858574               2.7432857               0.7542436           2.0260248e-07           1.7575878e-15   search-59/
                11.86587               2.7419789               0.7552537           5.4012889e-06             2.77395e-15   search-60/
               11.877561               2.7407942               0.7564518           1.3587412e-05             1.08792e-14   search-61/
               11.892548               2.7396587              0.75784995           1.3064159e-05           1.4991662e-15   search-62/
                11.91423               2.7383473              0.75977421           1.0243964e-05           3.4279679e-16   search-63/
               11.944559                2.736863               0.7623787           1.0228525e-05           2.7220631e-16   search-64/
               11.984744               2.7352663              0.76575276           1.0630619e-05           4.3050183e-16   search-65/
               12.036635               2.7335999              0.77004215            1.078821e-05            9.831383e-14   search-66/
                 12.1024               2.7319186               0.7754182           1.0925871e-05           7.1329466e-14   search-67/
               12.184156               2.7303005              0.78204937           1.1104107e-05           5.4717555e-14   search-68/
               12.284016               2.7288383              0.79010539           1.1283247e-05           4.1542891e-14   search-69/
               12.404089               2.7276295              0.79975851           1.1452011e-05           2.7529355e-14   search-70/
               12.546395               2.7267608               0.8111766           1.1614961e-05           2.7052905e-14   search-71/
               12.712785               2.7262802              0.82451512           1.1774878e-05           2.6534532e-14   search-72/
               12.904828               2.7261563              0.83990638           1.1935642e-05           1.5321143e-14   search-73/
               13.123584               2.7262255              0.85743828           1.2108828e-05           1.0007386e-14   search-74/
               13.369037               2.7261358              0.87710984           1.2320501e-05           1.1653023e-14   search-75/
               13.614489                 2.72544              0.89678619           1.0603348e-05            7.944673e-15   search-76/
               13.898965               2.7233907              0.91962165           1.1858014e-05           8.1212918e-15   search-77/
               14.183026               2.7196247              0.94251077           1.2030289e-05           1.2152561e-14   search-78/
               14.466004                2.713988              0.96546619           1.2292734e-05           1.0169885e-14   search-79/
