                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               2.4183722                       0                       0           1.5754433e-15  ./initial-2/
                     300               2.4175373                       0                       0           2.1468449e-15  ./initial-1/
                   299.9               2.4167021                       0                       0            1.171573e-15  ./initial-0/
               283.73483               2.2748344             0.080148991             1.39724e-05            4.941319e-15   search-0/
               276.06538               2.2010794              0.11995251           1.8106655e-05            2.753954e-14   search-1/
               269.55698               2.1332889              0.15540618           1.6714133e-05            1.934641e-14   search-2/
               263.35283               2.0616784              0.19153237           1.6342914e-05           3.2498519e-14   search-3/
               258.36974               1.9956712              0.22349146           1.6972247e-05            3.342833e-14   search-4/
               254.46587               1.9335652              0.25228902            1.699113e-05           4.0180716e-14   search-5/
               251.56322               1.8731223              0.27909774           1.7049949e-05           2.6229543e-16   search-6/
               249.68929               1.8084865              0.30655395           1.7715969e-05           2.5727631e-14   search-7/
               249.48751                  1.7947              0.31229621            2.310585e-06            2.356829e-16   search-10/
               249.35151                1.778306              0.31909261            7.770588e-07           3.4529619e-16   search-12/
               249.41388               1.7494255              0.33104066            2.300062e-06           3.6452916e-16   search-13/
               250.26734                1.708512              0.34820173           6.4589534e-06           8.9815217e-14   search-14/
               252.34827               1.6656867              0.36722579           8.6410062e-06            2.539609e-14   search-15/
               256.78034               1.6160029              0.39253625           7.5619362e-06           9.4019729e-15   search-16/
               261.47168               1.5821672               0.4135226           1.3993963e-05           1.0976577e-15   search-17/
               266.26512               1.5563536              0.43274012           1.7078911e-05           1.2926092e-14   search-18/
               271.53417               1.5338488              0.45261809           1.4880835e-05           3.0305958e-14   search-19/
               277.11936               1.5143444              0.47290835           1.2328316e-05           5.1543487e-15   search-20/
               283.65406               1.4954129              0.49605554           1.2273408e-05           1.0444863e-14   search-21/
               290.36257                1.479091              0.51941423           1.0369983e-05           3.8238978e-15   search-22/
               298.55943               1.4622519              0.54761095           1.1400063e-05           1.7976933e-14   search-23/
               307.94008                1.446057              0.57958931           1.2257098e-05            3.175559e-15   search-24/
                317.4105               1.4321789              0.61167508            1.051806e-05           7.8083504e-15   search-25/
               328.89853               1.4178386              0.65042524           1.1338573e-05           4.3636281e-15   search-26/
               341.99403               1.4040024              0.69445051           1.2187644e-05           9.8509916e-15   search-27/
               355.13589               1.3921513              0.73853014            1.046155e-05           9.2800149e-15   search-28/
               371.02977               1.3798856              0.79175211           1.1318874e-05           4.7397079e-15   search-29/
               389.08259               1.3680436               0.8521272           1.2189808e-05           3.0999933e-15   search-30/
               407.15962               1.3578858              0.91253029           1.0485106e-05           5.3730861e-15   search-31/
                428.9609                1.347366               0.9853314           1.1327415e-05           5.4007116e-15   search-32/
               453.69585                1.337186               1.0678887           1.2182074e-05            5.396655e-15   search-33/
               478.44359               1.3284347               1.1504606           1.0453843e-05           2.9055555e-15   search-34/
               508.33554               1.3193355               1.2501714           1.1288897e-05           8.8277124e-15   search-35/
               538.32233               1.3114674               1.3501804           9.6425055e-06           3.5133098e-15   search-36/
               568.31194               1.3045927               1.4501862           7.5634128e-06            6.224859e-15   search-37/
               598.30357               1.2985195               1.5501898           5.6370165e-06           1.7788732e-15   search-38/
               628.29676                1.293106               1.6501922           4.2936758e-06           1.2223095e-15   search-39/
               658.29119               1.2882442               1.7501939           3.3341826e-06           2.3298111e-15   search-40/
               688.28657               1.2838503                1.850195           2.6319709e-06           1.3726318e-15   search-41/
               718.28273               1.2798577               1.9501958            2.107311e-06           2.8125176e-16   search-42/
                748.2795               1.2762125               2.0501964           1.7082662e-06           4.8891852e-16   search-43/
               778.27677               1.2728707               2.1501969           1.4000181e-06           3.4096009e-16   search-44/
               808.27445               1.2697954               2.2501972           1.1586368e-06           3.0496934e-16   search-45/
               838.27246               1.2669557               2.3501975           9.6731438e-07           3.5590049e-16   search-46/
               868.27075               1.2643255               2.4501977           8.1401724e-07           2.8104635e-16   search-47/
               898.26927               1.2618824               2.5501979           6.8998196e-07           4.1931409e-16   search-48/
               928.26798               1.2596069                2.650198           5.8872912e-07           3.8001219e-16   search-49/
