                     %Lz                     obs                       s                guesserr                   error     directory
               7.7107297               1.8325577                       0                       0           2.2896226e-14  ./initial-2/
               7.7157297               1.8502102                       0                       0           3.3934224e-14  ./initial-1/
               7.7207297               1.8787636                       0                       0           3.3676007e-16  ./initial-0/
               7.7158372               2.0197639             0.091656447           1.1874241e-05           2.1571495e-16   search-0/
               7.7137329               2.0460443              0.10586307           3.3262766e-06           7.2252902e-15   search-3/
               7.7120556               2.0841919              0.12648221           2.0860534e-06           1.5168242e-16   search-5/
               7.7122783               2.1089068              0.13984012           7.7132329e-06           8.8911173e-15   search-6/
               7.7151126               2.1457311              0.15974628           5.4476906e-06           5.2720113e-16   search-7/
               7.7226873               2.1877383              0.18247152           8.0178155e-06           3.7250146e-14   search-8/
               7.7348877               2.2281412              0.20436564           1.0220544e-05           1.0474938e-14   search-9/
               7.7518996                2.268076              0.22606187           1.2129275e-05           1.0331939e-14   search-10/
               7.7738109               2.3089346              0.24832691           1.5638259e-05           5.9081401e-14   search-11/
               7.7956593               2.3465005              0.26882704           1.7448628e-05           2.7059379e-16   search-12/
               7.8136659               2.3828956              0.28863576           1.9354458e-05           8.0671371e-15   search-13/
               7.8224778               2.4149042              0.30597342           1.7819441e-05           1.0896581e-15   search-14/
               7.8236742               2.4272663              0.31265665           7.0136469e-06           3.0731903e-16   search-16/
               7.8235746                2.441115              0.32014163            8.847596e-06           2.4801955e-16   search-17/
                7.821815                2.455053              0.32767827           9.3853838e-06           1.4866769e-16   search-18/
               7.8183723               2.4675619              0.33445376           9.9510637e-06           4.4849058e-16   search-19/
               7.8125704               2.4798457              0.34113534           8.9835201e-06            3.862671e-16   search-20/
               7.8029466               2.4929794              0.34834257           8.5245651e-06           4.2681516e-16   search-21/
                7.788095               2.5072674              0.35630125           8.8163276e-06           2.7702958e-14   search-22/
               7.7679799               2.5223983              0.36488467           9.5606159e-06           6.5214361e-15   search-23/
               7.7436124               2.5382415              0.37401143           1.0639237e-05            3.153738e-14   search-24/
               7.7161743                2.554946              0.38371497           1.1448368e-05           3.4254614e-14   search-25/
               7.6871588               2.5725072              0.39392426           1.1745048e-05           4.0357254e-14   search-26/
               7.6579922               2.5909069               0.4045631           1.2107565e-05           3.3305994e-14   search-27/
               7.6299173               2.6102537              0.41563468           1.3299063e-05           6.2818956e-14   search-28/
               7.6041659               2.6310218              0.42734505           1.6117258e-05           8.4230017e-14   search-29/
               7.5853789                2.651145              0.43849047            1.708089e-05           5.5760731e-16   search-30/
               7.5794569                2.660498              0.44360351           6.1407992e-06           2.5437192e-16   search-32/
               7.5766689               2.6670883               0.4471837           2.3994073e-06           2.1523189e-16   search-34/
               7.5752183               2.6744683              0.45117686           1.5731845e-06             1.24256e-15   search-36/
                7.576104               2.6822003              0.45535741           7.0391732e-06           1.0637719e-14   search-37/
                7.580197               2.6896883              0.45943916           8.4973442e-06           3.1601379e-16   search-38/
               7.5874796               2.6960347              0.46299675           1.0060417e-05           3.3914483e-16   search-39/
