                     %Lz                     obs                       s                guesserr                   error     directory
               2.8270086                1.846534                       0                       0           5.0466434e-15  ./initial-2/
               2.8220086               1.8327569                       0                       0           5.1482698e-16  ./initial-1/
               2.8170086               1.8178459                       0                       0           7.6914531e-15  ./initial-0/
                2.798292               1.7374015              0.05271738           1.1709666e-05           1.9757945e-15   search-0/
               2.7953144                1.704165             0.070882718           5.7219312e-06           2.8603128e-16   search-2/
               2.7952187               1.6812471             0.083387379           8.5815964e-06           2.3916959e-15   search-3/
               2.7987165               1.6459188              0.10270326           5.5444777e-06           8.6853882e-14   search-4/
               2.8085062               1.6076322              0.12387951           8.3460507e-06           5.5861408e-14   search-5/
               2.8250348               1.5714236              0.14448577           9.6949792e-06           6.0256504e-14   search-6/
               2.8494329               1.5368654               0.1652292           9.5883897e-06           6.8910347e-15   search-7/
                2.882377               1.5045945              0.18635544           9.7512321e-06           7.3428896e-15   search-8/
                2.923491               1.4755002              0.20790214           1.1233555e-05           5.9332505e-15   search-9/
               2.9721931               1.4497554              0.23015429           1.3604883e-05           3.4405662e-15   search-10/
                3.027238               1.4274118              0.25315629           1.4976107e-05           8.2983055e-15   search-11/
               3.0870622               1.4083022              0.27678087           1.4329837e-05           9.6808559e-15   search-12/
               3.1502199               1.3920766              0.30084869           1.2156135e-05            7.473941e-15   search-13/
               3.2248621                1.376563              0.32862017           1.2076458e-05            7.464704e-15   search-14/
               3.3108371                1.362211              0.36007633           1.2309631e-05           1.0610401e-14   search-15/
               3.3983301               1.3504282              0.39173971           1.0098177e-05           1.3639044e-14   search-16/
                 3.50797               1.3386356              0.43112063            1.094304e-05           2.4653831e-15   search-17/
                3.636483               1.3279625              0.47703103           1.1815737e-05           4.7315127e-15   search-18/
               3.7830203               1.3189122              0.52919189           1.2148454e-05           7.0011341e-15   search-19/
               3.9513809               1.3116633               0.5889827           1.2001795e-05           1.6381481e-15   search-20/
               4.1456896               1.3066095              0.65789264           1.1914098e-05           1.0457252e-14   search-21/
               4.3695322               1.3044226              0.73722191            1.192346e-05           9.2368191e-15   search-22/
               4.6254753               1.3061081              0.82792194           1.2024396e-05           1.2354714e-14   search-23/
               4.8814353               1.3120223              0.91868067           1.0116149e-05           4.8914685e-15   search-24/
               5.1632854               1.3234989               1.0187525           1.0643032e-05           4.0767036e-15   search-25/
               5.4447423               1.3404598               1.1189173           1.1538074e-05           3.1184574e-15   search-26/
               5.7255439               1.3632503               1.2191955           1.2934876e-05           6.6369274e-15   search-27/
                6.005371               1.3922147               1.3196058           1.4273826e-05            9.584707e-15   search-28/
               6.2838527               1.4279828               1.4201992           1.6911009e-05           1.8195159e-14   search-29/
               6.5177706               1.4647466               1.5054824           1.7328232e-05           2.5794583e-14   search-30/
               6.7151435               1.5026224               1.5784122           1.7236736e-05           3.1060386e-14   search-31/
               6.8816145                1.542311               1.6412517           1.7157939e-05           2.5886052e-14   search-32/
               7.0186314               1.5842256               1.6949212           1.7532036e-05           6.1882465e-14   search-33/
               7.1269022               1.6288072               1.7403491           1.8145548e-05           2.6258087e-16   search-34/
                7.207701               1.6769036               1.7791878           1.8826123e-05           2.9278286e-16   search-35/
               7.2628302               1.7304004               1.8143111           1.9380632e-05           3.0166541e-16   search-36/
               7.2937069               1.7950302               1.8512332           1.9458827e-05            1.112917e-14   search-37/
               7.2985089               1.8584369               1.8858714            1.898821e-05           6.0498068e-16   search-38/
               7.2799176               1.9532106               1.9380004           1.7083047e-05            6.342646e-14   search-39/
