Lx,Lz,id,min_Re
5.0,4.333333333333333,3,199.93878276975963
5.0,4.666666666666667,3,228.6952369239871
5.0,5.0,3,265.8358136948923
5.0,5.333333333333333,3,291.33351251724014
5.0,6.0,3,292.5918230090422
5.0,6.333333333333333,3,276.08802698262764
5.0,6.666666666666667,3,262.4874675430422
5.0,7.0,3,251.82786808503766
5.0,7.333333333333333,3,243.92355683291797
5.0,7.666666666666667,3,238.4589189784242
5.0,8.0,3,235.1004212305512
5.0,8.333333333333334,3,233.56255759006388
5.416666666666667,4.0,3,176.2337316916404
5.416666666666667,4.333333333333333,3,181.07626464544472
5.416666666666667,4.666666666666667,3,193.08512249778556
5.416666666666667,5.0,3,213.05263003848492
5.416666666666667,5.333333333333333,3,236.65850063780886
5.416666666666667,5.666666666666667,3,255.39402553489498
5.416666666666667,6.0,3,265.77463240071097
5.416666666666667,6.333333333333333,3,262.78707928140983
5.416666666666667,6.666666666666667,3,252.9808880135973
5.416666666666667,7.0,3,243.99483238037948
5.416666666666667,7.333333333333333,3,236.65995296278103
5.416666666666667,7.666666666666667,3,231.08802464170003
5.416666666666667,8.0,3,227.18708345624717
5.416666666666667,8.333333333333334,3,224.79362285968165
5.416666666666667,8.666666666666666,3,223.74038484191524
5.833333333333333,3.6666666666666665,3,174.733364226489
5.833333333333333,4.0,3,171.71906039346203
5.833333333333333,4.333333333333333,3,172.40711725107522
5.833333333333333,4.666666666666667,3,177.4616125940841
5.833333333333333,5.0,3,187.13521676445134
5.833333333333333,5.333333333333333,3,200.68899503658182
5.833333333333333,5.666666666666667,3,215.54768810120368
5.833333333333333,6.0,3,228.20226695475205
5.833333333333333,6.333333333333333,3,236.280661472888
5.833333333333333,6.666666666666667,3,237.52715587651932
5.833333333333333,7.0,3,233.34440602050248
5.833333333333333,7.333333333333333,3,228.29881018391495
5.833333333333333,7.666666666666667,3,223.86022234136016
5.833333333333333,8.0,3,220.39043977461012
5.833333333333333,8.333333333333334,3,217.96930996066155
5.833333333333333,8.666666666666666,3,216.5704713026025
5.833333333333333,9.0,3,216.1271806097751
6.25,3.3333333333333335,3,159.17629207874955
6.25,3.6666666666666665,3,174.19389551951897
6.25,4.0,3,169.98096803509105
6.25,4.333333333333333,3,168.31042960688958
6.25,4.666666666666667,3,169.86455810986496
6.25,5.0,3,174.50276164241404
6.25,5.333333333333333,3,181.73482055245316
6.25,5.666666666666667,3,190.64457322601248
6.25,6.0,3,199.90536847921058
6.25,6.333333333333333,3,208.1526329455528
6.25,6.666666666666667,3,214.28718640530045
6.25,7.0,3,217.2939481508479
6.25,7.333333333333333,3,217.10722461636558
6.25,7.666666666666667,3,215.3871626078568
6.25,8.0,3,213.45072024649218
6.25,8.333333333333334,3,211.85366652725313
6.25,8.666666666666666,3,210.81546836757076
6.25,9.0,3,210.4119178627227
6.25,9.333333333333334,3,210.65233657222583
6.666666666666667,3.0,3,256.2798534104306
6.666666666666667,3.3333333333333335,3,159.5114825282378
6.666666666666667,3.6666666666666665,3,151.3381003789104
6.666666666666667,4.0,3,161.5080032388635
6.666666666666667,4.333333333333333,3,166.72291320304555
6.666666666666667,4.666666666666667,3,166.2011383273379
6.666666666666667,5.0,3,168.05816363959315
6.666666666666667,5.333333333333333,3,171.75661342168158
6.666666666666667,5.666666666666667,3,176.6955949242233
6.666666666666667,6.0,3,182.27606958986874
6.666666666666667,6.333333333333333,3,187.95655154126868
6.666666666666667,6.666666666666667,3,193.31082841024784
6.666666666666667,7.0,3,198.00191748113045
6.666666666666667,7.333333333333333,3,201.7066213749656
6.666666666666667,7.666666666666667,3,204.06052990515911
6.666666666666667,8.0,3,205.03619709811508
6.666666666666667,8.333333333333334,3,205.27248421792126
6.666666666666667,8.666666666666666,3,205.3537466627543
6.666666666666667,9.0,3,205.60102591305704
6.666666666666667,9.333333333333334,3,206.1714001529976
6.666666666666667,9.666666666666666,3,207.1347146289652
7.083333333333333,3.0,3,281.32241155256503
7.083333333333333,3.3333333333333335,3,205.2322024868404
7.083333333333333,3.6666666666666665,3,150.26479813300594
7.083333333333333,4.0,3,150.65220168782056
7.083333333333333,4.333333333333333,3,166.70033407592305
7.083333333333333,4.666666666666667,3,164.79733231834908
7.083333333333333,5.0,3,164.9340447912578
7.083333333333333,5.333333333333333,3,166.50645561136668
7.083333333333333,5.666666666666667,3,168.9746505962756
7.083333333333333,6.0,3,171.94653022503155
7.083333333333333,6.333333333333333,3,175.18477613848563
7.083333333333333,6.666666666666667,3,178.5874229437507
7.083333333333333,7.0,3,182.1538873799846
7.083333333333333,7.333333333333333,3,185.93977457510198
7.083333333333333,7.666666666666667,3,189.94690402429362
7.083333333333333,8.0,3,193.7820366380924
7.083333333333333,8.333333333333334,3,196.74432899204245
7.083333333333333,8.666666666666666,3,198.8158349827944
7.083333333333333,9.0,3,200.41097151199284
7.083333333333333,9.333333333333334,3,201.8712483380399
7.083333333333333,9.666666666666666,3,203.4040761961489
7.083333333333333,10.0,3,205.12497024647342
7.5,3.3333333333333335,3,223.41966404781533
7.5,3.6666666666666665,3,151.01391374966704
7.5,4.0,3,146.2397001414421
7.5,4.333333333333333,3,167.74571203746518
7.5,4.666666666666667,3,164.8354523251737
7.5,5.0,3,163.8176685723566
7.5,5.333333333333333,3,164.00956479794027
7.5,5.666666666666667,3,164.87214928213447
7.5,6.0,3,166.07905713290617
7.5,6.333333333333333,3,167.49918248660725
7.5,6.666666666666667,3,169.15395190107606
7.5,7.0,3,171.16641315107717
