                     %Lz                     obs                       s                guesserr                   error     directory
               2.8320086               2.0318983                       0                       0           3.4790028e-15  ./initial-2/
               2.8220086               2.0147142                       0                       0           1.4340629e-14  ./initial-1/
               2.8120086                1.996788                       0                       0           4.7369294e-15  ./initial-0/
               2.7705702               1.9116073             0.054333985           1.1675027e-05           4.9375203e-15   search-0/
               2.7454306               1.8443164             0.088901316           1.9762786e-05           5.8060117e-14   search-1/
               2.7296789               1.7845129              0.11910492           1.8810102e-05           3.7141808e-16   search-2/
               2.7246893               1.7556403              0.13354444           5.5587562e-06           9.6653963e-14   search-4/
               2.7221911               1.7335384              0.14455036           2.0054191e-06           5.0168375e-14   search-6/
               2.7208727               1.7062539              0.15810104            1.322894e-06           1.3361732e-14   search-8/
               2.7227212               1.6686652              0.17676961           6.2021947e-06           9.1160478e-16   search-9/
               2.7299046               1.6301339              0.19606322           8.7292842e-06           2.1155489e-16   search-10/
               2.7431061               1.5931604              0.21500183           9.5154253e-06           7.7189028e-14   search-11/
               2.7635213               1.5573198              0.23420594           9.4364868e-06           2.5882529e-14   search-12/
                2.792145               1.5232591              0.25392124           9.5803231e-06           9.6165003e-15   search-13/
               2.8285345               1.4924471              0.27392545           1.0650662e-05           4.3663882e-15   search-14/
               2.8723238               1.4650783              0.29454865           1.3088285e-05           7.4749454e-15   search-15/
               2.9224824               1.4412605              0.31589525           1.5095145e-05           1.5586376e-15   search-16/
               2.9775578               1.4208802              0.33787743           1.5125228e-05           3.4263588e-15   search-17/
               3.0361066               1.4036067              0.36032635           1.3249738e-05           3.1356853e-15   search-18/
               3.0969836               1.3889998              0.38308434            1.057138e-05           6.0626046e-15   search-19/
