                     %Lx                     obs                       s                guesserr                   error     directory
               12.217686               1.8335236                       0                       0           3.4814959e-15  ./initial-2/
               12.220186               1.8327569                       0                       0           5.6388354e-16  ./initial-1/
               12.222686               1.8319878                       0                       0           4.8960471e-15  ./initial-0/
               12.442216               1.7450599             0.051185139           1.3828319e-05            9.589661e-16   search-0/
               12.476818                1.719139             0.065608885            6.788486e-06           3.2111917e-15   search-2/
               12.491365               1.6975779             0.077433256           2.6441724e-06           2.5965408e-14   search-4/
               12.488486               1.6710965             0.091884152           5.8932337e-06            4.211308e-14   search-5/
                12.44612                1.637842              0.11035693            6.923447e-06           2.1099726e-16   search-6/
               12.341699               1.6023155              0.13154093           8.3881547e-06           3.4264821e-14   search-7/
               12.177624               1.5697232              0.15382352           1.0179303e-05           2.8982455e-15   search-8/
               11.957941                1.540318              0.17791904           1.7059559e-05           1.9294708e-14   search-9/
               11.730217               1.5176663              0.20028012           1.6775815e-05           8.7894158e-15   search-10/
               11.479531               1.4979003              0.22345643            1.414861e-05           3.4470077e-14   search-11/
               11.213922               1.4807854              0.24711282           1.0863088e-05           8.4978941e-15   search-12/
               10.884461               1.4633482              0.27570273           1.1477438e-05            1.559389e-14   search-13/
               10.502118               1.4469398              0.30824624           1.2277485e-05           2.2249925e-14   search-14/
                10.11198               1.4334383              0.34101088           1.0549679e-05           6.7641802e-15   search-15/
               9.6380772               1.4206034              0.38041846           1.1431546e-05           4.9824179e-15   search-16/
               9.1590795                1.411092              0.41995777            1.014268e-05           2.1614438e-15   search-17/
               8.5929761               1.4040833              0.46644061           1.1735504e-05           2.1363157e-15   search-18/
               8.0236429               1.4018585              0.51304599           1.1784215e-05           3.8208316e-15   search-19/
                 7.45257                1.405284              0.55981528           1.2455675e-05           1.8583596e-15   search-20/
               6.8817603               1.4160487               0.6068935           1.4562817e-05           4.1178867e-15   search-21/
               6.3149991                1.437247              0.65469309           1.9504307e-05           1.4053953e-14   search-22/
               5.8758237               1.4649557              0.69368217           1.8531871e-05            2.994041e-14   search-23/
               5.5131839               1.5001092              0.72901673           1.6809687e-05           2.2449641e-14   search-24/
               5.1841759               1.5486823              0.76679583           1.9228816e-05           3.4822698e-14   search-25/
               4.9684284               1.5960332              0.79808789           1.8714842e-05           2.4696613e-15   search-26/
               4.8272318               1.6390658              0.82425657           1.7400569e-05           2.3954247e-14   search-27/
               4.7217646               1.6820557              0.84925037           1.5405784e-05           3.6256452e-14   search-28/
               4.6450126               1.7232951              0.87261181           1.2192021e-05           2.0574995e-14   search-29/
               4.5822458               1.7678916              0.89748103           1.1910972e-05           5.7069202e-14   search-30/
                4.533811               1.8144441              0.92318862           1.1934955e-05           7.4422332e-16   search-31/
                4.498122               1.8618324              0.94920934            1.171304e-05           2.8317795e-16   search-32/
               4.4726298               1.9095768              0.97534334           1.1214826e-05           8.0035736e-16   search-33/
               4.4551055               1.9566119               1.0010469           1.0700362e-05           6.1630984e-16   search-34/
               4.4433095               2.0018279               1.0257369           1.0131226e-05           3.9481121e-16   search-35/
               4.4346624               2.0476391               1.0507426           1.2480807e-05           2.0806384e-15   search-36/
               4.4277304               2.0938359               1.0759552           1.2540041e-05           4.2902366e-15   search-37/
               4.4211897               2.1396715                 1.10097           1.0108536e-05           2.6347034e-15   search-38/
               4.4132375               2.1880217               1.1273592           1.0639969e-05           9.4271138e-16   search-39/
               4.4028058                2.237403               1.1543164           1.2133233e-05           3.5315126e-16   search-40/
               4.3900413               2.2853558               1.1805016           1.2936698e-05            1.094935e-14   search-41/
               4.3746833               2.3371101                1.208768           1.4970764e-05           6.3034717e-16   search-42/
               4.3597706               2.4009002                1.243595           1.6406292e-05           6.5904544e-16   search-43/
               4.3577863               2.4205445               1.2543146           2.3427822e-06           6.2648385e-16   search-46/
               4.3575184               2.4279757               1.2583693           2.1109282e-07           9.9384502e-14   search-50/
               4.3577775                2.440796               1.2653645           3.4134597e-07            4.579954e-16   search-51/
               4.3610353                2.464461               1.2782794           1.1566516e-06           4.5574399e-14   search-52/
               4.3754363               2.5018389               1.2987079           5.7929484e-06           4.0024911e-16   search-53/
               4.4024202               2.5365455                1.317773           9.5834029e-06           7.8459989e-14   search-54/
               4.4424804               2.5678299               1.3351545           1.1280549e-05           4.6598733e-14   search-55/
               4.4972858               2.5962957               1.3513207           1.2882769e-05           3.1915636e-14   search-56/
               4.5690016               2.6222579               1.3666539           1.5570464e-05           2.1899944e-14   search-57/
               4.6599301               2.6458913               1.3815417           1.8802595e-05           2.5011409e-14   search-58/
                4.756444               2.6646979               1.3944906             1.66887e-05            1.845636e-14   search-59/
               4.8691718               2.6818348               1.4076254           1.5030875e-05           9.4129918e-15   search-60/
               4.9968327               2.6973493               1.4210713           1.2509218e-05           8.7505056e-15   search-61/
               5.1563045               2.7131768               1.4367199           1.2199597e-05           2.6231716e-15   search-62/
                5.327499               2.7275918               1.4527859           1.1197638e-05           5.0919074e-15   search-63/
               5.5062603               2.7410728               1.4691595           1.2397743e-05           2.1892385e-15   search-64/
               5.6893521               2.7538939               1.4856949           1.3446877e-05           7.2719147e-15   search-65/
               5.8750201               2.7659943                1.502261           1.3159086e-05           3.7395682e-15   search-66/
               6.0629268               2.7769642               1.5187616           1.1997336e-05           2.2244138e-15   search-67/
               6.2538002               2.7860813               1.5351541           1.0763692e-05           2.6212109e-15   search-68/
               6.4730365               2.7928482               1.5534706           1.2344636e-05           5.3310899e-15   search-69/
               6.6985637               2.7942595                1.571942           1.3274318e-05           8.5441516e-15   search-70/
               6.9285469               2.7886905               1.5910056           1.4262474e-05           6.4269503e-15   search-71/
               7.1557106               2.7757218               1.6108961           1.5339079e-05           3.1534868e-15   search-72/
               7.3698088               2.7569474               1.6311911           1.5705677e-05           9.3571414e-15   search-73/
               7.5660434               2.7347969               1.6512892           1.3235048e-05           1.5946543e-14   search-74/
               7.7723063               2.7072895               1.6738759           1.1921832e-05           2.6427151e-14   search-75/
               7.9960319               2.6736293               1.6998082           1.1606547e-05           1.6095727e-14   search-76/
               8.2399042               2.6336346               1.7293796           1.1722673e-05           8.8006772e-15   search-77/
               8.5073114               2.5870998               1.7628986           1.1866057e-05           4.2420175e-15   search-78/
                8.800131               2.5341136               1.8004486           1.2111773e-05           1.3692968e-14   search-79/
