                     %Lx                     obs                       s                guesserr                   error     directory
               12.210186               1.8358093                       0                       0           4.2439959e-14  ./initial-2/
               12.220186               1.8327569                       0                       0            6.428798e-16  ./initial-1/
               12.230186               1.8296652                       0                       0           9.2029873e-14  ./initial-0/
               12.438713               1.7471394              0.05002806           1.3042499e-05           5.2805917e-16   search-0/
               12.474405               1.7214956             0.064321612           6.5048134e-06           2.0774176e-15   search-2/
               12.489993                1.701022             0.075565124           2.5636918e-06           3.3006422e-15   search-4/
               12.491278               1.6769509             0.088699358           5.6230456e-06           7.7179195e-16   search-5/
                12.45796               1.6441951              0.10677853           6.3513895e-06           4.7658076e-16   search-6/
               12.365789               1.6087384              0.12754296           8.2636417e-06           4.1793592e-14   search-7/
               12.209923               1.5750998              0.14989379           9.6132913e-06           6.3751249e-15   search-8/
               11.995318               1.5446556              0.17406684           1.6393371e-05           9.2207591e-15   search-9/
               11.771368               1.5213612              0.19636923           1.7002355e-05           1.0529284e-14   search-10/
               11.522509               1.5010004              0.21956693           1.4804138e-05           4.8973341e-14   search-11/
               11.257419               1.4833742              0.24329599           1.1521558e-05           9.7700251e-15   search-12/
               10.934487               1.4657745              0.27141279           1.1756639e-05           1.6136475e-14   search-13/
               10.560097               1.4492067              0.30335563           1.2310393e-05           8.5773235e-15   search-14/
               10.177714               1.4355133              0.33552637           1.0479913e-05           7.2773967e-15   search-15/
                9.711476               1.4223592               0.3743487           1.1390253e-05           5.3674041e-15   search-16/
               9.2399948               1.4124668              0.41330657           1.0078438e-05            2.849789e-15   search-17/
               8.6798527               1.4048592              0.45933158            1.166739e-05           1.0679475e-15   search-18/
               8.1163179               1.4018664              0.50547556           1.1570037e-05           3.4170507e-15   search-19/
